region,instructions,total_cycles,average_cycles,min_cycles,max_cycles
3,1033629,3361840,3.252,0,804589
1,1013328,3361628,3.317,0,876971
2,1063950,3360836,3.159,0,728825
4,1004643,3360756,3.345,0,890109
5,684898,2240600,3.271,0,214849
0,6,52,8.667,1,23
