region,instructions,total_cycles,average_cycles,min_cycles,max_cycles,issue,icache_fill,dcache_fill,write_buffer,bus_contention,dma_hold,cart_spin,interlock,halt_wait,gx_paid,gx_blamed
1269,709797,3361186,4.735,0,919661,499771,785171,629006,114345,75776,16470,0,89590,1151057,0,0
1417,797520,3361178,4.215,0,980141,485670,921880,655966,112842,75837,17438,0,109016,982529,0,0
412,762980,3361172,4.405,0,912175,487756,869758,668290,136596,76483,17704,0,101492,1003093,0,0
971,1123163,3361162,2.993,0,271155,511781,1260228,786576,144355,75981,19602,0,154658,407981,0,0
1295,623758,3361148,5.389,0,941479,430225,709175,620011,111250,74105,16470,0,86340,1313572,0,0
794,903481,3361146,3.720,0,668143,506499,1021220,658294,119819,74941,16470,0,102706,861197,0,0
431,756753,3361138,4.442,0,577583,478214,910092,702595,139539,75920,16802,0,110686,927290,0,0
152,918298,3361112,3.660,0,1008397,574633,927760,571233,99575,74713,16470,0,88337,1008391,0,0
1102,790687,3361090,4.251,0,857231,570733,810016,633119,115662,79288,16470,0,91943,1043859,0,0
404,772130,3361088,4.353,0,754749,480726,921262,650650,127091,75357,17866,0,94368,993768,0,0
366,877173,3361082,3.832,0,859969,544993,974306,655396,126423,74295,17706,0,106010,861953,0,0
539,829968,3361062,4.050,0,568765,504929,966296,704172,133107,76536,16470,0,109344,850208,0,0
708,776937,3361062,4.326,0,812859,509125,882241,692119,125759,77188,16470,0,105968,952192,0,0
1207,966434,3361038,3.478,0,87508,530381,1144706,810994,148211,77165,16470,0,133307,499804,0,0
1397,721347,3361032,4.659,0,1112629,445310,842543,647538,114916,73756,16986,0,107360,1112623,0,0
138,782662,3361024,4.294,0,1097319,492982,857325,611732,106924,75053,16470,0,101009,1099529,0,0
150,1211600,3361022,2.774,0,368223,700903,1215642,672072,114419,75273,16470,0,104656,461587,0,0
406,892448,3360998,3.766,0,927293,546628,997808,601996,100928,75161,17790,0,93400,927287,0,0
1219,761924,3360984,4.411,0,898187,476918,903836,698545,129680,76750,16470,0,111795,946990,0,0
667,806590,3360962,4.167,0,996729,512723,859196,668863,116890,74519,16470,0,115578,996723,0,0
223,926206,3360958,3.629,0,768693,581066,1026879,666254,115600,76218,16470,0,107619,770852,0,0
1140,719196,3360956,4.673,0,1075125,458828,864102,638568,120377,81888,16470,0,103765,1076958,0,0
536,740611,3360948,4.538,0,1071269,467454,835498,668765,120038,74905,16470,0,106555,1071263,0,0
