pc,all_instructions,all_total_cycles,marg_instructions,marg_total_cycles
0x2060cfe,2560,38608,276,4164
0x2060d00,2560,2560,276,276
0x2060d02,2560,2560,276,276
0x2060d04,2560,2560,276,276
0x2060d06,2560,62519,276,6850
0x2060d08,2560,2584,276,282
0x2060d0a,2560,5458,276,640
0x2060d0c,2560,63832,276,7239
0x2060d0e,2560,26111,276,2795
0x2060d10,2560,7305,276,757
0x2060d12,2560,2560,276,276
0x2060d14,2560,13952,276,1342
0x2060d16,2560,18172,276,1988
0x2060d1c,2560,32016,276,3450
0x2060d1e,2560,2560,276,276
0x2060d20,2560,34560,276,3726
0x2060d22,2560,14948,276,1728
0x2060d24,2560,2560,276,276
0x2060d26,2560,2560,276,276
0x2060d28,2560,2560,276,276
0x2060d2a,2560,91188,276,10102
0x2060d2c,2561,7493,277,898
0x2060d2e,2560,76422,276,8779
0x2060d30,2560,131650,276,14094
0x2060d32,2560,155699,276,16959
0x2060d34,2560,17465,276,1917
0x2060d36,2560,2560,276,276
0x2060d38,2560,2560,276,276
0x2060d3a,2560,75570,276,8908
0x2060d40,2560,14068,276,1518
0x2060d42,2560,2560,276,276
0x2060d44,2560,29356,276,3174
0x2060d46,2560,22396,276,2428
0x2060d48,2560,2560,276,276
0x2060d4a,2560,2560,276,276
0x2060d4c,2560,2560,276,276
0x2060d4e,2560,50106,276,5519
0x2060d50,2560,8683,276,903
0x2060d52,2560,75614,276,8177
0x2060d54,2560,33960,276,3513
0x2060d56,2560,173223,276,18674
0x2060d58,2560,16760,276,1817
0x2060d5a,2560,2560,276,276
0x2060d5c,2560,56578,276,5935
0x2060d5e,2560,117990,276,12856
0x2060d64,2560,10240,276,1104
0x2060d66,2560,2560,276,276
0x2060d68,2560,2560,276,276
0x2060d6a,2560,5120,276,552
0x2060d6c,2560,2560,276,276
0x2060d6e,2560,2560,276,276
0x2060d70,2560,2560,276,276
0x2060d72,2560,5120,276,552
0x2060d74,2560,2560,276,276
0x2060d76,2560,5120,276,552
0x2060d78,2560,28208,276,3180
0x2060d7a,2560,42300,276,4554
0x2060d7c,2560,27836,276,3014
0x2060d7e,2560,2560,276,276
0x2060d80,2560,5120,276,552
0x2060d82,2560,58010,276,6537
0x2060d88,1280,28272,138,3052
0x2060d8a,1280,46080,138,4968
0x2060d8c,1280,1280,138,138
0x2060d8e,1280,3840,138,414
0x2060d90,1280,3840,138,414
0x2060d9a,1280,1280,138,138
0x2060d9c,1280,72260,138,7834
0x2060d9e,1280,69493,138,7514
0x2060da8,1280,2560,138,276
0x2060dac,1280,2560,138,276
0x2060db0,2560,14080,276,1518
0x2060db4,4205,10055,451,1077
0x2060db8,9,36,6,24
0x2060dba,9,161,6,139
0x2060dbc,9,405,6,323
0x2060dbe,9,279,6,186
0x2060dc0,9,18,6,12
0x2060dc2,9,9,6,6
0x2060dc4,9,9,6,6
0x2060dc6,9,61,6,58
0x2060dc8,9,23,6,17
0x2060dca,9,9,6,6
0x2060dcc,9,11,6,8
0x2060dce,9,18,6,12
0x2060dd0,9,18,6,12
0x2060f78,640,5120,69,552
0x2060f7a,640,640,69,69
0x2060f7c,640,10880,69,1173
0x2060f7e,640,640,69,69
0x2060f80,640,1920,69,207
0x2060f82,640,2560,69,276
0x2060f84,640,55100,69,5934
0x2060f86,640,3840,69,414
0x2060f88,640,24178,69,2610
0x2060f8a,640,4480,69,483
0x2060f8c,640,35184,69,3791
0x2060fb8,640,22118,69,2442
0x2060fba,640,12160,69,1311
0x2060fbc,640,13070,69,1441
0x2060fbe,640,640,69,69
0x2060fc0,640,1920,69,207
0x2060fc2,640,1280,69,138
0x2060fc4,640,1280,69,138
0x2060fc6,640,640,69,69
0x2060fc8,640,1920,69,207
0x2060fca,640,17768,69,1886
0x2060fcc,640,640,69,69
0x2060fce,640,640,69,69
0x2060fd0,640,1280,69,138
0x2060fd2,640,1280,69,138
0x2060fd4,640,1280,69,138
0x2060fd6,640,640,69,69
0x2060fd8,640,67936,69,7331
0x2060fda,640,3840,69,414
0x2060fdc,640,14604,69,1620
0x2060fde,640,640,69,69
0x2060fe0,640,1920,69,207
0x2060fe2,640,640,69,69
0x2060fe4,640,1920,69,207
0x2060fe6,640,640,69,69
0x2060fe8,640,45440,69,4899
0x2060fea,640,640,69,69
0x2060fec,640,640,69,69
0x2060fee,640,640,69,69
0x2060ff0,640,640,69,69
0x2060ff2,640,640,69,69
0x2060ff4,640,640,69,69
0x2060ff6,640,640,69,69
0x2060ff8,640,29440,69,3174
0x2060ffa,640,640,69,69
0x2060ffc,640,10880,69,1173
0x2060ffe,640,47360,69,5106
0x2061090,640,2560,69,276
0x2061092,640,640,69,69
0x2061094,640,1920,69,207
0x2061096,640,640,69,69
0x2061098,640,1920,69,207
0x206109a,640,640,69,69
0x206109c,640,58252,69,6291
0x206109e,640,1285,69,143
0x20610a0,640,640,69,69
0x20610a2,640,640,69,69
0x20610a4,640,640,69,69
0x20610a6,640,12598,69,1318
0x20610fa,640,10798,69,1134
0x20610fc,640,13054,69,1408
0x20610fe,640,24548,69,2602
0x2061100,640,640,69,69
0x2061102,640,10820,69,1166
0x2061104,640,19840,69,2139
0x2061106,640,640,69,69
0x2061108,640,1280,69,138
0x206110a,640,640,69,69
0x206110c,640,640,69,69
0x206110e,640,640,69,69
0x2061110,640,640,69,69
0x2061112,640,640,69,69
0x2061114,640,640,69,69
0x2061116,640,14509,69,1692
0x2061118,640,2525,69,283
0x206111a,640,640,69,69
0x206111c,640,54992,69,5976
0x2061204,640,5120,69,552
0x2061206,640,640,69,69
0x2061208,640,10880,69,1173
0x206120a,640,640,69,69
0x206120c,640,640,69,69
0x206120e,640,2560,69,276
0x2061210,640,640,69,69
0x2061212,640,640,69,69
0x2061214,640,640,69,69
0x2061216,640,1920,69,207
0x206121a,640,64234,69,6764
0x206121c,640,23940,69,2526
0x206121e,640,640,69,69
0x2061220,640,1920,69,207
0x2061222,640,17280,69,1863
0x2061226,640,640,69,69
0x2061228,640,640,69,69
0x206122a,640,640,69,69
0x206122c,640,21760,69,2346
0x206123a,640,640,69,69
0x206123c,640,30720,69,3312
0x2061240,640,640,69,69
0x2061242,640,640,69,69
0x2061244,640,640,69,69
0x2061246,640,640,69,69
0x2061248,640,640,69,69
0x206124a,640,640,69,69
0x206124c,640,640,69,69
0x206124e,640,640,69,69
0x2061250,640,11172,69,1184
0x2061252,640,5120,69,552
0x2061254,640,640,69,69
0x2061256,640,640,69,69
0x2061258,640,640,69,69
0x206125a,640,23520,69,2473
0x206125c,640,38622,69,3992
0x206125e,640,1280,69,138
0x2061260,640,1280,69,138
0x2061262,640,42240,69,4554
0x2061348,640,2560,69,276
0x206134a,640,1280,69,138
0x206134c,640,10240,69,1104
0x2061350,640,640,69,69
0x2061352,640,640,69,69
0x2061354,640,16640,69,1794
0x2061366,640,640,69,69
0x2061368,640,31016,69,3252
0x206136a,640,3176,69,336
0x206136c,640,736,69,105
0x206136e,640,640,69,69
0x2061370,640,640,69,69
0x2061372,640,20736,69,2260
0x20613f8,640,2560,69,276
0x20613fa,640,1280,69,138
0x20613fc,640,11520,69,1242
0x20613fe,640,19840,69,2139
0x2061402,640,640,69,69
0x2061404,640,1280,69,138
0x2061406,640,1280,69,138
0x2061408,640,1280,69,138
0x206140c,640,640,69,69
0x206140e,640,640,69,69
0x2061410,640,640,69,69
0x2061412,640,640,69,69
0x2061414,640,640,69,69
0x2061416,640,640,69,69
0x2061418,640,1280,69,138
0x206141a,640,640,69,69
0x206141c,640,640,69,69
0x206141e,640,640,69,69
0x2061420,640,640,69,69
0x2061422,640,1280,69,138
0x2061424,640,640,69,69
0x2061426,640,640,69,69
0x2061428,640,640,69,69
0x206142a,640,640,69,69
0x206142c,640,49203,69,5179
0x206142e,640,28160,69,3036
0x2061430,640,4480,69,483
0x2061432,640,640,69,69
0x2061434,640,640,69,69
0x2061436,640,24237,69,2638
0x2061438,640,3775,69,388
0x206143a,640,640,69,69
0x206143c,640,12926,69,1462
0x206143e,640,640,69,69
0x2061440,640,1920,69,207
0x2061442,640,17280,69,1863
0x20614d8,2560,30197,276,3219
0x20614da,2560,2560,276,276
0x20614dc,2560,24384,276,2616
0x20614de,2560,2560,276,276
0x20614e0,2560,5274,276,566
0x20614e2,2561,10267,276,1104
0x20614e4,2560,74910,276,8066
0x20614e6,2560,11430,276,1261
0x20614e8,2560,38323,276,4244
0x20614ea,2560,2605,276,281
0x20614ec,2560,2560,276,276
0x20614ee,2560,7680,276,828
0x20614f2,2560,4379,276,475
0x20614f4,2560,2800,276,301
0x20614f6,2560,2560,276,276
0x20614f8,2560,2560,276,276
0x20614fa,2560,31421,276,3374
0x20614fe,2560,2560,276,276
0x2061500,2560,39896,276,4332
0x2061504,2560,2560,276,276
0x2061506,2560,2560,276,276
0x2061508,2560,2560,276,276
0x206150a,2560,2560,276,276
0x206150c,2560,2560,276,276
0x206150e,2560,2560,276,276
0x2061510,2560,2560,276,276
0x2061512,2560,2560,276,276
0x2061514,2560,65322,276,7044
0x2061524,2560,6403,276,690
0x2061526,2560,67355,276,6454
0x2061528,2560,19509,276,2143
0x206152a,2560,2560,276,276
0x206152c,2560,2560,276,276
0x206152e,2560,2560,276,276
0x2061530,2560,43375,276,4633
0x2061610,2560,6400,276,690
0x2061612,2560,51200,276,5520
0x2061614,2560,33971,276,3660
0x2061798,2560,7063,276,762
0x206179a,2560,31188,276,3394
0x206179e,2560,2560,276,276
0x20617a0,2560,5326,276,578
0x20617a2,2560,2560,276,276
0x20617a4,2560,5326,276,578
0x20617a6,2560,2560,276,276
0x20617a8,2560,48598,276,5141
0x20617aa,2561,77388,276,8194
0x20617ac,2560,11790,276,1257
0x20617ae,2560,8580,276,984
0x20617b2,2560,2560,276,276
0x20617b4,2560,58492,276,6278
0x20617b6,640,640,69,69
0x20617b8,640,640,69,69
0x20617ba,640,640,69,69
0x20617bc,640,43520,69,4692
0x20617be,640,9352,69,1037
0x20617c0,640,1920,69,207
0x20617c2,640,1920,69,207
0x20617c6,640,24434,69,2619
0x2061808,2560,6400,276,690
0x206180a,2560,46080,276,4968
0x206180c,2560,2560,276,276
0x206180e,2560,3840,276,414
0x2061810,1920,24320,207,2622
0x2061812,640,640,69,69
0x2061814,640,1920,69,207
0x2061816,640,640,69,69
0x2061818,640,640,69,69
0x206181a,640,640,69,69
0x206181c,640,10880,69,1173
0x206181e,640,640,69,69
0x2061820,640,19200,69,2070
0x2061850,640,3200,69,345
0x2061852,640,27748,69,2967
0x2061854,640,7040,69,759
0x2061856,640,8604,69,1141
0x2061858,640,23088,69,2677
0x206185a,640,4540,69,497
0x206185c,640,37748,69,4121
0x206186a,640,640,69,69
0x206186c,640,15370,69,1674
0x206186e,640,17280,69,1863
0x2061870,640,640,69,69
0x2061872,640,640,69,69
0x2061874,640,640,69,69
0x2061876,640,640,69,69
0x2061878,640,640,69,69
0x206187a,640,640,69,69
0x206187c,640,81854,69,8835
0x206187e,640,640,69,69
0x2061880,640,11753,69,1220
0x2061882,640,3260,69,342
0x2061884,640,640,69,69
0x2061886,640,640,69,69
0x2061888,640,640,69,69
0x206188a,640,640,69,69
0x206188c,640,11194,69,985
0x206188e,640,3130,69,279
0x2061890,640,640,69,69
0x2061892,640,640,69,69
0x2061894,640,29881,69,3231
0x2061896,640,22400,69,2415
0x2061898,640,640,69,69
0x206189a,640,640,69,69
0x206189c,640,34748,69,3785
0x206189e,640,640,69,69
0x20618a0,640,1950,69,207
0x20618a2,640,640,69,69
0x20618a4,640,1950,69,207
0x20618a6,640,640,69,69
0x20618a8,640,1920,69,207
0x20618aa,640,640,69,69
0x20618ac,640,1920,69,207
0x20618ae,640,640,69,69
0x20618b0,640,8350,69,897
0x20618fc,640,14080,69,1518
0x20618fe,640,640,69,69
0x2061900,640,31776,69,3545
0x2061902,640,17920,69,1932
0x2061904,640,640,69,69
0x2061906,640,1920,69,207
0x2061908,640,26738,69,2976
0x2061918,640,1588,69,168
0x206191a,640,640,69,69
0x206191c,640,12889,69,1305
0x206191e,640,640,69,69
0x2061920,640,1920,69,207
0x2061922,640,640,69,69
0x2061924,640,1920,69,207
0x2061926,640,640,69,69
0x2061928,640,1920,69,207
0x206192a,640,9253,69,1014
0x206192c,640,12128,69,1327
0x206192e,640,640,69,69
0x2061930,640,1282,69,137
0x2061932,640,640,69,69
0x2061934,640,1282,69,137
0x2061936,640,1280,69,138
0x2061938,640,961,69,103
0x206193a,640,9608,69,1104
0x2061952,640,640,69,69
0x2061954,640,19948,69,2139
0x2061956,640,29218,69,3157
0x2061958,640,30996,69,3329
0x206195a,640,4480,69,483
0x206195c,640,26494,69,2933
0x206195e,640,640,69,69
0x2061960,640,44160,69,4761
0x2061962,640,22276,69,2330
0x2061964,640,21023,69,2137
0x2061966,640,2255,69,238
0x2061968,640,680,69,74
0x206196a,640,2590,69,269
0x206196c,640,1320,69,143
0x206196e,640,17568,69,1947
0x2062208,1280,39952,138,4276
0x206220a,1280,10060,138,1079
0x206220c,1280,1280,138,138
0x206220e,1280,77432,138,8388
0x2062210,1280,1280,138,138
0x2062212,1280,44837,138,4830
0x2062214,1280,1280,138,138
0x2062216,1280,40688,138,4436
0x2062218,1280,1280,138,138
0x206221a,1280,40852,138,4212
0x206221c,1280,21102,138,2392
0x206221e,1280,1280,138,138
0x2062220,1280,21733,138,2355
0x2062222,1280,1280,138,138
0x2062224,1280,22172,138,2362
0x2062226,1280,1280,138,138
0x2062228,1280,1280,138,138
0x206222a,1280,44420,138,4805
0x206222c,1280,1280,138,138
0x206222e,1280,49409,138,5173
0x2062230,1280,5102,138,552
0x2062232,1280,12752,138,1380
0x2062234,1280,1280,138,138
0x2062236,1280,2560,138,276
0x2062238,1280,1280,138,138
0x206223a,1280,1280,138,138
0x206223c,1280,21760,138,2346
0x206223e,1280,38460,138,4140
0x2062240,1280,1280,138,138
0x2062242,1280,1280,138,138
0x2062244,1280,48580,138,5244
0x2062246,1280,1280,138,138
0x2062248,1280,28716,138,3170
0x206224a,1280,1280,138,138
0x206224c,1280,1280,138,138
0x206224e,1280,22108,138,2372
0x2062250,1280,44830,138,4830
0x2062252,1280,1280,138,138
0x2062254,1280,77528,138,8450
0x2062256,1281,1287,138,138
0x2062258,1280,4556,138,467
0x206225a,1280,2884,138,475
0x206225c,1281,23485,138,2551
0x206225e,1280,1280,138,138
0x2062260,1280,3838,138,414
0x2062262,1280,1280,138,138
0x2062264,1280,3838,138,414
0x2062266,1280,28170,138,3036
0x2062268,1280,2026,138,228
0x206226a,1280,1520,138,168
0x206226c,1280,2432,138,282
0x206226e,1280,75572,138,8142
0x2062270,1280,8960,138,966
0x2062272,1280,1280,138,138
0x2062274,1280,1280,138,138
0x2062276,1280,1280,138,138
0x2062278,1280,42596,138,4616
0x206228c,1280,71680,138,7728
0x206228e,1281,37319,138,3960
0x2062290,1282,8966,139,969
0x2062292,1280,2560,138,276
0x2062298,1280,28118,138,3015
0x206229a,1281,27872,138,2954
0x206229c,1282,66438,138,6956
0x206229e,1280,61448,138,6624
0x20622a0,1280,34560,138,3726
0x20622a2,1282,1286,138,138
0x20622a4,1280,1920,138,207
0x20622a6,640,29656,69,3259
0x20622a8,640,33176,69,3736
0x20622aa,640,3840,69,414
0x20622ac,640,18450,69,1962
0x20622ae,641,14706,69,1587
0x20622b0,640,640,69,69
0x20622b2,640,640,69,69
0x20622b4,640,12958,69,1391
0x20622b6,640,22400,69,2415
0x20622b8,640,10514,69,1287
0x20622ba,640,1695,69,204
0x20622bc,640,13821,69,1532
0x20622be,640,640,69,69
0x20622c0,640,1920,69,207
0x20622c2,640,16640,69,1794
0x20622c8,640,17272,69,1905
0x20622ca,640,5000,69,547
0x20622cc,640,1920,69,207
0x20622d2,640,640,69,69
0x20622d4,640,1920,69,207
0x20622da,640,12344,69,1361
0x20622dc,640,17582,69,2098
0x20622de,640,640,69,69
0x20622e0,640,1950,69,207
0x20622e2,640,640,69,69
0x20622e4,640,43658,69,4713
0x20622e6,640,4480,69,483
0x20622e8,640,1920,69,207
0x20622ee,640,640,69,69
0x20622f0,640,640,69,69
0x20622f2,640,640,69,69
0x20622f4,640,640,69,69
0x20622f6,640,640,69,69
0x20622f8,640,1280,69,138
0x20622fa,640,15296,69,1681
0x2062300,640,2560,69,276
0x2062302,640,640,69,69
0x2062304,640,1950,69,207
0x2062306,640,640,69,69
0x2062308,640,1920,69,207
0x206230a,640,640,69,69
0x206230c,640,1920,69,207
0x206230e,640,640,69,69
0x2062310,640,1920,69,207
0x2062312,640,1280,69,138
0x2062314,640,1280,69,138
0x2062316,640,640,69,69
0x2062318,640,18980,69,2031
0x206231a,640,640,69,69
0x206231c,641,42165,69,4559
0x206231e,640,640,69,69
0x2062320,640,640,69,69
0x2062322,641,19290,69,2050
0x2062324,640,4480,69,483
0x2062326,640,10270,69,1104
0x2062328,640,640,69,69
0x206232a,640,17412,69,1858
0x206232c,640,640,69,69
0x206232e,640,21174,69,2299
0x2062330,640,640,69,69
0x2062332,640,16430,69,1691
0x2062334,640,640,69,69
0x2062336,640,22400,69,2415
0x2062338,640,640,69,69
0x206233a,640,1280,69,138
0x206233c,640,11659,69,1273
0x206233e,640,640,69,69
0x2062340,640,44160,69,4761
0x2062342,640,640,69,69
0x2062344,640,44160,69,4761
0x2062346,640,640,69,69
0x2062348,640,6277,69,705
0x206234a,640,640,69,69
0x206234c,640,25754,69,2775
0x206234e,640,13554,69,1476
0x2062350,640,22400,69,2415
0x2062352,640,36330,69,3925
0x2062354,640,4480,69,483
0x2062356,640,2560,69,276
0x2062358,640,640,69,69
0x206235a,640,1280,69,138
0x206235c,640,11520,69,1242
0x206235e,640,640,69,69
0x2062360,640,46720,69,5037
0x2062362,640,640,69,69
0x2062364,640,11805,69,1829
0x2062366,640,640,69,69
0x2062368,640,656,69,73
0x206236a,640,2374,69,623
0x206236c,640,2980,69,789
0x206236e,640,1280,69,138
0x2062370,640,640,69,69
0x2062372,640,43929,69,4831
0x2062374,640,928,69,87
0x2062376,640,29002,69,3197
0x2062378,640,640,69,69
0x206237a,640,640,69,69
0x206237c,640,46217,69,4968
0x206237e,640,640,69,69
0x2062380,640,27875,69,2941
0x2062382,640,640,69,69
0x2062384,640,1576,69,169
0x2062386,640,10640,69,1138
0x2062388,640,19090,69,1925
0x206238a,640,49470,69,5258
0x206238c,640,4445,69,483
0x206238e,640,640,69,69
0x2062390,640,640,69,69
0x2062392,640,12025,69,1886
0x2062394,640,1715,69,249
0x2062396,640,640,69,69
0x2062398,640,640,69,69
0x206239a,640,33151,69,3634
0x206239c,640,69464,69,7458
0x206239e,640,16812,69,1785
0x20623a0,640,1298,69,141
0x20623a2,640,640,69,69
0x20623a4,640,15822,69,1725
0x20623a6,640,4480,69,483
0x20623a8,640,1275,69,135
0x20623aa,5,135,3,81
0x20623ac,640,16515,69,1719
0x20623ae,640,28807,69,2924
0x20623b0,640,9600,69,1035
0x20623b2,640,12728,69,1333
0x20623b4,640,4480,69,483
0x20623b6,640,1914,69,205
0x20623b8,3,81,1,27
0x20623ba,640,15928,69,1701
0x20623bc,640,51441,69,5564
0x20623be,640,4480,69,483
0x20623c0,640,640,69,69
0x20623c2,640,18598,69,2238
0x20623c4,640,52936,69,5768
0x20623c6,640,4480,69,483
0x20623c8,640,1279,69,138
0x20623ca,1,1,0,0
0x20623cc,640,640,69,69
0x20623ce,640,18240,69,1890
0x20623d0,640,20584,69,2231
0x20623d2,640,4480,69,483
0x20623d4,640,10240,69,1104
0x20623d6,640,640,69,69
0x20623d8,640,640,69,69
0x20623da,640,36108,69,3933
0x20623dc,640,11535,69,1242
0x20623de,640,23470,69,2510
0x20623e0,640,27952,69,2938
0x20623e2,640,3840,69,414
0x20623e4,640,640,69,69
0x20623e6,640,640,69,69
0x20623e8,640,1920,69,207
0x20623ee,640,640,69,69
0x20623f0,640,28724,69,3026
0x20623f2,640,4480,69,483
0x20623f4,640,1920,69,207
0x20623fa,640,640,69,69
0x20623fc,640,12574,69,1367
0x20623fe,640,1280,69,138
0x2062400,640,17920,69,1932
0x2062404,640,640,69,69
0x2062406,640,640,69,69
0x2062408,640,1227,69,85
0x206240a,53,53,53,53
0x206240c,640,640,69,69
0x206240e,640,640,69,69
0x2062410,640,640,69,69
0x2062412,640,640,69,69
0x2062414,640,1280,69,138
0x2062416,640,640,69,69
0x2062418,640,680,69,69
0x206241a,640,658,69,69
0x206241c,640,10884,69,1173
0x206241e,640,33280,69,3588
0x2062420,640,4480,69,483
0x2062422,640,640,69,69
0x2062424,640,640,69,69
0x2062426,640,640,69,69
0x2062428,640,8320,69,897
0x206242a,640,640,69,69
0x206242c,640,13476,69,69
0x206242e,126,126,69,69
0x2062430,126,5516,69,2930
0x2062432,126,852,69,458
0x2062434,126,126,69,69
0x2062436,126,126,69,69
0x2062438,126,126,69,69
0x206243a,126,126,69,69
0x206243c,126,2296,69,1288
0x206243e,640,640,69,69
0x2062440,640,1920,69,207
0x2062442,640,640,69,69
0x2062444,640,1920,69,207
0x2062446,640,640,69,69
0x2062448,640,30080,69,3243
0x206244a,640,12160,69,1311
0x206244c,640,640,69,69
0x206244e,640,1280,69,138
0x2062450,640,640,69,69
0x2062452,640,640,69,69
0x2062454,640,640,69,69
0x2062456,640,640,69,69
0x2062458,640,640,69,69
0x206245a,640,640,69,69
0x206245c,640,20420,69,2322
0x206245e,640,1280,69,138
0x2062460,640,1280,69,138
0x2062462,640,640,69,69
0x2062464,640,1920,69,207
0x2062466,640,640,69,69
0x2062468,640,15680,69,1807
0x206246a,640,8208,69,949
0x206246c,640,16476,69,1715
0x206246e,640,3840,69,414
0x2062470,640,18560,69,2001
0x2062472,640,640,69,69
0x2062474,640,640,69,69
0x2062476,640,640,69,69
0x2062478,640,1280,69,138
0x206247a,640,17064,69,1754
0x206247c,640,32990,69,3412
0x206247e,640,640,69,69
0x2062480,640,1920,69,207
0x2062482,640,1280,69,138
0x2062484,640,1280,69,138
0x2062486,640,14724,69,1602
0x2062488,640,640,69,69
0x206248a,640,2691,69,979
0x206248c,640,1475,69,253
0x206248e,640,640,69,69
0x2062490,640,22606,69,2806
0x2062492,640,22261,69,2666
0x2062494,640,2755,69,313
0x2062496,640,3885,69,454
0x2062498,640,1280,69,138
0x206249a,640,640,69,69
0x206249c,640,39563,69,4566
0x206249e,640,22430,69,2415
0x20624a0,640,640,69,69
0x20624a2,640,1280,69,138
0x20624a4,640,640,69,69
0x20624a6,640,640,69,69
0x20624a8,640,37016,69,3992
0x20624aa,640,3840,69,414
0x20624ac,640,640,69,69
0x20624ae,640,640,69,69
0x20624b0,640,640,69,69
0x20624b2,640,640,69,69
0x20624b4,640,640,69,69
0x20624b6,640,640,69,69
0x20624b8,640,640,69,69
0x20624ba,640,640,69,69
0x20624bc,640,11890,69,1286
0x20624be,640,640,69,69
0x20624c0,640,1950,69,207
0x20624c2,640,640,69,69
0x20624c4,640,1920,69,207
0x20624c6,640,640,69,69
0x20624c8,640,31360,69,3381
0x20624ca,640,22430,69,2415
0x20624cc,640,640,69,69
0x20624ce,640,640,69,69
0x20624d0,640,640,69,69
0x20624d2,640,1280,69,138
0x20624d4,640,640,69,69
0x20624d6,640,640,69,69
0x20624d8,640,73016,69,7844
0x20624da,640,3840,69,414
0x20624dc,640,12398,69,1440
0x20624de,640,640,69,69
0x20624e0,640,1920,69,207
0x20624e2,640,640,69,69
0x20624e4,640,1920,69,207
0x20624e6,640,640,69,69
0x20624e8,640,1920,69,207
0x20624ea,640,640,69,69
0x20624ec,640,1920,69,207
0x20624ee,640,640,69,69
0x20624f0,640,1920,69,207
0x20624f2,640,640,69,69
0x20624f4,640,1920,69,207
0x20624f6,640,640,69,69
0x20624f8,640,67216,69,7245
0x20624fa,640,22430,69,2445
0x20624fc,640,31504,69,3521
0x20624fe,640,640,69,69
0x2062500,640,1920,69,207
0x2062502,640,52480,69,5658
0x2062504,640,3840,69,414
0x2062506,640,640,69,69
0x2062508,640,1280,69,138
0x206250a,640,640,69,69
0x206250c,640,640,69,69
0x206250e,640,640,69,69
0x2062510,640,640,69,69
0x2062512,640,640,69,69
0x2062514,640,1280,69,138
0x2062516,640,640,69,69
0x2062518,640,640,69,69
0x206251a,640,640,69,69
0x206251c,640,61540,69,6731
0x206251e,640,640,69,69
0x2062520,640,1920,69,207
0x2062522,640,640,69,69
0x2062524,640,1920,69,207
0x2062526,640,640,69,69
0x2062528,640,1920,69,207
0x206252a,640,52480,69,5658
0x206252c,640,22400,69,2415
0x206252e,640,640,69,69
0x2062530,640,640,69,69
0x2062532,640,48398,69,5213
0x2062534,640,3840,69,414
0x2062536,640,640,69,69
0x2062538,640,640,69,69
0x206253a,640,640,69,69
0x206253c,640,30368,69,3571
0x206253e,640,640,69,69
0x2062540,640,1920,69,207
0x2062542,640,640,69,69
0x2062544,640,1920,69,207
0x2062546,640,640,69,69
0x2062548,640,1920,69,207
0x206254a,640,640,69,69
0x206254c,640,1920,69,207
0x206254e,640,640,69,69
0x2062550,640,1920,69,207
0x2062552,640,640,69,69
0x2062554,640,1920,69,207
0x2062556,640,55916,69,6286
0x2062558,640,38872,69,4056
0x206255a,640,22400,69,2415
0x206255c,640,24032,69,2607
0x206255e,640,640,69,69
0x2062560,640,1920,69,207
0x2062562,640,640,69,69
0x2062564,640,1920,69,207
0x2062566,640,1280,69,138
0x2062568,640,1280,69,138
0x206256a,640,47360,69,5106
0x206256c,640,3840,69,414
0x206256e,640,1280,69,138
0x2062570,640,640,69,69
0x2062572,640,640,69,69
0x2062574,640,1280,69,138
0x2062576,640,640,69,69
0x2062578,640,640,69,69
0x206257a,640,640,69,69
0x206257c,640,37680,69,4115
0x206257e,640,640,69,69
0x2062580,640,1920,69,207
0x2062582,640,640,69,69
0x2062584,640,45456,69,4899
0x2062586,640,22400,69,2415
0x2062588,640,640,69,69
0x206258a,640,640,69,69
0x206258c,640,640,69,69
0x206258e,640,640,69,69
0x2062590,640,640,69,69
0x2062592,640,640,69,69
0x2062594,640,640,69,69
0x2062596,640,640,69,69
0x2062598,640,46279,69,5085
0x206259a,640,3165,69,344
0x206259c,640,30492,69,3174
0x206259e,640,42240,69,4554
0x20625a0,640,17280,69,1863
0x20625a2,640,640,69,69
0x20625a4,640,640,69,69
0x20625a6,640,640,69,69
0x20625a8,640,640,69,69
0x20625aa,640,1280,69,138
0x20625ac,640,640,69,69
0x20625ae,640,640,69,69
0x20625b0,640,640,69,69
0x20625b2,640,46528,69,5094
0x20625b4,640,22400,69,2415
0x20625b6,640,640,69,69
0x20625b8,640,1280,69,138
0x20625ba,640,640,69,69
0x20625bc,640,38728,69,4153
0x20625be,640,1980,69,193
0x20625c0,640,3800,69,336
0x20625c2,640,1280,69,138
0x20625c4,640,1140,69,127
0x20625c6,640,1280,69,138
0x20625c8,640,1140,69,127
0x20625ca,640,1280,69,138
0x20625cc,640,1140,69,127
0x20625ce,640,1280,69,138
0x20625d0,640,1140,69,127
0x20625d2,640,1280,69,138
0x20625d4,640,12142,69,1293
0x20625d6,640,4480,69,483
0x20625d8,640,17920,69,1932
0x20625da,640,1280,69,138
0x20625dc,640,15108,69,1569
0x20625de,640,1280,69,138
0x20625e0,640,1280,69,138
0x20625e2,640,1280,69,138
0x20625e4,640,1280,69,138
0x20625e6,640,1280,69,138
0x20625e8,640,1280,69,138
0x20625ea,640,1280,69,138
0x20625ec,640,1280,69,138
0x20625ee,640,1280,69,138
0x20625f0,640,1280,69,138
0x20625f2,640,1280,69,138
0x20625f4,640,12006,69,1278
0x20625f6,640,4480,69,483
0x20625f8,640,17920,69,1932
0x20625fa,640,1280,69,138
0x20625fc,640,15446,69,1645
0x20625fe,640,1280,69,138
0x2062600,640,1280,69,138
0x2062602,640,1280,69,138
0x2062604,640,1280,69,138
