pc,all_instructions,all_total_cycles,marg_instructions,marg_total_cycles
0x2038da2,1280,1280,138,138
0x2038da4,1280,2608,138,280
0x2038da6,1280,7680,138,828
0x2038da8,1280,11240,138,1203
0x2038daa,1280,1280,138,138
0x2038dac,1280,32258,138,3493
0x2039254,5387,40186,705,5265
0x2039256,5387,5387,705,705
0x2039258,5387,5387,705,705
0x203925a,5387,5387,705,705
0x203925c,5387,91265,705,12167
0x203925e,5387,5387,705,705
0x2039260,5387,5417,705,705
0x2039262,5387,5387,705,705
0x2039264,5387,14537,705,1867
0x2039266,5387,5387,705,705
0x2039268,5387,14537,705,1867
0x203926a,5387,5387,705,705
0x203926c,5387,157606,705,20394
0x203926e,5387,31447,705,4065
0x2039270,5387,362892,705,46969
0x2039272,5387,28632,705,3620
0x2039274,5387,5405,705,707
0x2039276,5387,142499,705,19703
0x2039278,180,188,28,28
0x203927a,180,180,28,28
0x203927c,180,9938,28,1417
0x203927e,180,955,28,121
0x2039280,180,3415,28,513
0x2039282,23,23,10,10
0x2039284,23,49,10,24
0x2039286,23,23,10,10
0x2039288,23,49,10,24
0x203928a,23,23,10,10
0x203928c,23,548,10,240
0x203928e,23,353,10,142
0x2039290,23,35,10,18
0x2039292,23,23,10,10
0x2039294,23,35,10,18
0x2039296,23,23,10,10
0x2039298,5387,18413,705,2336
0x203929a,5387,31412,705,5202
0x203929c,5387,93631,705,12188
0x203929e,5387,5387,705,705
0x20392a0,5387,13619,705,1737
0x20392a2,5387,125136,705,17335
0x20392a4,157,343,18,45
0x20392a6,157,157,18,18
0x20392a8,157,281,18,36
0x20392aa,157,157,18,18
0x20392ac,157,281,18,36
0x20392ae,157,157,18,18
0x20392b0,157,281,18,36
0x20392b2,157,157,18,18
0x20392b4,157,511,18,55
0x20392b6,3299,3299,382,382
0x20392b8,3299,96158,382,12127
0x20392ba,3299,19448,382,2409
0x20392bc,3299,9314,382,1129
0x20392be,4155,4155,481,481
0x20392c0,4155,4447,481,515
0x20392c2,4155,4155,481,481
0x20392c4,4155,4447,481,515
0x20392c6,4155,4155,481,481
0x20392c8,4155,4447,481,515
0x20392ca,4155,4155,481,481
0x20392cc,4155,21856,481,2590
0x20392ce,4155,4155,481,481
0x20392d0,4155,4447,481,515
0x20392d2,4155,152281,481,18968
0x20392d4,4155,118537,481,14579
0x20392d6,4155,8365,481,996
0x20392d8,4155,4157,481,481
0x20392da,4155,12101,481,1375
0x20392dc,3142,7809,364,890
0x20392de,3142,15774,364,1909
0x20392e0,856,8483,99,690
0x20392e2,856,2497,99,263
0x20392e4,856,866,99,102
0x20392e6,856,856,99,99
0x20392e8,856,876,99,105
0x20392ea,856,2068,99,171
0x20392ec,856,876,99,105
0x20392ee,856,856,99,99
0x20392f0,856,876,99,105
0x20392f2,856,856,99,99
0x20392f4,856,876,99,105
0x20392f6,856,24179,99,3078
0x20392f8,856,5045,99,635
0x20392fa,856,2568,99,297
0x2039320,5207,22622,677,2927
0x2039322,5207,5207,677,677
0x2039324,5207,227716,677,29506
0x2039326,5208,191424,677,23234
0x2039328,5207,23286,677,2772
0x203932a,5207,5207,677,677
0x203932c,5207,71765,677,8009
0x203932e,5207,10414,677,1354
0x2039330,5364,5764,695,744
0x2039332,5364,103646,695,14156
0x2039334,2560,2896,276,320
0x2039336,2560,2560,276,276
0x2039338,2560,2896,276,320
0x203933a,2560,2560,276,276
0x203933c,2560,53545,276,5293
0x203933e,2560,2560,276,276
0x2039340,2560,6978,276,728
0x2039342,2560,2560,276,276
0x2039344,2560,6978,276,728
0x2039346,2560,2560,276,276
0x2039348,2560,6978,276,728
0x203934a,2560,2560,276,276
0x203934c,65361,904222,7045,97145
0x203934e,65361,106271,7045,11430
0x2039350,65361,309045,7045,33118
0x2039352,65361,65361,7045,7045
0x2039354,65361,143685,7045,15396
0x2039356,2560,192786,276,20641
0x2039358,1013,1448,117,168
0x203935a,1013,1013,117,117
0x203935c,1013,3617,117,585
0x203935e,1013,2376,117,294
0x2039360,1013,1327,117,153
0x2039362,856,856,99,99
0x2039364,856,856,99,99
0x2039366,856,1192,99,155
0x2039368,856,856,99,99
0x203936a,856,1189,99,111
0x203936c,856,2638,99,302
0x203936e,2286,2286,265,265
0x2039370,2286,8530,265,993
0x2039372,157,157,18,18
0x2039374,157,157,18,18
0x2039376,157,157,18,18
0x2039378,157,157,18,18
0x203937a,157,157,18,18
0x203937c,157,2466,18,376
0x203937e,157,2644,18,441
0x2039380,157,599,18,77
0x2039382,157,7004,18,818
0x2039384,157,3463,18,414
0x2039386,157,157,18,18
0x2039388,157,163,18,18
0x203938a,157,157,18,18
0x203938c,157,163,18,18
0x203938e,157,4957,18,634
0x2039390,2804,9614,419,1337
0x2039392,2804,2804,419,419
0x2039394,2804,21498,419,2980
0x2039398,2804,2804,419,419
0x203939a,2804,2804,419,419
0x203939c,2804,41388,419,5577
0x203939e,2804,2804,419,419
0x20393a0,2804,7172,419,991
0x20393a2,2804,2804,419,419
0x20393a4,2804,7172,419,991
0x20393a6,2804,2804,419,419
0x20393a8,2804,7172,419,991
0x20393aa,2804,2804,419,419
0x20393ac,2804,7172,419,991
0x20393ae,71683,279232,10806,44561
0x20393b0,71683,3081850,10806,471901
0x20393b2,71685,498122,10808,74758
0x20393b4,71683,141798,10806,21477
0x20393b6,1622,17842,147,1617
0x20393b8,71683,71683,10806,10806
0x20393ba,71683,626531,10806,94698
0x20393bc,71683,133097,10806,19079
0x20393be,71683,264041,10806,38776
0x20393c0,2804,106656,419,15483
0x2039594,146,1022,96,672
0x2039596,146,2986,96,2136
0x2039598,146,876,96,576
0x203959a,146,6864,96,5544
0x203959c,146,4126,96,3254
0x203959e,146,146,96,96
0x20395a0,146,438,96,288
0x20395a2,146,146,96,96
0x20395a4,146,438,96,288
0x20395a6,146,146,96,96
0x20395a8,146,438,96,288
0x20395aa,146,292,96,192
0x20395ac,146,292,96,192
0x20395ae,146,146,96,96
0x20395b0,146,438,96,288
0x20395b2,146,146,96,96
0x20395b4,146,468,96,288
0x20395b6,146,3212,96,2112
0x20395b8,667,667,367,367
0x20395ba,667,667,367,367
0x20395bc,667,667,367,367
0x20395be,667,764,367,416
0x20395c0,716,7991,414,5601
0x20395c2,716,2072,414,1298
0x20395c4,716,1779,414,825
0x20395c6,49,643,47,641
0x20395c8,146,146,96,96
0x20395ca,146,965,96,665
0x20395cc,97,97,49,49
0x20395ce,97,194,49,98
0x20395d0,97,194,49,98
0x20395d2,97,97,49,49
0x20395d4,97,97,49,49
0x20395d6,97,97,49,49
0x20395d8,97,97,49,49
0x20395da,97,97,49,49
0x20395dc,97,1082,49,728
0x20395de,97,2946,49,2346
0x20395e0,97,194,49,98
0x20395f0,61,485,11,88
0x20395f2,61,61,11,11
0x20395f4,61,301,11,55
0x20395f6,61,61,11,11
0x20395f8,61,2606,11,465
0x20395fa,61,488,11,88
0x20395fc,61,5316,11,956
0x20395fe,61,366,11,66
0x2039600,61,61,11,11
0x2039602,61,61,11,11
0x2039604,61,61,11,11
0x2039606,61,61,11,11
0x2039608,61,61,11,11
0x203960a,61,1709,11,343
0x203960c,61,427,11,77
0x203960e,2259,2259,407,407
0x2039610,2259,22221,407,4007
0x2039612,2259,2564,407,462
0x2039614,2259,2259,407,407
0x2039616,2259,2303,407,407
0x2039618,2318,2318,418,418
0x203961a,2318,2318,418,418
0x203961c,2318,5338,418,958
0x203961e,2318,2318,418,418
0x2039620,2318,2440,418,440
0x2039622,2318,2318,418,418
0x2039624,2318,75155,418,13391
0x2039626,2318,16226,418,2926
0x2039628,2318,6832,418,1232
0x203962a,61,183,11,33
0x203962c,61,122,11,22
0x203962e,61,61,11,11
0x2039630,61,65,11,11
0x2039632,59,59,11,11
0x2039634,59,59,11,11
0x2039636,59,59,11,11
0x2039638,59,59,11,11
0x203963a,59,59,11,11
0x203963c,59,1062,11,198
0x203963e,59,59,11,11
0x2039640,59,177,11,33
0x2039642,59,118,11,22
0x2039644,59,118,11,22
0x2039646,59,59,11,11
0x2039648,59,177,11,33
0x203964a,59,118,11,22
0x203964c,59,118,11,22
0x203964e,59,59,11,11
0x2039650,59,177,11,33
0x2039652,59,59,11,11
0x2039654,59,177,11,33
0x2039656,59,59,11,11
0x2039658,59,177,11,33
0x203965a,59,59,11,11
0x203965c,59,987,11,187
0x203965e,59,59,11,11
0x2039660,59,175,11,33
0x2039662,59,59,11,11
0x2039664,61,183,11,33
0x2039666,61,2192,11,396
0x2039668,61,427,11,77
0x203966a,61,61,11,11
0x203966c,61,61,11,11
0x203966e,61,61,11,11
0x2039670,61,61,11,11
0x2039672,61,61,11,11
0x2039674,61,1159,11,209
0x2039676,61,61,11,11
0x2039678,61,2436,11,418
0x203967a,61,1054,11,144
0x203967c,61,5319,11,954
0x203967e,61,427,11,77
0x2039680,61,61,11,11
0x2039682,61,61,11,11
0x2039684,61,61,11,11
0x2039686,61,61,11,11
0x2039688,61,61,11,11
0x203968a,61,122,11,22
0x203968c,61,765,11,98
0x203968e,61,219,11,35
0x2039690,61,61,11,11
0x2039692,61,61,11,11
0x2039694,61,1357,11,242
0x2039864,292,2132,192,1228
0x2039866,292,7307,192,4807
0x2039868,292,1027,192,677
0x203986a,292,4120,192,3362
0x203986c,292,802,192,632
0x203986e,292,292,192,192
0x2039870,292,292,192,192
0x2039872,292,292,192,192
0x2039874,292,292,192,192
0x2039876,292,292,192,192
0x2039878,292,2230,192,1864
0x203987a,292,584,192,384
0x203987c,292,2992,192,1938
0x203987e,292,292,192,192
0x2039880,292,580,192,380
0x2039882,292,292,192,192
0x2039884,292,580,192,380
0x2039886,292,3464,192,2264
0x2039888,18406,18406,10508,10508
0x203988a,18407,18409,10508,10508
0x203988c,18406,18406,10508,10508
0x203988e,18406,18550,10508,10556
0x2039890,18554,90728,10652,59199
0x2039892,18554,47448,10652,28149
0x2039894,18554,36960,10652,21160
0x2039896,148,1270,144,1266
0x2039898,292,292,192,192
0x203989a,292,2534,192,1815
0x203989c,144,2868,48,950
0x203989e,144,2641,48,1145
0x20398a0,144,468,48,176
0x20398a2,144,144,48,48
0x20398a4,144,198,48,58
0x20398a6,144,144,48,48
0x20398a8,144,198,48,58
0x20398aa,144,144,48,48
0x20398ac,144,198,48,58
0x20398ae,144,4090,48,1372
0x20398b0,144,288,48,96
0x203a034,61,2910,11,494
0x203a036,61,732,11,132
0x203a038,61,1073,11,116
0x203a03a,61,181,11,26
0x203a03c,61,2196,11,362
0x203a03e,61,61,11,11
0x203a040,61,183,11,33
0x203a042,61,3266,11,594
0x203a044,61,61,11,11
0x203a046,61,61,11,11
0x203a048,61,61,11,11
0x203a04a,61,122,11,22
0x203a04c,61,122,11,22
0x203a04e,61,61,11,11
0x203a050,61,1329,11,227
0x203a052,61,427,11,77
0x203a054,61,61,11,11
0x203a056,61,61,11,11
0x203a058,1184,48525,255,10768
0x203a05a,1184,7983,255,1730
0x203a05c,1184,2797,255,516
0x203a05e,1123,1123,244,244
0x203a060,1123,1223,244,264
0x203a062,1123,1123,244,244
0x203a064,1123,3396,244,718
0x203a068,61,770,11,207
0x203a06a,61,61,11,11
0x203a06c,61,61,11,11
0x203a06e,61,61,11,11
0x203a070,61,122,11,22
0x203a374,61,488,11,88
0x203a376,61,61,11,11
0x203a378,61,1401,11,267
0x203a37a,61,366,11,66
0x203a37c,61,4624,11,816
0x203a37e,61,226,11,41
0x203a380,61,117,11,21
0x203a382,61,61,11,11
0x203a384,61,178,11,32
0x203a386,61,61,11,11
0x203a388,61,89,11,16
0x203a38a,61,61,11,11
0x203a38c,61,117,11,21
0x203a38e,61,61,11,11
0x203a390,61,430,11,77
0x203a392,2257,2257,407,407
0x203a394,2257,2257,407,407
0x203a396,2257,2257,407,407
0x203a398,2257,2257,407,407
0x203a39a,2257,5898,407,1062
0x203a39c,2259,51534,407,9245
0x203a39e,2259,11473,407,2064
0x203a3a0,2259,6773,407,1221
0x203a3a2,2,2,0,0
0x203a3a4,2,2,0,0
0x203a3a6,2,2,0,0
0x203a3a8,2,2,0,0
0x203a3aa,2,2,0,0
0x203a3ac,2,2,0,0
0x203a3ae,61,61,11,11
0x203a3b0,61,61,11,11
0x203a3b2,61,61,11,11
0x203a3b4,61,61,11,11
0x203a3b6,61,61,11,11
0x203a3b8,61,61,11,11
0x203a3ba,61,61,11,11
0x203a3bc,61,1272,11,246
0x203a3be,61,61,11,11
0x203a3c0,61,181,11,33
0x203a3c2,61,61,11,11
0x203a3c4,61,181,11,33
0x203a3c6,61,61,11,11
0x203a3c8,61,1323,11,242
0x203a3d6,61,61,11,11
0x203a3d8,61,61,11,11
0x203a3da,61,61,11,11
0x203a3dc,61,1638,11,306
0x203a3de,61,3662,11,704
0x203a3e0,61,354,11,66
0x203a3e2,61,765,11,163
0x203a3e4,61,591,11,141
0x203a3e6,61,215,11,53
0x203a3e8,61,3185,11,543
0x203a3ea,61,1142,11,209
0x203a3ec,61,61,11,11
0x203a3ee,61,458,11,166
0x203a3f0,61,159,11,53
0x203a3f2,61,1067,11,155
0x203a3f4,61,126,11,21
0x203a3f6,61,122,11,22
0x203a3f8,61,61,11,11
0x203a3fa,61,61,11,11
0x203a3fc,61,4519,11,787
0x203a3fe,61,61,11,11
0x203a400,61,183,11,33
0x203a402,61,61,11,11
0x203a404,61,183,11,33
0x203a406,61,61,11,11
0x203a408,61,183,11,33
0x203a40a,61,61,11,11
0x203a40c,61,183,11,33
0x203a40e,61,1129,11,165
0x203a432,61,61,11,11
0x203a434,61,1874,11,282
0x203a436,61,61,11,11
0x203a438,61,2364,11,490
0x203a43a,59,59,11,11
0x203a43c,59,1003,11,187
0x203a43e,59,59,11,11
0x203a440,59,177,11,33
0x203a442,59,59,11,11
0x203a444,59,177,11,33
0x203a446,59,59,11,11
0x203a448,59,177,11,33
0x203a44a,59,59,11,11
0x203a44c,59,177,11,33
0x203a44e,59,885,11,165
0x203a480,20920,117089,2466,13749
0x203a482,20920,20920,2466,2466
0x203a484,20920,104210,2466,11926
0x203a486,20920,20920,2466,2466
0x203a488,20920,20920,2466,2466
0x203a48a,20920,83680,2466,9864
0x203a48c,20920,20920,2466,2466
0x203a48e,20920,20920,2466,2466
0x203a490,20920,20920,2466,2466
0x203a492,20920,20920,2466,2466
0x203a494,20920,20920,2466,2466
0x203a496,20920,62271,2466,6656
0x203a498,20920,20920,2466,2466
0x203a49a,20920,20920,2466,2466
0x203a49c,20920,317060,2466,36096
0x203a49e,20920,60180,2466,7047
0x203a4a0,20920,21702,2466,2545
0x203a4a2,20920,267592,2466,30051
0x203a4aa,1,1,0,0
0x203a4ac,1,1,0,0
0x203a4ae,1,3,0,0
0x203a4b2,1,1,0,0
0x203a4b4,1,1,0,0
0x203a4b6,1,1,0,0
0x203a4b8,1,1,0,0
0x203a4ba,1,1,0,0
0x203a4bc,1,18,0,0
0x203a4be,1,1,0,0
0x203a4c0,1,3,0,0
0x203a4c2,1,1,0,0
0x203a4c4,1,3,0,0
0x203a4c6,1,1,0,0
0x203a4c8,1,3,0,0
0x203a4ca,1,1,0,0
0x203a4cc,1,3,0,0
0x203a4ce,1,1,0,0
0x203a4d0,1,27,0,0
0x203a4d2,1,6,0,0
0x203a4d4,1,1,0,0
0x203a4d6,1,1,0,0
0x203a4d8,1,1,0,0
0x203a4da,4,4,0,0
0x203a4dc,4,41,0,0
0x203a4de,4,4,0,0
0x203a4e0,4,6,0,0
0x203a4e2,4,4,0,0
0x203a4e4,4,6,0,0
0x203a4e6,4,4,0,0
0x203a4e8,4,6,0,0
0x203a4ea,4,4,0,0
0x203a4ec,4,6,0,0
0x203a4ee,4,20,0,0
0x203a4f4,4,4,0,0
0x203a4f6,4,4,0,0
0x203a4f8,4,4,0,0
0x203a4fa,4,4,0,0
0x203a4fc,4,23,0,0
0x203a4fe,3,3,0,0
0x203a500,3,5,0,0
0x203a502,4,4,0,0
0x203a504,4,6,0,0
0x203a506,4,27,0,0
0x203a508,1,1,0,0
0x203a50a,1,1,0,0
0x203a50c,1,1,0,0
0x203a50e,1,1,0,0
0x203a510,1,1,0,0
0x203a512,1,2,0,0
0x203a514,3,3,0,0
0x203a516,3,3,0,0
0x203a518,3,3,0,0
0x203a51a,3,3,0,0
0x203a51c,3,3,0,0
0x203a51e,3,3,0,0
0x203a520,3,3,0,0
0x203a522,3,3,0,0
0x203a524,3,3,0,0
0x203a526,3,9,0,0
0x203a536,20920,91539,2466,10387
0x203a538,20920,264657,2466,29512
0x203a53a,20920,78875,2466,9163
0x203a53c,20920,392957,2466,44367
0x203a53e,1,1,0,0
0x203a540,1,3,0,0
0x203a542,1,3,0,0
0x203a566,20920,20920,2466,2466
0x203a568,20920,317387,2466,37279
0x203a56a,20920,55038,2466,6446
0x203a56c,20920,34876,2466,4110
0x203a56e,20920,20920,2466,2466
0x203a570,20920,20920,2466,2466
0x203a572,20920,264005,2466,29527
0x203a574,1,1,0,0
0x203a576,1,1,0,0
0x203a578,1,1,0,0
0x203a57a,1,1,0,0
0x203a57c,1,1,0,0
0x203a57e,1,1,0,0
0x203a580,1,2,0,0
0x203a582,1,2,0,0
0x203a584,1,1,0,0
0x203a586,1,1,0,0
0x203a588,1,3,0,0
0x203a58a,20920,23938,2467,2785
0x203a58c,20919,45047,2466,5295
0x203a58e,20919,41838,2466,4932
0x203a590,20919,24128,2466,2829
0x203a592,20919,20919,2466,2466
0x203a594,20919,27337,2466,3192
0x203a596,20919,20919,2466,2466
0x203a598,20919,159415,2466,18281
0x203a8c4,25149,161598,2946,18921
0x203a8c6,25149,133017,2946,15194
0x203a8c8,25149,58104,2946,6806
0x203a8ca,25149,71997,2946,8242
0x203a8cc,25149,25149,2946,2946
0x203a8ce,25149,25149,2946,2946
0x203a8d0,25149,25149,2946,2946
0x203a8d2,25149,25149,2946,2946
0x203a8d4,25149,100596,2946,11784
0x203a8d6,25149,25149,2946,2946
0x203a8d8,25149,25149,2946,2946
0x203a8da,25149,25149,2946,2946
0x203a8dc,25149,85901,2946,9857
0x203a8de,25149,25149,2946,2946
0x203a8e0,25149,129489,2946,14856
0x203a8e2,25149,25149,2946,2946
0x203a8e4,25149,25149,2946,2946
0x203a8e6,25149,25149,2946,2946
0x203a8e8,25149,25149,2946,2946
0x203a8ea,25149,25149,2946,2946
0x203a8ec,25149,25149,2946,2946
0x203a8ee,25149,145220,2946,17345
0x203a8f0,25149,91777,2946,10808
0x203a8f2,25149,75447,2946,8838
0x203a8f6,25149,48011,2946,5704
0x203a8f8,25149,147387,2946,16757
0x203a8fa,25149,69523,2946,8097
0x203a8fc,25149,133622,2946,15094
0x203a8fe,25149,25149,2946,2946
0x203a900,25149,30651,2946,3564
0x203a902,25149,25149,2946,2946
0x203a904,25149,30651,2946,3564
0x203a906,25149,50298,2946,5892
0x203a908,25149,50298,2946,5892
0x203a90a,25149,186466,2946,21158
0x203a990,25149,33732,2946,3906
0x203a992,25149,100596,2946,11784
0x203a994,25150,61745,2947,7175
0x203a996,25149,25149,2946,2946
0x203a998,25149,25149,2946,2946
0x203a99a,25149,25149,2946,2946
0x203a99c,25150,317512,2946,36285
0x203aa6c,508,3079,75,435
0x203aa6e,508,508,75,75
0x203aa70,508,3397,75,480
0x203aa72,508,508,75,75
0x203aa74,508,508,75,75
0x203aa76,508,508,75,75
0x203aa78,508,508,75,75
0x203aa7a,508,3914,75,493
0x203aa7c,508,5284,75,777
0x203aa7e,508,508,75,75
0x203aa80,508,12978,75,1850
0x203aa82,508,10347,75,1561
0x203aa84,508,1501,75,220
0x203aa86,508,508,75,75
0x203aa88,508,2288,75,331
0x203aa8a,508,1016,75,150
0x203aa8c,508,525,75,77
0x203aa8e,508,508,75,75
0x203aa90,508,614,75,79
0x203aa92,508,1031,75,150
0x203aa94,508,525,75,77
0x203aa96,508,508,75,75
0x203aa98,508,2470,75,336
0x203aa9a,508,1481,75,215
0x203aa9c,508,7827,75,1109
0x203aa9e,508,5906,75,537
0x203aaa0,508,1693,75,224
0x203aaa2,508,12679,75,1965
0x203aabc,508,508,75,75
0x203aabe,508,508,75,75
0x203aac0,508,3051,75,450
0x203aac2,508,508,75,75
0x203aac4,508,7134,75,1070
0x203b1b0,61,485,11,85
0x203b1b2,61,61,11,11
0x203b1b4,61,301,11,51
0x203b1b6,61,61,11,11
0x203b1b8,61,61,11,11
0x203b1ba,61,244,11,44
0x203b1bc,61,1305,11,229
0x203b1be,61,61,11,11
0x203b1c0,61,183,11,33
0x203b1c2,61,61,11,11
0x203b1c4,61,183,11,33
0x203b1c6,61,61,11,11
0x203b1c8,61,183,11,33
0x203b1ca,61,61,11,11
0x203b1cc,61,183,11,33
0x203b1ce,61,61,11,11
0x203b1d0,61,183,11,33
0x203b1d2,61,61,11,11
0x203b1d4,61,183,11,33
0x203b1d6,61,1806,11,330
0x203b1d8,61,61,11,11
0x203b1da,61,61,11,11
0x203b1dc,61,920,11,168
0x203b1de,61,122,11,22
0x203b1e0,61,61,11,11
0x203b1e2,61,61,11,11
0x203b1e4,61,61,11,11
0x203b1e6,61,427,11,77
0x203b1e8,61,3152,11,572
0x203b1ea,61,427,11,77
0x203b1ec,61,61,11,11
0x203b1ee,61,61,11,11
0x203b1f0,61,366,11,66
0x203b1f2,61,122,11,22
0x203b1f4,61,61,11,11
0x203b1f6,61,61,11,11
0x203b1f8,61,61,11,11
0x203b1fa,61,61,11,11
0x203b1fc,61,1197,11,187
0x203b1fe,61,183,11,33
0x203b200,61,1647,11,297
0x203b484,61,485,11,85
0x203b486,61,61,11,11
0x203b488,61,1021,11,171
0x203b48a,61,61,11,11
0x203b48c,61,183,11,33
0x203b48e,61,61,11,11
0x203b490,61,61,11,11
0x203b492,61,61,11,11
0x203b494,61,61,11,11
0x203b496,61,1542,11,370
0x203b498,61,272,11,52
0x203b49a,61,61,11,11
0x203b49c,61,1742,11,388
0x203b49e,61,61,11,11
0x203b4a0,61,183,11,33
0x203b4a2,61,183,11,33
0x203b4a4,61,61,11,11
0x203b4a6,61,2440,11,440
0x203b4a8,61,2802,11,462
0x203b4aa,61,427,11,77
0x203b4ac,61,122,11,22
0x203b4b0,61,1342,11,242
0x203b4b2,61,122,11,22
0x203b4b4,61,61,11,11
0x203b4b6,61,61,11,11
0x203b4b8,61,61,11,11
0x203b4ba,61,1122,11,198
0x203b4bc,1076,6368,196,1167
0x203b4be,1076,3127,196,572
0x203b4c0,1076,1076,196,196
0x203b4c2,1076,1076,196,196
0x203b4c4,1076,1076,196,196
0x203b4c6,1076,1076,196,196
0x203b4c8,1076,5457,196,1004
0x203b4ca,1076,1076,196,196
0x203b4cc,1076,1076,196,196
0x203b4ce,1076,1076,196,196
0x203b4d0,1076,1076,196,196
0x203b4d2,1076,1076,196,196
0x203b4d4,1076,2338,196,427
0x203b4d6,1015,1015,185,185
0x203b4d8,1015,1015,185,185
0x203b4da,1015,1015,185,185
0x203b4dc,1015,1015,185,185
0x203b4de,1015,1015,185,185
0x203b4e0,1076,1256,196,229
0x203b4e2,1076,1076,196,196
0x203b4e4,1076,1196,196,218
0x203b4e6,1076,1076,196,196
0x203b4e8,1076,1196,196,218
0x203b4ea,1076,1076,196,196
0x203b4ec,1076,1196,196,218
0x203b4ee,1076,1076,196,196
0x203b4f0,1076,1196,196,218
0x203b4f2,1076,2632,196,480
0x203b522,61,61,11,11
0x203b524,61,181,11,33
0x203b526,61,61,11,11
0x203b528,61,181,11,33
0x203b52a,61,61,11,11
0x203b52c,61,181,11,33
0x203b52e,61,61,11,11
0x203b530,61,181,11,33
0x203b532,61,61,11,11
0x203b534,61,182,11,33
0x203b536,61,61,11,11
0x203b538,61,181,11,33
0x203b53a,61,61,11,11
0x203b53c,61,1037,11,187
0x203b53e,61,61,11,11
0x203b540,61,183,11,33
0x203b542,61,122,11,22
0x203b544,61,122,11,22
0x203b546,61,61,11,11
0x203b548,61,183,11,33
0x203b54a,61,61,11,11
0x203b54c,61,183,11,33
0x203b54e,61,61,11,11
0x203b550,61,183,11,33
0x203b552,61,3294,11,594
0x203b56a,61,61,11,11
0x203b56c,61,1887,11,411
0x203b56e,61,229,11,54
0x203b570,61,295,11,38
0x203b572,61,61,11,11
0x203b574,61,1011,11,234
0x203b59a,61,61,11,11
0x203b59c,61,1037,11,187
0x203b59e,61,61,11,11
0x203b5a0,61,3450,11,627
0x203b648,18950,67401,7666,25576
0x203b64a,18950,18950,7666,7666
0x203b64c,18950,18950,7666,7666
0x203b64e,18950,18950,7666,7666
0x203b650,18950,23840,7666,8350
0x203b652,18950,282890,7666,93213
0x203b654,18950,71080,7666,26731
0x203b656,18950,18950,7666,7666
0x203b658,18950,19950,7666,7774
0x203b65a,18950,18950,7666,7666
0x203b65c,18950,78965,7666,16645
0x203b65e,18950,18950,7666,7666
0x203b660,18950,23892,7666,8412
0x203b662,18950,18950,7666,7666
0x203b664,18950,23892,7666,8412
0x203b666,18950,18950,7666,7666
0x203b668,18950,63474,7666,22357
0x203b66a,11500,12472,1245,1380
0x203b66c,11500,24607,1245,2663
0x203b66e,11500,11500,1245,1245
0x203b670,11500,35689,1245,3830
0x203b672,10333,10333,1098,1098
0x203b674,10333,12171,1098,1300
0x203b676,10333,10333,1098,1098
0x203b678,10333,12171,1098,1300
0x203b67a,10333,10333,1098,1098
0x203b67c,10333,14060,1098,1563
0x203b67e,10333,10333,1098,1098
0x203b680,10333,10797,1098,1156
0x203b682,10333,36567,1098,3990
0x203b684,8617,13228,6568,7387
0x203b686,18950,18950,7666,7666
0x203b688,18950,182576,7666,64785
0x203bf8c,11981,115709,2683,20088
0x203bf8e,11981,11981,2683,2683
0x203bf90,11981,26011,2683,4947
0x203bf92,11981,11981,2683,2683
0x203bf94,11981,11981,2683,2683
0x203bf96,11981,81711,2683,25553
0x203bf98,11981,151664,2683,46462
0x203bf9a,11981,173693,2683,68108
0x203bf9c,11981,67266,2683,16464
0x203bf9e,11981,11981,2683,2683
0x203bfa0,11981,15599,2683,3289
0x203bfa2,11981,11981,2683,2683
0x203bfa4,11981,15599,2683,3289
0x203bfa6,11981,11981,2683,2683
0x203bfa8,11981,15599,2683,3289
0x203bfaa,11981,11981,2683,2683
0x203bfac,11981,15599,2683,3289
0x203bfae,11981,11981,2683,2683
0x203bfb0,18950,22568,7666,8272
0x203bfb2,18950,127244,7666,37330
0x203bfb4,18951,52490,7666,19513
0x203bfb6,18950,18950,7666,7666
0x203bfb8,18950,19364,7666,7728
0x203bfba,18950,18950,7666,7666
0x203bfbc,18950,77365,7666,15862
0x203bfbe,18950,85099,7666,28210
0x203bfc0,18950,27119,7666,9845
0x203bfc2,18950,18950,7666,7666
0x203bfc4,18950,21054,7666,7930
0x203bfc6,18950,18950,7666,7666
0x203bfc8,18950,21054,7666,7930
0x203bfca,18950,18950,7666,7666
0x203bfcc,18950,21084,7666,7960
0x203bfce,18950,122829,7666,27677
0x203bfd0,18950,18950,7666,7666
0x203bfd2,18950,87018,7666,15259
0x203bfd4,8617,8617,6568,6568
0x203bfd6,8617,8617,6568,6568
0x203bfd8,8617,8617,6568,6568
0x203bfda,8617,8617,6568,6568
0x203bfdc,8617,36787,6568,11537
0x203bfde,8617,8617,6568,6568
0x203bfe0,8617,58840,6568,19192
0x203bfe2,1648,5830,1585,5334
0x203bfe4,1648,20465,1585,19162
0x203bfe6,1648,9061,1585,8620
0x203bfe8,1648,32809,1585,31045
0x203bfea,1648,1648,1585,1585
0x203bfec,1648,1648,1585,1585
0x203bfee,1648,1648,1585,1585
0x203bff0,1648,1648,1585,1585
0x203bff2,1648,1648,1585,1585
0x203bff4,1648,1648,1585,1585
0x203bff6,1648,1648,1585,1585
0x203bff8,61630,474599,60065,433987
0x203bffa,61630,126980,60065,119115
0x203bffc,61630,67946,60065,63920
0x203bffe,61630,61630,60065,60065
0x203c000,61630,61950,60065,60261
