pc,all_instructions,all_total_cycles,all_issue,all_icache_fill,all_dcache_fill,all_write_buffer,all_bus_contention,all_dma_hold,all_interlock,all_halt_wait,marg_instructions,marg_total_cycles,marg_issue,marg_icache_fill,marg_dcache_fill,marg_write_buffer,marg_bus_contention,marg_dma_hold,marg_interlock,marg_halt_wait
0x02034b04,6128,34622,-3042,34629,0,3035,0,0,0,0,257,1507,-139,1507,0,139,0,0,0,0
0x02006c7a,3200,19749,-1045,3200,13261,88,0,0,4245,0,160,896,-36,160,568,8,0,0,196,0
0x020a9362,80,1750,-171,0,1701,220,0,0,0,0,6,173,-18,0,171,20,0,0,0,0
0x01fff8fc,688,2364,688,0,0,0,0,0,1676,0,332,1041,332,0,0,0,0,0,709,0
0x0200ddfc,158,2632,0,2632,0,0,0,0,0,0,83,1300,0,1300,0,0,0,0,0,0
0x020a8f44,159,3336,0,3336,0,0,0,0,0,0,56,1162,0,1162,0,0,0,0,0,0
0x020c15a4,5052,14019,0,14019,0,0,0,0,0,0,747,1707,0,1707,0,0,0,0,0,0
0x020c15a8,5052,14019,0,14019,0,0,0,0,0,0,747,1707,0,1707,0,0,0,0,0,0
0x020c15ac,5052,14019,0,14019,0,0,0,0,0,0,747,1707,0,1707,0,0,0,0,0,0
0x020c15b0,5052,14019,0,14019,0,0,0,0,0,0,747,1707,0,1707,0,0,0,0,0,0
0x02066814,61,2101,-61,2101,0,61,0,0,0,0,16,560,-16,560,0,16,0,0,0,0
0x02022038,2865,22839,-1246,21220,2865,0,0,0,0,0,170,1841,-106,1777,170,0,0,0,0,0
0x020a999c,1266,5978,0,5978,0,0,0,0,0,0,28,220,0,220,0,0,0,0,0,0
0x020ab2e0,310,1340,-54,563,807,24,0,0,0,0,26,78,0,52,26,0,0,0,0,0
0x02023db8,155,2149,0,2149,0,0,0,0,0,0,6,90,0,90,0,0,0,0,0,0
0x020ab872,5,97,-15,0,104,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020165b8,4649,56303,0,56297,0,6,0,0,0,0,238,2831,0,2831,0,0,0,0,0,0
0x01ffed4c,26481,84328,84328,0,0,0,0,0,0,0,1352,4301,4301,0,0,0,0,0,0,0
0x0205f62e,1600,65748,1600,64148,0,0,0,0,0,0,80,3250,80,3170,0,0,0,0,0,0
0x020083de,1527,106812,44283,62529,0,0,0,0,0,0,56,3920,1624,2296,0,0,0,0,0,0
0x02013ffc,9525,105563,0,105563,0,0,0,0,0,0,489,5435,0,5435,0,0,0,0,0,0
0x020327be,12800,110992,101392,9600,0,0,0,0,0,0,640,5600,5120,480,0,0,0,0,0,0
0x0203298a,3200,107776,104411,0,0,165,0,0,3200,0,160,5435,5270,0,0,5,0,0,160,0
0x02057f5e,3072,107520,107520,0,0,0,0,0,0,0,158,5530,5530,0,0,0,0,0,0,0
0x0205ae98,3200,111626,0,108426,3200,0,0,0,0,0,160,5600,0,5440,160,0,0,0,0,0
0x0205e72e,3200,111406,89096,0,0,3200,0,0,19110,0,160,5567,4452,0,0,160,0,0,955,0
0x0205e80a,3072,88888,85816,0,0,3072,0,0,0,0,158,4782,4624,0,0,158,0,0,0,0
0x0206293c,1600,93174,-1600,67974,1600,25200,0,0,0,0,80,4909,-80,3541,80,1368,0,0,0,0
0x02067406,3200,111864,109384,0,0,2480,0,0,0,0,160,5600,5475,0,0,125,0,0,0,0
0x02096224,12800,109470,97,109373,0,0,0,0,0,0,640,5554,4,5550,0,0,0,0,0,0
