frame,ALL,FTR,STG,BG,AUD,HUD,SRC,MISC,OTHR,WAIT,WORK,SHDT,SWRM,GCRA,SCPU,SCAT,SPRM,SINT,SPHD,SPHC,WORK-H,gNdsFighterNaturalMotionFigatreeAttachCount,gNdsShieldAnimJointInstallCalls,gNdsR2FtAnimParseStepped,gNdsR2FtAnimParseEarlyOut,gNdsR2FtAnimRecipMisses,gNdsR2AnimCacheBytes,gNdsR2RelocAliasVisits,gNdsFTComputerStatusChangeCount,WRAPFIX
1178,1678144,289600,175552,4416,1472,1088,277952,104512,262592,242688,874496,4608,960,272576,22464,1280,2112,154624,76672,704,873408,4372,0,21078,64832,0,118576,8658,0,0
1179,1117184,288448,175296,4352,1408,1088,264192,85312,297536,277632,840000,4608,1024,258496,896,1344,2048,109568,77952,704,838912,4372,0,21088,64892,0,118576,8658,0,0
1180,1117632,293056,174144,4288,1408,1088,355008,84352,204160,184192,933312,4800,1024,349568,1920,1408,2112,94592,77632,768,932224,4391,0,21136,64953,0,118576,8658,0,0
1181,1117504,291200,173504,4288,2816,1152,364800,98944,180800,160960,956544,4480,896,359552,16896,1280,2112,190144,76480,576,955392,4411,0,21169,65013,0,118576,8658,0,0
1182,1117504,289920,175040,4224,4864,1088,336128,97920,208256,188352,929088,4544,960,330624,896,1216,1984,117760,157120,896,928000,4429,0,21221,65046,0,118576,8765,0,0
1183,1117440,291520,173248,4224,4800,1024,262656,99264,280896,260992,856640,4864,1024,257024,896,1280,2176,188672,56640,768,855616,4429,0,21235,65108,0,118576,8765,0,0
1184,1117632,290432,174592,4352,3328,1088,263936,102016,277888,258112,859520,4928,1024,258624,832,1472,1984,113280,57792,640,858432,4429,0,21254,65165,0,118576,8765,0,0
1185,1117632,291200,173888,4352,130240,1088,975488,97536,564352,544320,1693824,4864,1024,969920,1344,1344,2176,115648,56576,768,1692736,4465,0,21312,65235,0,121376,8872,0,0
1186,2238144,289152,174080,4224,1472,72512,255680,101056,219584,198912,918848,4800,960,250496,1408,1536,2176,824128,59200,704,846336,4465,0,21329,65290,0,121376,8872,0,0
1187,1117760,292096,174912,4352,2176,70976,778624,112384,242240,221760,1456000,286080,960,773056,49856,1472,2048,107136,58304,640,1385024,4485,0,21368,65363,0,121376,8872,0,0
1188,1677760,288448,175232,4224,2688,1024,186304,115200,344192,324160,793152,5248,896,180992,768,1344,101696,232128,71616,704,792128,4485,0,21368,65363,0,121376,8872,0,0
1189,1117312,290240,172736,4288,2560,1024,163456,102784,380544,360704,756928,5184,896,157888,1024,1088,2240,8192,60352,704,755904,4485,0,21368,65363,0,121376,8872,0,0
1190,1117632,287680,173760,4352,2624,1024,160896,107072,379904,360256,757056,4928,1024,155584,1344,1344,2112,8064,59840,640,756032,4485,0,21368,65363,0,121376,8872,0,0
1191,1117312,288960,174912,4224,2752,413440,225472,108224,460160,440256,1237888,5312,960,219968,1280,1216,1920,8256,61568,768,824448,4485,0,21380,65390,0,121376,8872,0,0
1192,1678144,287040,173824,4288,2688,1088,319424,109376,219648,199488,917888,5184,960,314240,22016,1216,2048,59968,72960,768,916800,4485,0,21417,65431,0,121376,8872,0,0
1193,1117376,288320,173184,4224,2624,1152,280832,104704,262528,242688,874880,4992,960,275584,896,1280,2112,143296,83072,576,873728,4485,0,21430,65496,0,121376,8872,0,0
1194,1117568,286784,173440,4224,2688,960,282752,99840,266624,246784,870528,5056,1024,277312,1152,1280,2176,104064,84032,576,869568,4485,0,21442,65562,0,121376,8872,0,0
1195,1117312,289664,174592,4224,2752,960,282560,100480,262464,243072,874624,5312,1024,277184,1728,1344,2176,106496,83968,832,873664,4485,0,21456,65626,0,121376,8872,0,0
1196,1117696,286208,176704,4416,2688,1024,303232,84224,259520,239488,878528,5248,960,298048,24768,1280,2048,106688,83968,640,877504,4485,0,21465,65695,0,121376,8872,0,0
1197,1118016,291840,173120,4288,2688,960,356352,84352,203520,183744,933376,4800,896,350912,96512,1408,1984,127552,83328,640,932416,4485,0,21485,65753,0,121376,8872,0,0
1198,1117120,289600,174528,4224,2560,1088,305728,84416,255680,235904,881920,4480,1024,300288,47872,1344,2176,209088,58688,640,880832,4485,0,21509,65807,0,121376,8872,0,0
1199,1117824,292288,174144,4288,2688,1024,300096,84224,258752,238976,878528,4672,960,294784,47488,1344,2112,160896,57152,512,877504,4485,0,21524,65870,0,121376,8872,0,0
1200,1117504,291328,173952,4288,2752,960,302784,84864,256576,236608,880896,4288,960,297216,48576,1344,2176,156416,56128,704,879936,4485,0,21540,65932,0,121376,8872,0,0
1201,1117504,290112,173888,4288,2560,1024,300352,83776,261632,242432,875200,4736,960,295040,47744,1344,2048,158144,56896,576,874176,4485,0,21552,65998,0,121376,8872,0,0
1202,1117632,291520,175360,4288,2688,1088,300224,85568,256832,236864,880704,4480,960,294848,47424,1408,2048,155392,56832,768,879616,4485,0,21565,66063,0,121376,8872,0,0
1203,1117568,292224,173568,4288,2624,1088,306048,83968,253568,233792,883584,4800,896,300800,48448,1280,2176,155520,56704,704,882496,4485,0,21587,66119,0,121376,8872,0,0
1204,1117376,290624,173312,4288,2752,1024,352704,84480,208448,188608,929024,4416,960,347328,95232,1472,2112,162432,55872,704,928000,4485,0,21606,66178,0,121376,8872,0,0
1205,1117632,291008,172352,4224,130944,960,299584,84608,133632,114112,1003200,4352,960,293952,47552,1408,2112,207936,56832,640,1002240,4485,0,21621,66241,0,121376,8872,0,0
1206,1117312,289536,172672,4160,2624,413120,297600,85248,413056,392896,1285120,4864,1024,292352,43776,1344,2112,155776,55616,640,872000,4485,0,21636,66304,0,121376,8872,0,0
1207,1678016,290752,173760,4352,2816,1088,301376,85120,258368,238080,879552,4352,960,296000,47168,1344,2048,153088,56704,640,878464,4485,0,21651,66367,0,121376,8872,0,0
1208,1117632,290496,174592,4288,2816,1152,307200,85056,251648,231424,885824,4544,1024,301760,47680,1408,2112,156032,56960,704,884672,4485,0,21676,66420,0,121376,8872,0,0
1209,1117248,292352,174592,4288,2688,1024,393024,83456,166272,146240,971456,4736,960,387712,48512,1280,2048,162944,56576,704,970432,4503,0,21728,66464,0,121376,8979,0,0
1210,1117696,290560,174400,4288,2688,960,296704,84096,263680,243840,873536,4544,896,291392,47616,1280,2176,247552,56960,704,872576,4503,0,21734,66534,0,121376,8979,0,0
1211,1117376,290432,174592,4416,2688,1088,299968,85248,259392,239808,878016,4544,896,294528,48000,1280,2368,152256,57024,704,876928,4503,0,21744,66600,0,121376,8979,0,0
1212,1117824,290496,173248,4288,2624,1152,297792,85184,262784,242816,874752,4736,960,292416,48000,1344,2112,154048,57664,768,873600,4503,0,21749,66671,0,121376,8979,0,0
1213,1117568,291648,174400,4224,2688,1024,301504,84992,256704,237312,879872,4416,896,296192,47680,1408,1984,153024,56896,576,878848,4503,0,21759,66737,0,121376,8979,0,0
1214,1117184,292992,175488,4352,2688,960,298752,84352,257984,238400,879168,4416,960,293120,47744,1280,2240,155776,57856,576,878208,4503,0,21771,66801,0,121376,8979,0,0
1215,1117568,292096,173824,4288,2688,1088,380032,84608,179520,159744,958400,4672,896,374912,49856,1472,2112,154752,56192,768,957312,4520,0,21796,66869,0,121376,9086,0,0
1216,1118144,292416,174208,4224,2688,70848,344640,87360,141248,120768,996864,4672,1024,339520,95616,1344,2112,235904,56256,704,926016,4520,0,21805,66934,0,121376,9086,0,0
1217,1117632,288000,174976,4224,2624,1088,585408,103808,517568,497536,1180160,4672,896,580224,71104,1536,2176,200064,56512,640,1179072,4537,0,21831,66999,0,121376,9193,0,0
1218,1677696,288000,176128,4288,2624,1024,261184,104064,280256,259968,857600,4672,960,255808,896,1408,1984,405568,87872,576,856576,4537,0,21838,67066,0,121376,9193,0,0
1219,1117568,287360,175168,4352,2688,1088,263168,104128,279360,259456,857856,4800,1024,257856,1536,1280,2112,94848,74944,448,856768,4537,0,21845,67133,0,121376,9193,0,0
1220,1117312,288640,174016,4288,4992,417536,292160,104064,392448,372096,1306048,4544,1024,286720,23872,1280,2176,96704,75776,512,888512,4537,0,21875,67177,0,121376,9193,0,0
1221,1678144,287424,175040,4416,4992,1024,335040,104384,204672,184832,932160,4736,896,329920,832,1280,2240,123200,77376,640,931136,4557,0,21895,67231,0,121376,9193,0,0
1222,1116992,291904,175744,4416,2496,1024,286528,103936,251712,232000,885760,4544,896,280832,832,1280,2240,137664,106240,704,884736,4557,0,21896,67304,0,121376,9193,0,0
1223,1117760,288832,175680,4288,2624,896,279680,104320,261056,241280,876096,4480,896,274304,832,1344,2304,88320,106112,704,875200,4557,0,21896,67378,0,121376,9193,0,0
1224,1117376,291968,175296,4352,2624,1088,368768,103360,170304,150720,967040,4288,960,363328,1472,1408,2176,86720,102336,640,965952,4576,0,21918,67468,0,121376,9193,0,0
1225,1117760,295872,176256,4288,2624,1024,283520,104384,249728,229696,888000,4608,896,278144,1472,1344,2048,172864,104192,704,886976,4576,0,21934,67524,0,121376,9193,0,0
1226,1117696,287936,175424,4352,131840,1088,645376,112192,319360,299648,1377920,6080,960,639872,51776,1536,2240,96768,96384,768,1376832,4614,0,22004,67584,0,121376,9300,0,0
1227,1677568,284864,174464,4288,5056,1024,356992,109952,180992,160896,956736,8064,960,351552,44480,1280,2112,285952,264256,896,955712,4614,0,22034,67630,0,121376,9300,0,0
1228,1117632,287744,176576,4288,2816,1088,586432,276672,342144,322304,1355456,8064,1024,580864,86336,1344,2240,158208,101952,640,1354368,4634,0,22089,67691,0,121376,9300,0,0
1229,1677760,290304,177920,4352,2944,1024,476160,178944,545856,526400,1151104,8064,1088,470720,61824,1408,2112,380992,107328,704,1150080,4634,1,22136,67720,0,121376,9300,0,0
1230,1677504,287104,173120,4288,5056,1024,491328,179776,535936,516224,1161408,7872,1024,485952,86784,1216,2112,272256,106240,704,1160384,4634,3,22146,67746,0,121376,9300,0,0
1231,1677632,291776,174400,4416,6528,1024,458240,170944,570624,550912,1127040,6336,1024,452864,62144,1152,2112,288576,106176,832,1126016,4634,5,22160,67768,0,121376,9300,0,0
1232,1677952,294208,174912,4416,3712,420160,460032,165312,155328,134400,1543680,4480,1024,454336,86400,1280,1984,268288,93760,640,1123520,4634,7,22167,67797,0,121376,9300,0,0
1233,1678080,290880,175168,4288,2048,1088,495104,97152,51712,31808,1085632,4864,1024,489664,38208,1152,2112,284864,82496,832,1084544,4654,8,22201,67839,0,121376,9300,0,0
1234,1117440,291520,174976,4416,2816,1088,353920,84224,204544,184704,932800,4416,1024,348672,70336,1472,1920,325632,77760,768,931712,4654,8,22242,67874,0,121376,9300,0,0
1235,1117504,292672,174336,4288,3776,1088,348928,84288,207872,188224,929024,4480,1024,343552,64384,1344,2112,187840,75264,832,927936,4654,8,22278,67914,0,121376,9300,0,0
1236,1117248,292032,171968,4160,4800,1152,338432,84992,220288,200256,917568,4736,896,332992,64576,1408,2176,180032,80192,640,916416,4654,8,22304,67964,0,121376,9300,0,0
1237,1117824,293056,172288,4160,3200,1088,310912,85376,247232,227904,889408,4672,1024,305472,39616,1472,2176,173312,76032,704,888320,4654,8,22322,68022,0,121376,9300,0,0
1238,1117312,291968,174272,4288,1472,1024,334016,84224,226368,206912,910720,4800,960,328640,63552,1408,2112,146368,75968,768,909696,4654,8,22342,68078,0,121376,9300,0,0
1239,1117632,292544,174656,4288,1408,1024,412736,84032,146624,127168,990144,4928,896,407104,87488,1600,2240,169856,75648,704,989120,4671,8,22384,68126,0,121376,9300,0,0
1240,1117312,288832,174912,4416,1472,960,348160,85248,214144,194112,924032,4416,1024,342528,87808,1408,2176,246336,76736,576,923072,4671,8,22391,68189,0,121376,9300,0,0
1241,1118144,291136,173888,4352,1408,1088,349184,84608,211456,191616,925504,4608,1024,343744,87936,1280,2112,184256,75712,640,924416,4671,8,22399,68251,0,121376,9300,0,0
1242,1117120,290112,173568,4288,1408,1024,348288,85632,213440,193856,923904,4544,896,342912,85696,1344,2112,184832,75584,640,922880,4671,8,22407,68313,0,121376,9300,0,0
1243,1117760,289088,173952,4288,1408,1024,288384,84544,274880,255040,862528,4864,960,282816,23552,1408,2112,183616,75968,512,861504,4671,8,22412,68378,0,121376,9300,0,0
1244,1117568,291776,174144,4224,1408,1024,262464,84608,297792,278464,838976,4608,1024,256832,1216,1344,2112,119424,80384,704,837952,4671,8,22418,68442,0,121376,9300,0,0
1245,1117440,287872,174720,4352,129152,1088,349568,84800,86272,66048,1051776,4480,960,344128,1472,1280,2240,97536,76416,576,1050688,4686,8,22462,68483,0,121376,9407,0,0
1246,1117824,288512,173120,4224,1472,72128,304320,85824,188288,168000,949888,4480,960,298816,42112,1344,2304,177344,83456,640,877760,4686,8,22468,68541,0,121376,9407,0,0
1247,1117888,289408,175040,4288,1344,418624,262336,83904,442880,422336,1255488,4480,960,256768,896,1344,2112,133568,81920,768,836864,4686,8,22477,68596,0,121376,9407,0,0
1248,1677824,291072,173568,4224,1472,1088,378816,84608,182208,162368,954688,4480,960,373504,1792,1344,2176,94976,78784,832,953600,4704,8,22514,68662,0,121376,9514,0,0
1249,1117056,292544,173632,4288,1408,1088,307264,85632,251712,232000,885568,4608,1024,302016,42176,1344,2176,214272,76416,640,884480,4704,8,22527,68719,0,121376,9514,0,0
1250,1117568,287104,175232,4224,2048,1024,375040,98304,174656,154880,962752,4992,1088,369536,768,1536,2176,142784,76608,704,961728,4721,8,22563,68770,0,121376,9621,0,0
1251,1117632,290560,174208,4224,4992,1024,341504,104256,196672,176896,940544,4608,1024,336064,1536,1472,2240,105472,180800,640,939520,4741,8,22602,68842,0,121376,9621,0,0
1252,1117440,291328,175744,4352,4864,1088,285568,102784,251904,232256,885376,4480,1024,280256,25728,1344,2112,190272,57280,576,884288,4741,8,22630,68888,0,121376,9621,0,0
1253,1117632,291456,173056,4352,3840,71424,941952,120320,71936,50944,1627392,236864,960,936576,48192,1152,2048,138176,56192,960,1555968,4759,8,22679,68949,0,121376,9728,0,0
1254,1678336,292096,173696,4288,2688,1024,194112,121920,326848,307328,809344,5312,1024,188736,768,1280,292224,257216,67712,640,808320,4759,8,22679,68949,0,121376,9728,0,0
1255,1116672,292544,176896,4288,2752,1088,162496,121280,356672,336832,781184,4992,1088,156992,832,1344,2176,7872,57664,768,780096,4759,8,22679,68949,0,121376,9728,0,0
1256,1118016,291200,174848,4288,2560,1024,168320,126400,349184,329152,788672,5312,896,162944,640,1216,1920,7552,58176,576,787648,4759,8,22679,68949,0,121376,9728,0,0
1257,1117824,291968,173760,4224,2752,1088,227648,135040,280960,260992,856448,5376,1024,222336,768,1216,2176,7424,58048,704,855360,4759,8,22687,68979,0,121376,9728,0,0
1258,1117440,289344,173696,4224,2688,1024,288320,131712,226240,206528,910720,5312,1024,283072,832,1408,2176,64640,68096,768,909696,4759,8,22699,69043,0,121376,9728,0,0
1259,1117248,291264,176640,4160,2688,1024,280256,129088,232704,212928,904896,5056,960,274752,896,1216,2048,102784,78208,704,903872,4759,8,22718,69100,0,121376,9728,0,0
1260,1117824,291008,175424,4288,2688,1088,290240,123520,229440,209792,907904,5312,960,284736,1408,1408,2304,106432,77504,640,906816,4759,8,22756,69138,0,121376,9728,0,0
1261,1117696,294080,175168,4288,2752,423232,273536,129600,375232,354560,1323328,4864,896,268096,2048,1344,2048,118208,76288,640,900096,4759,8,22779,69191,0,121376,9728,0,0
1262,1677888,290432,174720,4352,2752,1152,343488,111744,188160,169024,947776,4608,960,338048,87232,1408,2112,120320,59584,640,946624,4759,8,22792,69254,0,121376,9728,0,0
1263,1116800,291200,173760,4288,2688,1088,328128,113536,203392,183488,934592,4800,1024,322752,64320,1472,2176,190528,56832,640,933504,4759,8,22818,69304,0,121376,9728,0,0
1264,1118080,292992,174592,4160,2752,1088,293824,112512,235264,215680,901504,4416,960,288576,39936,1344,1984,177216,57152,640,900416,4759,8,22835,69363,0,121376,9728,0,0
1265,1117184,298496,176832,4288,2624,1024,308160,105472,220864,201152,916608,4416,960,302656,39744,1280,2048,144768,57216,704,915584,4759,8,22858,69416,0,121376,9728,0,0
1266,1117760,291584,175488,4224,135104,1024,348416,103680,58048,37888,1079680,4416,1024,343104,39168,1216,2048,156800,58176,896,1078656,4776,8,22901,69463,0,121376,9728,0,0
1267,1117568,292352,174464,4288,2688,1088,283328,104448,255104,235328,882432,4352,960,277824,38528,1344,2176,200512,56320,704,881344,4776,8,22907,69527,0,121376,9728,0,0
1268,1117760,290944,173312,4224,2560,1088,285440,102784,256768,237056,880064,4352,896,280064,38272,1280,2176,135552,56256,704,878976,4776,8,22917,69587,0,121376,9728,0,0
1269,1117120,291392,174976,4288,2752,1088,280128,103232,259776,240064,877568,4544,960,274688,39104,1408,1984,138176,55808,640,876480,4776,8,22920,69654,0,121376,9728,0,0
1270,1117632,290496,177984,4352,2816,1024,311872,103360,225472,205888,911488,4544,1024,306624,39296,1216,2112,134016,55808,640,910464,4776,8,22935,69709,0,121376,9728,0,0
1271,1117376,292608,181184,4288,2688,1024,297600,103424,235072,215232,902656,4416,960,292224,38720,1408,2048,143616,56128,640,901632,4776,8,22945,69769,0,121376,9728,0,0
1272,1117888,288896,180416,4352,4928,1088,299968,103168,234688,215424,902080,4352,1024,294656,39744,1280,1984,139136,56000,512,900992,4776,8,22956,69828,0,121376,9728,0,0
1273,1117504,290368,181312,4288,4800,1088,298240,104128,233408,213376,904256,4608,896,293056,38912,1280,2112,140800,56064,576,903168,4776,8,22965,69889,0,121376,9728,0,0
1274,1117632,290688,181696,4288,3968,1024,303552,104000,228288,208640,908864,4416,1024,298112,39104,1216,2112,138752,55936,640,907840,4776,8,22980,69944,0,121376,9728,0,0
1275,1117504,292800,183040,4352,2624,1024,367296,104000,162432,142784,974784,4800,1024,361792,40256,1280,1856,143040,56256,704,973760,4796,8,23013,70004,0,121376,9728,0,0
1276,1117568,287680,182784,4352,2624,483072,529984,112064,75584,55040,1623104,4352,1024,524736,73920,1408,1984,206912,56320,640,1140032,4815,8,23057,70055,0,121376,9728,0,0
1277,1678144,291136,174400,4288,2752,1024,334464,116288,192640,172672,944320,4480,960,328960,67072,1344,1984,353216,71424,832,943296,4815,8,23063,70123,0,121376,9728,0,0
1278,1116992,291328,173696,4416,2752,1024,341376,116608,186560,166848,950912,4352,960,336064,66240,1280,2304,164544,74304,768,949888,4815,8,23079,70181,0,121376,9728,0,0
1279,1117760,290752,174912,4288,2688,1088,338176,117504,187968,168064,949312,4416,896,332864,65088,1472,2048,172736,75264,768,948224,4815,8,23091,70243,0,121376,9728,0,0
1280,1117376,289920,174656,4352,2816,1088,343616,116736,184640,164864,952960,4416,896,338304,64896,1216,1984,167104,78080,640,951872,4815,8,23110,70298,0,121376,9728,0,0
1281,1117824,290816,180160,4288,2816,1088,367424,116992,153920,134208,983296,4480,1024,361984,65536,1472,2048,171136,79104,640,982208,4815,8,23129,70353,0,121376,9728,0,0
1282,1117504,288640,181248,4288,2816,1088,354368,117184,167936,148352,969216,4480,896,348800,65472,1216,2176,172160,75456,704,968128,4815,8,23143,70413,0,121376,9728,0,0
1283,1117568,290944,183040,4288,4864,1088,349440,117952,165888,145920,971584,4608,960,344128,65984,1216,1984,170304,77440,704,970496,4815,8,23155,70475,0,121376,9728,0,0
1284,1117504,290176,177216,4224,3840,1024,346304,117184,177600,157760,959808,4288,896,340864,65600,1344,2176,167488,74944,576,958784,4815,8,23162,70542,0,121376,9728,0,0
1285,1117568,289984,177792,4288,2688,1024,349440,113344,178944,159104,958400,4544,960,344000,65472,1600,2176,164416,73856,704,957376,4815,8,23170,70608,0,121376,9728,0,0
1286,1117504,287360,179968,4352,2752,1024,350400,114176,177792,157760,960064,4672,896,345216,65280,1536,2048,166656,76608,832,959040,4815,8,23201,70651,0,121376,9728,0,0
1287,1117824,290496,184448,4416,2624,1088,309568,113024,211520,191936,925248,4416,960,304192,64128,1280,2048,169088,75264,768,924160,4815,8,23210,70680,0,121376,9728,0,0
1288,1117184,289152,173120,4288,132032,1024,301888,113024,103168,83264,1034432,4544,1088,296128,62656,1280,2048,134848,74112,704,1033408,4815,8,23219,70709,0,121376,9728,0,0
1289,1117696,289088,174464,4288,2624,960,300736,109760,235776,216000,901696,4672,960,295296,65664,1408,2048,133568,75072,832,900736,4815,8,23223,70743,0,121376,9728,0,0
1290,1117696,290048,176000,4288,2880,1024,541504,114048,547904,528128,1149568,4608,1024,536000,38016,1280,2240,133952,73472,640,1148544,4834,8,23250,70773,0,121376,9728,0,0
1291,1677696,287360,174592,4288,2752,420224,330304,102336,356160,335616,1342400,4288,1088,324928,81664,1408,2112,360000,88512,640,922176,4834,8,23275,70786,0,121376,9728,0,0
1292,1678016,287232,175360,4288,4864,1024,236032,103040,305344,285568,831616,4416,1024,230464,768,1472,2112,160192,75392,576,830592,4834,8,23286,70813,0,121376,9728,0,0
1293,1117184,287744,174912,4288,5184,1024,374976,106432,162944,143168,974336,4608,1024,369600,960,1472,2176,70976,73792,768,973312,4852,8,23314,70859,0,121376,9835,0,0
1294,1117504,316992,176640,4224,2688,1088,374336,104896,136896,117120,1000640,4672,1024,369088,1664,1408,2176,172096,109952,768,999552,4872,8,23353,70935,0,121376,9835,0,0
1295,1117760,316544,174464,4288,2688,1088,432768,105152,80640,60736,1056896,4288,1024,427200,21952,1280,2240,185472,96576,704,1055808,4890,8,23397,71003,0,121376,9942,0,0
1296,1117632,318592,175424,4224,2560,1024,368640,105600,141312,121664,995712,4416,960,363136,75584,1344,2176,245952,94656,768,994688,4890,8,23412,71064,0,121376,9942,0,0
1297,1117376,322432,175488,4288,4864,1024,291648,105408,212608,192640,925120,4224,960,286272,960,1408,1856,182528,93952,640,924096,4890,8,23433,71119,0,121376,9942,0,0
1298,1117760,319680,174784,4224,4864,1024,293312,97344,222528,202304,915456,4608,960,287936,1216,1344,2048,106176,94016,768,914432,4890,8,23470,71158,0,121376,9942,0,0
1299,1117760,320768,176128,4288,3200,1088,296960,97728,217152,197376,919936,4416,1024,291328,1984,1216,2240,113600,87168,576,918848,4890,8,23507,71197,0,121376,9942,0,0
1300,1117312,302080,174080,4352,2624,1152,613504,97344,482496,462848,1214784,187392,960,608320,93312,1152,1984,118144,88640,768,1213632,4890,8,23547,71233,0,121376,9942,0,0
1301,1677632,313920,173888,4224,2752,1024,754688,123136,304256,284416,1393472,85632,960,749376,111232,1408,2176,227072,112512,576,1392448,4890,8,23585,71271,0,121376,9942,0,0
1302,1677888,313088,175360,4288,2688,1088,469888,119744,31232,11200,1106176,10944,960,464448,112832,1280,1984,423168,121728,832,1105088,4890,8,23612,71320,0,121376,9942,0,0
1303,1117376,314816,175360,4288,2688,1088,467584,113216,38528,18688,1098880,10752,960,462336,112448,1472,2240,225920,111680,896,1097792,4890,8,23636,71372,0,121376,9942,0,0
1304,1117568,315392,176064,4288,2752,1088,458880,114816,43904,24384,1092800,10240,1024,453248,113408,1472,2176,225152,110656,832,1091712,4890,8,23649,71435,0,121376,9942,0,0
1305,1117184,315840,175168,4288,5120,420736,439296,108032,209856,189568,1488768,10240,1024,433920,91392,1536,2048,216704,111104,832,1068032,4890,8,23661,71499,0,121376,9942,0,0
1306,1678336,316160,173440,4480,5120,72704,457728,109632,538688,518336,1159616,10240,1024,452288,113600,1472,2112,193408,114432,576,1086912,4890,8,23671,71565,0,121376,9942,0,0
1307,1677952,314816,174336,4224,131968,1088,457280,108032,485632,465664,1211712,9984,1024,451904,110592,1536,2048,216256,111360,832,1210624,4890,8,23688,71624,0,121376,9942,0,0
1308,1677376,319040,174144,4224,2624,1024,390720,107584,118272,98304,1019328,6912,960,385280,67392,1536,2368,216576,108800,640,1018304,4890,8,23707,71681,0,121376,9942,0,0
1309,1117632,318592,176000,4288,2752,1088,400704,108928,105152,85376,1032128,6784,1024,395264,75712,1472,2048,175040,89216,704,1031040,4890,8,23737,71727,0,121376,9942,0,0
1310,1117504,317248,174016,4224,2688,1152,402624,106560,109120,89152,1028480,7168,1088,397120,80448,1664,2240,187840,87104,768,1027328,4890,8,23760,71780,0,121376,9942,0,0
1311,1117632,322112,174080,4352,2560,1088,381440,108416,123456,103680,1013824,6976,1024,375936,59840,1664,2112,187712,87936,704,1012736,4890,8,23783,71833,0,121376,9942,0,0
1312,1117504,320448,175168,4480,2624,1024,482560,116096,575488,555456,1122432,7104,1024,477184,56832,1344,2368,167232,87680,704,1121408,4907,8,23819,71889,0,121376,10049,0,0
1313,1677888,318336,175872,4224,4864,1088,333440,116672,162944,143168,974272,6912,896,328000,25920,1280,2176,160896,192640,768,973184,4907,8,23836,71946,0,121376,10049,0,0
1314,1117440,319808,175040,4224,3968,960,332928,117504,162944,143488,973888,6848,1024,327488,25664,1472,2048,128768,75776,640,972928,4907,8,23844,72012,0,121376,10049,0,0
1315,1117376,317568,176832,4288,2624,1088,427008,107520,80896,61184,1056640,7040,1024,421696,25984,1600,2240,129088,75200,640,1055552,4925,8,23900,72048,0,121376,10156,0,0
1316,1117824,289280,174400,4224,2560,1024,387904,107584,151104,130752,987328,7040,1024,382272,25984,1472,1920,220608,76544,576,986304,4943,8,23938,72102,0,121376,10156,0,0
1317,1118080,288704,174912,4224,2624,960,329024,108288,208448,188544,928640,6912,1024,323648,25728,1408,1984,180096,79168,768,927680,4943,8,23941,72171,0,121376,10156,0,0
1318,1117184,290816,174592,4224,2560,1088,335488,107648,201088,180928,936576,7040,960,330048,25536,1536,2112,123328,78144,704,935488,4943,8,23945,72239,0,121376,10156,0,0
1319,1117504,289600,175040,4416,2688,418432,337472,107968,342720,322368,1355968,6976,960,332160,26112,1344,2240,125888,81280,704,937536,4943,8,23958,72298,0,121376,10156,0,0
1320,1678336,291584,175232,4288,2752,1088,428608,94912,118592,98880,1018176,6848,1088,423104,27840,1344,2176,130112,79808,768,1017088,4960,8,23993,72352,0,121376,10263,0,0
1321,1117056,291008,175360,4224,2624,1024,362688,93440,187136,167232,950272,6912,1024,357376,38912,1472,2176,217664,83392,768,949248,4960,8,24001,72414,0,121376,10263,0,0
1322,1117504,287040,181568,4288,2688,1088,604096,114816,482240,462592,1215232,6784,960,598784,24768,1600,2112,135296,80896,1024,1214144,4977,8,24027,72475,0,121376,10370,0,0
1323,1677824,287552,180864,4480,3840,1024,504192,120704,574784,555072,1122368,6976,1024,498752,24768,1600,2048,357056,105280,704,1121344,4997,8,24060,72532,0,121376,10370,0,0
1324,1677440,288320,183808,4288,4992,1088,357568,122048,155776,136064,981824,7232,960,352064,31296,1536,2176,120448,239040,768,980736,4997,8,24073,72593,0,121376,10370,0,0
1325,1117888,289920,181184,4352,3904,1024,407424,110976,118720,98816,1018688,4992,1024,401856,33600,1600,2176,131072,80448,576,1017664,5014,8,24109,72665,0,121376,10370,0,0
1326,1117504,288640,180672,4160,132224,1024,311936,111680,87232,67200,1050368,8320,896,306496,33152,1280,2176,212864,82816,576,1049344,5014,8,24109,72733,0,121376,10370,0,0
1327,1117568,290496,180992,4288,2560,1024,306048,111936,220224,200640,916928,4608,960,300608,33344,1280,2176,121920,80192,768,915904,5014,8,24110,72800,0,121376,10370,0,0
1328,1117568,291392,174912,4288,2624,1024,295104,111744,236480,216704,900864,4736,960,289792,33280,1280,2048,123968,73472,768,899840,5014,8,24112,72866,0,121376,10370,0,0
1329,1117568,289664,175232,4224,2624,1024,298112,111616,235072,215040,902528,4672,1088,292736,33216,1216,2112,126272,75904,576,901504,5014,8,24116,72930,0,121376,10370,0,0
1330,1117568,289344,175808,4288,2752,1088,367168,111424,165760,145792,971840,4416,896,361664,99392,1280,2112,126272,79232,512,970752,5014,8,24122,72992,0,121376,10370,0,0
1331,1117632,288640,173696,4288,2688,1024,369728,104960,172480,152640,964864,4480,960,364480,100032,1472,2048,195584,79360,704,963840,5014,8,24128,73054,0,121376,10370,0,0
