pc,whole_instructions,whole_total_cycles,whole_issue,whole_icache_fill,whole_dcache_fill,whole_write_buffer,whole_bus_contention,whole_dma_hold,whole_interlock,whole_halt_wait,sitr25_instructions,sitr25_total_cycles,sitr25_issue,sitr25_icache_fill,sitr25_dcache_fill,sitr25_write_buffer,sitr25_bus_contention,sitr25_dma_hold,sitr25_interlock,sitr25_halt_wait,event288_instructions,event288_total_cycles,event288_issue,event288_icache_fill,event288_dcache_fill,event288_write_buffer,event288_bus_contention,event288_dma_hold,event288_interlock,event288_halt_wait,quiet_instructions,quiet_total_cycles,quiet_issue,quiet_icache_fill,quiet_dcache_fill,quiet_write_buffer,quiet_bus_contention,quiet_dma_hold,quiet_interlock,quiet_halt_wait,card_instructions,card_total_cycles,card_issue,card_icache_fill,card_dcache_fill,card_write_buffer,card_bus_contention,card_dma_hold,card_interlock,card_halt_wait
0x01fffd68,2860,741858559,17157,0,0,0,0,0,0,741841383,211,21777343,1266,0,0,0,0,0,0,21776063,1046,142525475,6276,0,0,0,0,0,0,142519180,976,401993916,5853,0,0,0,0,0,0,401988063,76,5670818,456,0,0,0,0,0,0,5670362
0x020070c0,49152,244849,-23480,4042,201702,62585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49152,244849,-23480,4042,201702,62585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x01fff662,716732,8689708,714167,0,0,7975541,0,0,0,0,14227,163781,14190,0,0,149591,0,0,0,0,150212,1745123,149761,0,0,1595362,0,0,0,0,316593,3981084,315366,0,0,3665718,0,0,0,0,4967,62972,4955,0,0,58017,0,0,0,0
0x01fff660,716733,8386740,714733,0,0,7672007,0,0,0,0,14227,158242,14181,0,0,144061,0,0,0,0,150214,1686891,149729,0,0,1537162,0,0,0,0,316594,3844338,316024,0,0,3528314,0,0,0,0,4967,61312,4947,0,0,56365,0,0,0,0
0x01fff65e,716732,8216199,705072,0,0,7511127,0,0,0,0,14227,155331,14019,0,0,141312,0,0,0,0,150211,1656520,148073,0,0,1508447,0,0,0,0,316596,3763526,311222,0,0,3452304,0,0,0,0,4967,60280,4901,0,0,55379,0,0,0,0
0x01fffce0,59616,4517869,-177443,0,4503098,192214,0,0,0,0,8000,591996,-23871,0,588539,27328,0,0,0,0,32240,2477448,-96476,0,2470756,103168,0,0,0,0,10784,790931,-31809,0,790010,32730,0,0,0,0,3536,240070,-10521,0,237863,12728,0,0,0,0
0x020070c4,49152,157250,-43549,157297,0,43502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49152,157250,-43549,157297,0,43502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x01fff6fe,766952,5857471,5308959,0,0,493216,55296,0,0,0,16537,136468,117922,0,0,18546,0,0,0,0,165082,1440435,1263522,0,0,121617,55296,0,0,0,340006,2473715,2268383,0,0,205332,0,0,0,0,5642,52995,43686,0,0,9309,0,0,0,0
0x01fff65c,716728,6520903,157193,0,0,6363710,0,0,0,0,14227,123163,3759,0,0,119404,0,0,0,0,150213,1314168,39174,0,0,1274994,0,0,0,0,316593,2985621,60791,0,0,2924830,0,0,0,0,4967,47594,1080,0,0,46514,0,0,0,0
0x020070b8,49152,98304,0,98304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49152,98304,0,98304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020070ca,49152,98128,49168,48960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49152,98128,49168,48960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x01fff6fc,766941,13491745,-853649,0,7066243,7279151,0,0,0,0,16537,436960,-19510,0,183138,273332,0,0,0,0,165080,3733928,-210000,0,1773733,2170195,0,0,0,0,340001,5438817,-361795,0,2979242,2821370,0,0,0,0,5642,177636,-7250,0,68883,116003,0,0,0,0
0x020070c2,49152,68592,68592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49152,68592,68592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x01fff72a,98533,565431,495566,0,0,69865,0,0,0,0,2828,10890,9327,0,0,1563,0,0,0,0,29666,159091,145506,0,0,13585,0,0,0,0,37111,226864,196715,0,0,30149,0,0,0,0,1734,5013,4545,0,0,468,0,0,0,0
0x01fff6a4,194174,1155401,1116225,0,0,39176,0,0,0,0,6272,34767,34098,0,0,669,0,0,0,0,49182,280324,273166,0,0,7158,0,0,0,0,81965,496380,478151,0,0,18229,0,0,0,0,4462,23469,23302,0,0,167,0,0,0,0
0x01fff6cc,194174,1105301,154562,0,865275,85464,0,0,0,0,6272,31164,2784,0,26844,1536,0,0,0,0,49182,260274,29697,0,213999,16578,0,0,0,0,81965,480444,70713,0,370091,39640,0,0,0,0,4462,19850,759,0,18449,642,0,0,0,0
0x020070bc,49152,49169,0,49169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49152,49169,0,49169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020070be,49153,49155,49155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49153,49155,49155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020070c8,49152,49154,0,49154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49152,49154,0,49154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020070b4,49152,49152,0,49152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49152,49152,0,49152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020070b6,49152,49152,49152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49152,49152,49152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020070c6,49152,49152,49152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49152,49152,49152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x01fff700,766944,3201107,-140890,0,2023592,1318405,0,0,0,0,16537,106757,-4835,0,53845,57747,0,0,0,0,165081,732440,-4547,0,426213,310774,0,0,0,0,340003,1388023,-77334,0,905533,559824,0,0,0,0,5642,28856,-1395,0,15827,14424,0,0,0,0
0x01fff708,766939,931617,23430,0,869727,38460,0,0,0,0,16537,19161,-145,0,18590,716,0,0,0,0,165080,222204,29285,0,185291,7628,0,0,0,0,340001,397883,-3165,0,384724,16324,0,0,0,0,5642,6274,-35,0,6137,172,0,0,0,0
0x01fff6b0,194175,578783,578783,0,0,0,0,0,0,0,6272,15608,15608,0,0,0,0,0,0,0,49182,143926,143926,0,0,0,0,0,0,0,81966,245836,245836,0,0,0,0,0,0,0,4462,9798,9798,0,0,0,0,0,0,0
0x01fff704,766940,893702,27098,0,798129,68475,0,0,0,0,16537,31185,-545,0,21273,10457,0,0,0,0,165081,250006,28683,0,182778,38545,0,0,0,0,340001,354647,-565,0,344930,10282,0,0,0,0,5642,7096,-60,0,6176,980,0,0,0,0
0x01fff70c,766939,797659,797659,0,0,0,0,0,0,0,16537,16537,16537,0,0,0,0,0,0,0,165080,195800,195800,0,0,0,0,0,0,0,340001,340001,340001,0,0,0,0,0,0,0,5642,5642,5642,0,0,0,0,0,0,0
0x01fff6d0,194177,528498,194183,334315,0,0,0,0,0,0,6272,17830,6272,11558,0,0,0,0,0,0,49182,137404,49182,88222,0,0,0,0,0,0,81966,221748,81968,139780,0,0,0,0,0,0,4462,13129,4462,8667,0,0,0,0,0,0
0x01fff728,98528,1496089,-68475,0,615217,949347,0,0,0,0,2828,25985,-1190,0,11700,15475,0,0,0,0,29666,310116,-19385,0,150853,178648,0,0,0,0,37110,661205,-27590,0,259139,429656,0,0,0,0,1734,9059,-495,0,4857,4697,0,0,0,0
0x02049646,12396,37208,12416,24792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12396,37208,12416,24792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x0200839a,1900842,3843838,1900854,1942984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288583,583255,288585,294670,0,0,0,0,0,0,864500,1747314,864508,882806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x02049666,12396,32726,12396,20330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12396,32726,12396,20330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x02049554,10354,31129,0,31129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10354,31129,0,31129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x0204968c,10165,30533,0,30533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10165,30533,0,30533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x0204950a,10165,30511,10181,20330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10165,30511,10181,20330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x01fff6c8,194175,1196785,-53467,0,674269,328339,0,0,247644,0,6272,29530,-1020,0,15595,7663,0,0,7292,0,49182,251209,-10160,0,139335,62692,0,0,59342,0,81966,538718,-24757,0,305973,150777,0,0,106725,0,4462,13697,-280,0,7084,2151,0,0,4742,0
0x01fff702,766946,2211983,1588458,0,0,568229,55296,0,0,0,16537,62059,39696,0,0,22363,0,0,0,0,165083,485537,290969,0,0,139272,55296,0,0,0,340003,973166,736691,0,0,236475,0,0,0,0,5642,23173,11419,0,0,11754,0,0,0,0
0x01fff70a,766939,1209545,426016,0,0,728233,55296,0,0,0,16537,33299,6906,0,0,26393,0,0,0,0,165080,278594,52130,0,0,171168,55296,0,0,0,340001,520093,212355,0,0,307738,0,0,0,0,5642,14964,1955,0,0,13009,0,0,0,0
0x01fff706,766941,1046595,447646,0,0,543653,55296,0,0,0,16537,32821,10532,0,0,22289,0,0,0,0,165082,256230,65369,0,0,135565,55296,0,0,0,340001,440343,215185,0,0,225158,0,0,0,0,5642,14046,2338,0,0,11708,0,0,0,0
0x01fff6ce,194175,463265,74917,0,194174,0,0,0,194174,0,6272,14036,1492,0,6272,0,0,0,6272,0,49183,113309,14945,0,49182,0,0,0,49182,0,81965,199276,35346,0,81965,0,0,0,81965,0,4462,9442,518,0,4462,0,0,0,4462,0
0x01fff6ac,194175,388421,184400,0,0,9847,0,0,194174,0,6272,12544,6099,0,0,173,0,0,6272,0,49183,98395,47426,0,0,1787,0,0,49182,0,81965,163944,77380,0,0,4599,0,0,81965,0,4462,8924,4419,0,0,43,0,0,4462,0
0x01fff6b8,192347,382486,382486,0,0,0,0,0,0,0,5050,8347,8347,0,0,0,0,0,0,0,47728,93445,93445,0,0,0,0,0,0,0,81845,163666,163666,0,0,0,0,0,0,0,3106,4271,4271,0,0,0,0,0,0,0
0x01fff6e8,190476,214297,214297,0,0,0,0,0,0,0,3446,4083,4083,0,0,0,0,0,0,0,45918,60778,60778,0,0,0,0,0,0,0,81814,86031,86031,0,0,0,0,0,0,0,1312,1821,1821,0,0,0,0,0,0,0
0x01fff746,54216,108432,108432,0,0,0,0,0,0,0,1185,2370,2370,0,0,0,0,0,0,0,20590,41180,41180,0,0,0,0,0,0,0,18433,36866,36866,0,0,0,0,0,0,0,652,1304,1304,0,0,0,0,0,0,0
0x02049664,12396,24837,0,12396,0,0,0,0,12441,0,0,0,0,0,0,0,0,0,0,0,12396,24837,0,12396,0,0,0,0,12441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x02049660,12396,24819,169,24650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12396,24819,169,24650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x02049644,12396,24803,0,12397,0,0,0,0,12406,0,0,0,0,0,0,0,0,0,0,0,12396,24803,0,12397,0,0,0,0,12406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x01fffce4,59620,654878,262510,0,0,392368,0,0,0,0,8001,87874,40030,0,0,47844,0,0,0,0,32244,354408,135960,0,0,218448,0,0,0,0,10784,118185,51586,0,0,66599,0,0,0,0,3537,38812,23206,0,0,15606,0,0,0,0
0x02049544,10354,20709,0,10355,0,0,0,0,10354,0,0,0,0,0,0,0,0,0,0,0,10354,20709,0,10355,0,0,0,0,10354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x0204954c,10354,20709,0,10355,0,0,0,0,10354,0,0,0,0,0,0,0,0,0,0,0,10354,20709,0,10355,0,0,0,0,10354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x02049552,10354,20708,10354,0,0,0,0,0,10354,0,0,0,0,0,0,0,0,0,0,0,10354,20708,10354,0,0,0,0,0,10354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x02049508,10165,20376,0,10166,0,0,0,0,10210,0,0,0,0,0,0,0,0,0,0,0,10165,20376,0,10166,0,0,0,0,10210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x02049518,10165,20370,0,10165,0,0,0,0,10205,0,0,0,0,0,0,0,0,0,0,0,10165,20370,0,10165,0,0,0,0,10205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x02049520,10165,20356,0,20356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10165,20356,0,20356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x0204951e,10165,20330,10165,0,0,0,0,0,10165,0,0,0,0,0,0,0,0,0,0,0,10165,20330,10165,0,0,0,0,0,10165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x02008394,1900840,2172182,-60677,217170,2003661,12028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288582,329735,-9283,32783,304339,1896,0,0,0,0,864499,987519,-27590,98629,911220,5260,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x01fff668,716726,1303307,1303307,0,0,0,0,0,0,0,14227,25574,25574,0,0,0,0,0,0,0,150211,271184,271184,0,0,0,0,0,0,0,316593,581317,581317,0,0,0,0,0,0,0,4967,9212,9212,0,0,0,0,0,0,0
0x020c0674,26677,440485,-5398,68748,343724,5507,0,0,27904,0,10631,118483,-1037,22350,85999,390,0,0,10781,0,16505,230754,-2696,37668,176698,1910,0,0,17174,0,4872,99567,-1228,15067,78879,1743,0,0,5106,0,11201,116983,-875,23316,83146,135,0,0,11261,0
0x02008396,1900839,2055745,2055332,0,0,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288582,312246,312179,0,0,67,0,0,0,0,864498,935274,935087,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x0206b9d0,33561,1657780,-197900,32990,1674889,147801,0,0,0,0,2452,124343,-14580,2430,123349,13144,0,0,0,0,31359,1545684,-184754,30799,1562731,136908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753,39934,-4494,749,38009,5670,0,0,0,0
0x02008384,1032640,2090886,0,2090886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156740,317367,0,317367,0,0,0,0,0,0,470220,952055,0,952055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020083aa,1032640,2066908,1045468,1021440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156740,313844,158804,155040,0,0,0,0,0,0,470220,941256,476136,465120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x02008390,971492,1839688,0,1839688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147335,279177,0,279177,0,0,0,0,0,0,441403,835679,0,835679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x02008398,1900842,1900854,0,1900854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288582,288582,0,288582,0,0,0,0,0,0,864501,864511,0,864511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x01ff8e40,52800,26779428,52800,0,0,0,369600,26357028,0,0,825,418350,825,0,0,0,5775,411750,0,0,9504,4820208,9504,0,0,0,66528,4744176,0,0,25476,12920620,25476,0,0,0,178332,12716812,0,0,231,117138,231,0,0,0,1617,115290,0,0
0x02001484,567555,14340407,-2373673,409809,15639629,664642,0,0,0,0,12698,264601,-43141,7502,286914,13326,0,0,0,0,144768,2967507,-484786,84341,3224718,143234,0,0,0,0,234354,6384027,-1062247,182784,6973898,289592,0,0,0,0,3774,77020,-12613,2184,83612,3837,0,0,0,0
0x01ff8338,1008722,2519379,1008722,1510657,0,0,0,0,0,0,23375,58310,23375,34935,0,0,0,0,0,0,193169,481463,193169,288294,0,0,0,0,0,0,345898,861184,345898,515286,0,0,0,0,0,0,4255,10599,4255,6344,0,0,0,0,0,0
0x01fff712,766940,1367226,1367226,0,0,0,0,0,0,0,16537,30265,30265,0,0,0,0,0,0,0,165080,299102,299102,0,0,0,0,0,0,0,340001,602405,602405,0,0,0,0,0,0,0,5642,10481,10481,0,0,0,0,0,0,0
0x01ff82e0,2217232,3575082,3575082,0,0,0,0,0,0,0,50634,81438,81438,0,0,0,0,0,0,0,422777,682049,682049,0,0,0,0,0,0,0,831712,1369862,1369862,0,0,0,0,0,0,0,9639,15337,15337,0,0,0,0,0,0,0
0x01fff46c,2724297,5118921,5118921,0,0,0,0,0,0,0,62403,117497,117497,0,0,0,0,0,0,0,550746,1068732,1068732,0,0,0,0,0,0,0,1020943,1965827,1965827,0,0,0,0,0,0,0,12738,24964,24964,0,0,0,0,0,0,0
0x020ba2b8,4330,99427,49495,41166,4427,0,0,0,4339,0,3284,73316,36646,29996,3381,0,0,0,3293,0,3982,89155,44393,36692,4079,0,0,0,3991,0,124,3827,1863,1716,124,0,0,0,124,0,3592,77141,38321,31530,3689,0,0,0,3601,0
0x01fffdc8,63072,378432,378432,0,0,0,0,0,0,0,10112,60672,60672,0,0,0,0,0,0,0,39008,234048,234048,0,0,0,0,0,0,0,8704,52224,52224,0,0,0,0,0,0,0,4096,24576,24576,0,0,0,0,0,0,0
0x020c05c4,26677,191527,8120,172363,0,11044,0,0,0,0,10631,74591,1852,71960,0,779,0,0,0,0,16505,116888,4043,108628,0,4217,0,0,0,0,4872,35736,1903,30561,0,3272,0,0,0,0,11201,78491,1712,76435,0,344,0,0,0,0
0x020c0750,26677,467969,-19563,59336,373879,13864,0,0,40453,0,10631,82788,-1364,15186,57122,553,0,0,11291,0,16505,197825,-6341,28504,150845,4130,0,0,20687,0,4872,132828,-6531,15340,109654,4750,0,0,9615,0,11201,77650,-898,15643,51122,270,0,0,11513,0
0x01fff6a6,194175,194177,194177,0,0,0,0,0,0,0,6272,6272,6272,0,0,0,0,0,0,0,49183,49185,49185,0,0,0,0,0,0,0,81965,81965,81965,0,0,0,0,0,0,0,4462,4462,4462,0,0,0,0,0,0,0
0x01fff6a8,194174,194174,194174,0,0,0,0,0,0,0,6272,6272,6272,0,0,0,0,0,0,0,49182,49182,49182,0,0,0,0,0,0,0,81965,81965,81965,0,0,0,0,0,0,0,4462,4462,4462,0,0,0,0,0,0,0
0x01fff6aa,194174,194174,194174,0,0,0,0,0,0,0,6272,6272,6272,0,0,0,0,0,0,0,49182,49182,49182,0,0,0,0,0,0,0,81965,81965,81965,0,0,0,0,0,0,0,4462,4462,4462,0,0,0,0,0,0,0
0x01fff6ae,194174,194174,194174,0,0,0,0,0,0,0,6272,6272,6272,0,0,0,0,0,0,0,49182,49182,49182,0,0,0,0,0,0,0,81965,81965,81965,0,0,0,0,0,0,0,4462,4462,4462,0,0,0,0,0,0,0
0x01fff6b4,192347,192347,192347,0,0,0,0,0,0,0,5050,5050,5050,0,0,0,0,0,0,0,47728,47728,47728,0,0,0,0,0,0,0,81845,81845,81845,0,0,0,0,0,0,0,3106,3106,3106,0,0,0,0,0,0,0
0x01fff6b6,192348,192350,192350,0,0,0,0,0,0,0,5050,5050,5050,0,0,0,0,0,0,0,47729,47731,47731,0,0,0,0,0,0,0,81845,81845,81845,0,0,0,0,0,0,0,3106,3106,3106,0,0,0,0,0,0,0
0x01fff6ca,194174,194174,194174,0,0,0,0,0,0,0,6272,6272,6272,0,0,0,0,0,0,0,49182,49182,49182,0,0,0,0,0,0,0,81965,81965,81965,0,0,0,0,0,0,0,4462,4462,4462,0,0,0,0,0,0,0
0x01fff6d2,192305,192309,192309,0,0,0,0,0,0,0,4668,4668,4668,0,0,0,0,0,0,0,47373,47375,47375,0,0,0,0,0,0,0,81934,81934,81934,0,0,0,0,0,0,0,2668,2668,2668,0,0,0,0,0,0,0
0x01fff6d4,192303,192303,192303,0,0,0,0,0,0,0,4668,4668,4668,0,0,0,0,0,0,0,47372,47372,47372,0,0,0,0,0,0,0,81934,81934,81934,0,0,0,0,0,0,0,2668,2668,2668,0,0,0,0,0,0,0
0x01fff6d6,192303,192303,192303,0,0,0,0,0,0,0,4668,4668,4668,0,0,0,0,0,0,0,47372,47372,47372,0,0,0,0,0,0,0,81934,81934,81934,0,0,0,0,0,0,0,2668,2668,2668,0,0,0,0,0,0,0
0x01fff6d8,192303,192303,192303,0,0,0,0,0,0,0,4668,4668,4668,0,0,0,0,0,0,0,47372,47372,47372,0,0,0,0,0,0,0,81934,81934,81934,0,0,0,0,0,0,0,2668,2668,2668,0,0,0,0,0,0,0
0x01fff6da,192303,192303,192303,0,0,0,0,0,0,0,4668,4668,4668,0,0,0,0,0,0,0,47372,47372,47372,0,0,0,0,0,0,0,81934,81934,81934,0,0,0,0,0,0,0,2668,2668,2668,0,0,0,0,0,0,0
0x01fff6dc,192303,192303,192303,0,0,0,0,0,0,0,4668,4668,4668,0,0,0,0,0,0,0,47372,47372,47372,0,0,0,0,0,0,0,81934,81934,81934,0,0,0,0,0,0,0,2668,2668,2668,0,0,0,0,0,0,0
0x01fff6de,192303,192303,192303,0,0,0,0,0,0,0,4668,4668,4668,0,0,0,0,0,0,0,47372,47372,47372,0,0,0,0,0,0,0,81934,81934,81934,0,0,0,0,0,0,0,2668,2668,2668,0,0,0,0,0,0,0
0x01fff6e0,192303,194130,194130,0,0,0,0,0,0,0,4668,5890,5890,0,0,0,0,0,0,0,47372,48826,48826,0,0,0,0,0,0,0,81934,82054,82054,0,0,0,0,0,0,0,2668,4024,4024,0,0,0,0,0,0,0
0x01fff6e2,190476,190476,190476,0,0,0,0,0,0,0,3446,3446,3446,0,0,0,0,0,0,0,45918,45918,45918,0,0,0,0,0,0,0,81814,81814,81814,0,0,0,0,0,0,0,1312,1312,1312,0,0,0,0,0,0,0
0x01fff6e4,190476,190476,190476,0,0,0,0,0,0,0,3446,3446,3446,0,0,0,0,0,0,0,45918,45918,45918,0,0,0,0,0,0,0,81814,81814,81814,0,0,0,0,0,0,0,1312,1312,1312,0,0,0,0,0,0,0
0x01fff6e6,190476,190476,190476,0,0,0,0,0,0,0,3446,3446,3446,0,0,0,0,0,0,0,45918,45918,45918,0,0,0,0,0,0,0,81814,81814,81814,0,0,0,0,0,0,0,1312,1312,1312,0,0,0,0,0,0,0
0x02049662,12396,12603,-45,0,12648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12396,12603,-45,0,12648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020b8408,98116,594761,-3681,202497,297418,120,0,0,98407,0,15310,92573,-547,31644,46144,4,0,0,15328,0,50713,307796,-1926,104954,153799,100,0,0,50869,0,19389,117330,-709,39805,58780,8,0,0,19446,0,10605,64026,-375,21796,31973,12,0,0,10620,0
0x01fff732,98528,142840,142840,0,0,0,0,0,0,0,2828,4471,4471,0,0,0,0,0,0,0,29666,38742,38742,0,0,0,0,0,0,0,37110,55787,55787,0,0,0,0,0,0,0,1734,2816,2816,0,0,0,0,0,0,0
0x0204964a,12396,12478,22,0,12452,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12396,12478,22,0,12452,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x01fff72c,98528,98528,98528,0,0,0,0,0,0,0,2828,2828,2828,0,0,0,0,0,0,0,29666,29666,29666,0,0,0,0,0,0,0,37110,37110,37110,0,0,0,0,0,0,0,1734,1734,1734,0,0,0,0,0,0,0
0x01fff72e,98528,98528,98528,0,0,0,0,0,0,0,2828,2828,2828,0,0,0,0,0,0,0,29666,29666,29666,0,0,0,0,0,0,0,37110,37110,37110,0,0,0,0,0,0,0,1734,1734,1734,0,0,0,0,0,0,0
0x01fff730,98528,98528,98528,0,0,0,0,0,0,0,2828,2828,2828,0,0,0,0,0,0,0,29666,29666,29666,0,0,0,0,0,0,0,37110,37110,37110,0,0,0,0,0,0,0,1734,1734,1734,0,0,0,0,0,0,0
0x02049642,12396,12434,-10,0,12444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12396,12434,-10,0,12444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020c5f08,4117,77934,0,77934,0,0,0,0,0,0,3237,64174,0,64174,0,0,0,0,0,0,3848,72717,0,72717,0,0,0,0,0,0,99,1859,0,1859,0,0,0,0,0,0,3560,68816,0,68816,0,0,0,0,0,0
0x01fff734,54216,54216,54216,0,0,0,0,0,0,0,1185,1185,1185,0,0,0,0,0,0,0,20590,20590,20590,0,0,0,0,0,0,0,18433,18433,18433,0,0,0,0,0,0,0,652,652,652,0,0,0,0,0,0,0
0x01fff736,54216,54216,54216,0,0,0,0,0,0,0,1185,1185,1185,0,0,0,0,0,0,0,20590,20590,20590,0,0,0,0,0,0,0,18433,18433,18433,0,0,0,0,0,0,0,652,652,652,0,0,0,0,0,0,0
0x01fff738,54216,54216,54216,0,0,0,0,0,0,0,1185,1185,1185,0,0,0,0,0,0,0,20590,20590,20590,0,0,0,0,0,0,0,18433,18433,18433,0,0,0,0,0,0,0,652,652,652,0,0,0,0,0,0,0
0x01fff73a,54216,54216,54216,0,0,0,0,0,0,0,1185,1185,1185,0,0,0,0,0,0,0,20590,20590,20590,0,0,0,0,0,0,0,18433,18433,18433,0,0,0,0,0,0,0,652,652,652,0,0,0,0,0,0,0
0x01fff73c,54216,54216,54216,0,0,0,0,0,0,0,1185,1185,1185,0,0,0,0,0,0,0,20590,20590,20590,0,0,0,0,0,0,0,18433,18433,18433,0,0,0,0,0,0,0,652,652,652,0,0,0,0,0,0,0
0x01fff73e,54216,54216,54216,0,0,0,0,0,0,0,1185,1185,1185,0,0,0,0,0,0,0,20590,20590,20590,0,0,0,0,0,0,0,18433,18433,18433,0,0,0,0,0,0,0,652,652,652,0,0,0,0,0,0,0
0x01fff740,54217,54219,54219,0,0,0,0,0,0,0,1185,1185,1185,0,0,0,0,0,0,0,20590,20590,20590,0,0,0,0,0,0,0,18434,18436,18436,0,0,0,0,0,0,0,652,652,652,0,0,0,0,0,0,0
0x01fff742,54216,54216,54216,0,0,0,0,0,0,0,1185,1185,1185,0,0,0,0,0,0,0,20590,20590,20590,0,0,0,0,0,0,0,18433,18433,18433,0,0,0,0,0,0,0,652,652,652,0,0,0,0,0,0,0
