pc,whole_instructions,whole_total_cycles,whole_issue,whole_icache_fill,whole_dcache_fill,whole_write_buffer,whole_bus_contention,whole_dma_hold,whole_interlock,whole_halt_wait,sitr25_instructions,sitr25_total_cycles,sitr25_issue,sitr25_icache_fill,sitr25_dcache_fill,sitr25_write_buffer,sitr25_bus_contention,sitr25_dma_hold,sitr25_interlock,sitr25_halt_wait,event288_instructions,event288_total_cycles,event288_issue,event288_icache_fill,event288_dcache_fill,event288_write_buffer,event288_bus_contention,event288_dma_hold,event288_interlock,event288_halt_wait,quiet_instructions,quiet_total_cycles,quiet_issue,quiet_icache_fill,quiet_dcache_fill,quiet_write_buffer,quiet_bus_contention,quiet_dma_hold,quiet_interlock,quiet_halt_wait,card_instructions,card_total_cycles,card_issue,card_icache_fill,card_dcache_fill,card_write_buffer,card_bus_contention,card_dma_hold,card_interlock,card_halt_wait
0x02098a94,6476,8426,0,8426,0,0,0,0,0,0,103,115,0,115,0,0,0,0,0,0,1161,1485,0,1485,0,0,0,0,0,0,3130,4132,0,4132,0,0,0,0,0,0,29,38,0,38,0,0,0,0,0,0
0x0202e248,12801,12803,0,12803,0,0,0,0,0,0,200,200,0,200,0,0,0,0,0,0,2305,2307,0,2307,0,0,0,0,0,0,6176,6176,0,6176,0,0,0,0,0,0,56,56,0,56,0,0,0,0,0,0
0x0208c960,420,878,-115,878,0,115,0,0,0,0,32,58,-5,58,0,5,0,0,0,0,387,805,-106,805,0,106,0,0,0,0,22,46,-8,46,0,8,0,0,0,0,9,17,-2,17,0,2,0,0,0,0
0x020bd004,334,350,0,350,0,0,0,0,0,0,38,40,0,40,0,0,0,0,0,0,253,265,0,265,0,0,0,0,0,0,17,17,0,17,0,0,0,0,0,0,5,6,0,6,0,0,0,0,0,0
0x0209f7ac,371,376,0,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,111,0,111,0,0,0,0,0,0,242,247,0,247,0,0,0,0,0,0,6,6,0,6,0,0,0,0,0,0
0x02018d94,330,690,0,330,0,0,0,0,360,0,11,22,0,11,0,0,0,0,11,0,71,157,0,71,0,0,0,0,86,0,113,231,0,113,0,0,0,0,118,0,3,6,0,3,0,0,0,0,3,0
0x02089d70,15,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x0208cb1e,107,112,112,0,0,0,0,0,0,0,11,16,16,0,0,0,0,0,0,0,107,112,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0
0x020b0892,317,317,317,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,158,158,158,0,0,0,0,0,0,0,49,49,49,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0
0x020b0896,317,317,317,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,158,158,158,0,0,0,0,0,0,0,49,49,49,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0
0x020b089a,317,317,317,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,158,158,158,0,0,0,0,0,0,0,49,49,49,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0
0x020b089e,317,317,317,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,158,158,158,0,0,0,0,0,0,0,49,49,49,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0
0x020b08a2,317,317,317,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,158,158,158,0,0,0,0,0,0,0,49,49,49,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0
0x020b08a4,317,317,-7,324,0,0,0,0,0,0,15,15,0,15,0,0,0,0,0,0,158,158,-2,160,0,0,0,0,0,0,49,49,-1,50,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0
0x0203497e,3182,3182,3182,0,0,0,0,0,0,0,105,105,105,0,0,0,0,0,0,0,679,679,679,0,0,0,0,0,0,0,1200,1200,1200,0,0,0,0,0,0,0,20,20,20,0,0,0,0,0,0,0
0x02034982,3182,3182,3182,0,0,0,0,0,0,0,105,105,105,0,0,0,0,0,0,0,679,679,679,0,0,0,0,0,0,0,1200,1200,1200,0,0,0,0,0,0,0,20,20,20,0,0,0,0,0,0,0
0x02034986,3182,3182,3182,0,0,0,0,0,0,0,105,105,105,0,0,0,0,0,0,0,679,679,679,0,0,0,0,0,0,0,1200,1200,1200,0,0,0,0,0,0,0,20,20,20,0,0,0,0,0,0,0
0x01ff9a04,5983,5983,5983,0,0,0,0,0,0,0,101,101,101,0,0,0,0,0,0,0,1080,1080,1080,0,0,0,0,0,0,0,2537,2537,2537,0,0,0,0,0,0,0,30,30,30,0,0,0,0,0,0,0
0x01ff9a08,5983,5983,5983,0,0,0,0,0,0,0,101,101,101,0,0,0,0,0,0,0,1080,1080,1080,0,0,0,0,0,0,0,2537,2537,2537,0,0,0,0,0,0,0,30,30,30,0,0,0,0,0,0,0
0x01ff9a0c,5983,5983,5983,0,0,0,0,0,0,0,101,101,101,0,0,0,0,0,0,0,1080,1080,1080,0,0,0,0,0,0,0,2537,2537,2537,0,0,0,0,0,0,0,30,30,30,0,0,0,0,0,0,0
0x01ff9a10,5983,5983,5983,0,0,0,0,0,0,0,101,101,101,0,0,0,0,0,0,0,1080,1080,1080,0,0,0,0,0,0,0,2537,2537,2537,0,0,0,0,0,0,0,30,30,30,0,0,0,0,0,0,0
0x01ff9a14,5983,5983,5983,0,0,0,0,0,0,0,101,101,101,0,0,0,0,0,0,0,1080,1080,1080,0,0,0,0,0,0,0,2537,2537,2537,0,0,0,0,0,0,0,30,30,30,0,0,0,0,0,0,0
0x01ff9a18,5983,5983,5983,0,0,0,0,0,0,0,101,101,101,0,0,0,0,0,0,0,1080,1080,1080,0,0,0,0,0,0,0,2537,2537,2537,0,0,0,0,0,0,0,30,30,30,0,0,0,0,0,0,0
0x01ff9a20,5983,5983,5983,0,0,0,0,0,0,0,101,101,101,0,0,0,0,0,0,0,1080,1080,1080,0,0,0,0,0,0,0,2537,2537,2537,0,0,0,0,0,0,0,30,30,30,0,0,0,0,0,0,0
0x01ff9a24,5983,5983,5983,0,0,0,0,0,0,0,101,101,101,0,0,0,0,0,0,0,1080,1080,1080,0,0,0,0,0,0,0,2537,2537,2537,0,0,0,0,0,0,0,30,30,30,0,0,0,0,0,0,0
0x01ff9a28,5983,5983,5983,0,0,0,0,0,0,0,101,101,101,0,0,0,0,0,0,0,1080,1080,1080,0,0,0,0,0,0,0,2537,2537,2537,0,0,0,0,0,0,0,30,30,30,0,0,0,0,0,0,0
0x01ff9a2c,5983,5983,5983,0,0,0,0,0,0,0,101,101,101,0,0,0,0,0,0,0,1080,1080,1080,0,0,0,0,0,0,0,2537,2537,2537,0,0,0,0,0,0,0,30,30,30,0,0,0,0,0,0,0
0x020c5d0c,146,419,0,273,0,0,0,0,146,0,32,89,0,57,0,0,0,0,32,0,116,332,0,216,0,0,0,0,116,0,2,6,0,4,0,0,0,0,2,0,17,44,0,27,0,0,0,0,17,0
0x020b6bd4,212,380,0,380,0,0,0,0,0,0,46,82,0,82,0,0,0,0,0,0,133,265,0,265,0,0,0,0,0,0,25,34,0,34,0,0,0,0,0,0,31,55,0,55,0,0,0,0,0,0
0x020023f4,102,225,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,63,0,63,0,0,0,0,0,0,30,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x02055574,158,374,0,374,0,0,0,0,0,0,8,20,0,20,0,0,0,0,0,0,66,162,0,162,0,0,0,0,0,0,14,35,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020b06c2,321,321,321,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,152,152,152,0,0,0,0,0,0,0,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020b2e78,634,646,0,646,0,0,0,0,0,0,6,6,0,6,0,0,0,0,0,0,82,83,0,83,0,0,0,0,0,0,300,302,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020b2f84,111,329,0,218,0,0,0,0,111,0,3,9,0,6,0,0,0,0,3,0,30,90,0,60,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020909d4,5441,5657,0,5657,0,0,0,0,0,0,94,96,0,96,0,0,0,0,0,0,1045,1083,0,1083,0,0,0,0,0,0,2384,2420,0,2420,0,0,0,0,0,0,31,31,0,31,0,0,0,0,0,0
0x020909d8,5441,5657,0,5657,0,0,0,0,0,0,94,96,0,96,0,0,0,0,0,0,1045,1083,0,1083,0,0,0,0,0,0,2384,2420,0,2420,0,0,0,0,0,0,31,31,0,31,0,0,0,0,0,0
0x020675ba,95,105,10,0,95,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,29,39,10,0,29,0,0,0,0,0,36,36,0,0,36,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0
0x0200e108,164,446,-1,283,164,0,0,0,0,0,21,59,0,38,21,0,0,0,0,0,127,345,-1,219,127,0,0,0,0,0,6,16,0,10,6,0,0,0,0,0,4,10,0,6,4,0,0,0,0,0
0x0200e10c,164,446,0,282,164,0,0,0,0,0,21,59,0,38,21,0,0,0,0,0,127,345,0,218,127,0,0,0,0,0,6,16,0,10,6,0,0,0,0,0,4,10,0,6,4,0,0,0,0,0
0x0200e110,164,446,-1,447,0,0,0,0,0,0,21,59,-1,60,0,0,0,0,0,0,127,345,-1,346,0,0,0,0,0,0,6,16,0,16,0,0,0,0,0,0,4,10,0,10,0,0,0,0,0,0
0x0200e114,164,446,0,446,0,0,0,0,0,0,21,59,0,59,0,0,0,0,0,0,127,345,0,345,0,0,0,0,0,0,6,16,0,16,0,0,0,0,0,0,4,10,0,10,0,0,0,0,0,0
0x020bd010,164,254,0,254,0,0,0,0,0,0,21,33,0,33,0,0,0,0,0,0,127,184,0,184,0,0,0,0,0,0,6,12,0,12,0,0,0,0,0,0,4,7,0,7,0,0,0,0,0,0
0x02066f08,84,276,0,276,0,0,0,0,0,0,10,37,0,37,0,0,0,0,0,0,21,72,0,72,0,0,0,0,0,0,35,98,0,98,0,0,0,0,0,0,1,4,0,4,0,0,0,0,0,0
0x020a5ca8,4,44,-4,44,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44,-4,44,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020aa9d8,1092,1120,0,1120,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,95,95,0,95,0,0,0,0,0,0,679,701,0,701,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
0x0205a594,1,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x02067b02,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x0205e88e,12801,12803,12803,0,0,0,0,0,0,0,200,200,200,0,0,0,0,0,0,0,2304,2304,2304,0,0,0,0,0,0,0,6177,6179,6179,0,0,0,0,0,0,0,56,56,56,0,0,0,0,0,0,0
0x0206cf32,22,242,220,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,209,190,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x0209902c,1,11,-1,7,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020a1ccc,2,11,0,3,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x02010290,52,572,0,312,208,0,0,0,52,0,1,11,0,6,4,0,0,0,1,0,8,88,0,48,32,0,0,0,8,0,24,264,0,144,96,0,0,0,24,0,1,11,0,6,4,0,0,0,1,0
0x02028410,52,572,0,572,0,0,0,0,0,0,1,11,0,11,0,0,0,0,0,0,8,88,0,88,0,0,0,0,0,0,24,264,0,264,0,0,0,0,0,0,1,11,0,11,0,0,0,0,0,0
0x02029270,52,572,0,572,0,0,0,0,0,0,1,11,0,11,0,0,0,0,0,0,8,88,0,88,0,0,0,0,0,0,24,264,0,264,0,0,0,0,0,0,1,11,0,11,0,0,0,0,0,0
0x02044ce0,1812,2926,0,2926,0,0,0,0,0,0,38,64,0,64,0,0,0,0,0,0,325,537,0,537,0,0,0,0,0,0,630,1008,0,1008,0,0,0,0,0,0,12,20,0,20,0,0,0,0,0,0
0x02044ce8,1812,2926,0,2926,0,0,0,0,0,0,38,64,0,64,0,0,0,0,0,0,325,537,0,537,0,0,0,0,0,0,630,1008,0,1008,0,0,0,0,0,0,12,20,0,20,0,0,0,0,0,0
0x02047d1a,156,572,156,0,0,0,0,0,416,0,3,11,3,0,0,0,0,0,8,0,24,88,24,0,0,0,0,0,64,0,72,264,72,0,0,0,0,0,192,0,3,11,3,0,0,0,0,0,8,0
0x02048bc0,336,892,0,336,0,0,0,0,556,0,10,25,0,10,0,0,0,0,15,0,51,142,0,51,0,0,0,0,91,0,156,402,0,156,0,0,0,0,246,0,5,15,0,5,0,0,0,0,10,0
0x0208d88e,1,11,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x02099ce8,1,11,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020a64b6,22,32,31,0,0,1,0,0,0,0,3,3,2,0,0,1,0,0,0,0,10,20,19,0,0,1,0,0,0,0,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x02028474,52,452,-40,52,0,440,0,0,0,0,1,11,-1,1,0,11,0,0,0,0,8,58,-5,8,0,55,0,0,0,0,24,214,-19,24,0,209,0,0,0,0,1,11,-1,1,0,11,0,0,0,0
0x020443b8,1608,3142,-978,3142,0,978,0,0,0,0,31,69,-21,69,0,21,0,0,0,0,299,607,-179,607,0,179,0,0,0,0,522,1042,-312,1042,0,312,0,0,0,0,9,19,-5,19,0,5,0,0,0,0
0x020443c4,1608,3136,-1,1529,1608,0,0,0,0,0,31,69,0,38,31,0,0,0,0,0,299,611,0,312,299,0,0,0,0,0,522,1034,0,512,522,0,0,0,0,0,9,19,0,10,9,0,0,0,0,0
0x020443c8,1608,3136,0,1528,1608,0,0,0,0,0,31,69,0,38,31,0,0,0,0,0,299,611,0,312,299,0,0,0,0,0,522,1034,0,512,522,0,0,0,0,0,9,19,0,10,9,0,0,0,0,0
0x020443cc,1608,3136,0,1528,1608,0,0,0,0,0,31,69,0,38,31,0,0,0,0,0,299,611,0,312,299,0,0,0,0,0,522,1034,0,512,522,0,0,0,0,0,9,19,0,10,9,0,0,0,0,0
0x020443d0,1608,3136,0,3136,0,0,0,0,0,0,31,69,0,69,0,0,0,0,0,0,299,611,0,611,0,0,0,0,0,0,522,1034,0,1034,0,0,0,0,0,0,9,19,0,19,0,0,0,0,0,0
0x0205f8ac,156,196,-60,196,0,60,0,0,0,0,5,5,-3,5,0,3,0,0,0,0,26,26,-15,26,0,15,0,0,0,0,66,86,-22,86,0,22,0,0,0,0,2,2,-2,2,0,2,0,0,0,0
0x02028564,260,434,0,434,0,0,0,0,0,0,5,11,0,11,0,0,0,0,0,0,40,73,0,73,0,0,0,0,0,0,120,213,0,213,0,0,0,0,0,0,5,11,0,11,0,0,0,0,0,0
0x02029430,52,292,-24,52,0,264,0,0,0,0,1,11,-1,1,0,11,0,0,0,0,8,48,-4,8,0,44,0,0,0,0,24,144,-12,24,0,132,0,0,0,0,1,11,-1,1,0,11,0,0,0,0
0x02028edc,52,278,0,278,0,0,0,0,0,0,1,11,0,11,0,0,0,0,0,0,8,39,0,39,0,0,0,0,0,0,24,117,0,117,0,0,0,0,0,0,1,11,0,11,0,0,0,0,0,0
0x02029174,52,62,-1,52,0,11,0,0,0,0,1,1,0,1,0,0,0,0,0,0,8,8,0,8,0,0,0,0,0,0,24,24,0,24,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
0x020c1400,21,68,0,26,0,0,0,0,42,0,18,59,0,23,0,0,0,0,36,0,21,68,0,26,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,21,68,0,26,0,0,0,0,42,0
0x020c1414,21,50,0,50,0,0,0,0,0,0,18,45,0,45,0,0,0,0,0,0,21,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,50,0,50,0,0,0,0,0,0
0x0202934c,52,215,0,215,0,0,0,0,0,0,1,4,0,4,0,0,0,0,0,0,8,39,0,39,0,0,0,0,0,0,24,96,0,96,0,0,0,0,0,0,1,4,0,4,0,0,0,0,0,0
0x0203bc9a,141,503,141,0,0,0,0,0,362,0,23,82,23,0,0,0,0,0,59,0,141,503,141,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,14,51,14,0,0,0,0,0,37,0
0x02054398,6525,6777,0,6777,0,0,0,0,0,0,140,145,0,145,0,0,0,0,0,0,1629,1679,0,1679,0,0,0,0,0,0,2700,2810,0,2810,0,0,0,0,0,0,42,43,0,43,0,0,0,0,0,0
0x020b4978,352,993,0,641,0,0,0,0,352,0,27,77,0,50,0,0,0,0,27,0,350,987,0,637,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,8,22,0,14,0,0,0,0,8,0
0x020b4b84,352,1043,-301,691,0,301,0,0,352,0,27,80,-26,53,0,26,0,0,27,0,350,1037,-301,687,0,301,0,0,350,0,0,0,0,0,0,0,0,0,0,0,8,24,-8,16,0,8,0,0,8,0
0x020b4b88,352,1043,-350,691,0,350,0,0,352,0,27,80,-27,53,0,27,0,0,27,0,350,1037,-349,687,0,349,0,0,350,0,0,0,0,0,0,0,0,0,0,0,8,24,-8,16,0,8,0,0,8,0
0x020b4b90,352,1043,-350,691,0,350,0,0,352,0,27,80,-27,53,0,27,0,0,27,0,350,1037,-349,687,0,349,0,0,350,0,0,0,0,0,0,0,0,0,0,0,8,24,-8,16,0,8,0,0,8,0
0x020b4ba0,352,1041,-350,689,0,350,0,0,352,0,27,80,-27,53,0,27,0,0,27,0,350,1035,-350,685,0,350,0,0,350,0,0,0,0,0,0,0,0,0,0,0,8,24,-8,16,0,8,0,0,8,0
0x020b4ba4,352,1041,-350,689,0,350,0,0,352,0,27,80,-27,53,0,27,0,0,27,0,350,1035,-350,685,0,350,0,0,350,0,0,0,0,0,0,0,0,0,0,0,8,24,-8,16,0,8,0,0,8,0
0x02035142,5597,5597,5597,0,0,0,0,0,0,0,86,86,86,0,0,0,0,0,0,0,1010,1010,1010,0,0,0,0,0,0,0,2381,2381,2381,0,0,0,0,0,0,0,27,27,27,0,0,0,0,0,0,0
0x02035146,5597,5597,5597,0,0,0,0,0,0,0,86,86,86,0,0,0,0,0,0,0,1010,1010,1010,0,0,0,0,0,0,0,2381,2381,2381,0,0,0,0,0,0,0,27,27,27,0,0,0,0,0,0,0
0x02035148,5597,5597,0,5597,0,0,0,0,0,0,86,86,0,86,0,0,0,0,0,0,1010,1010,0,1010,0,0,0,0,0,0,2381,2381,0,2381,0,0,0,0,0,0,27,27,0,27,0,0,0,0,0,0
0x0203514c,5597,5597,0,5597,0,0,0,0,0,0,86,86,0,86,0,0,0,0,0,0,1010,1010,0,1010,0,0,0,0,0,0,2381,2381,0,2381,0,0,0,0,0,0,27,27,0,27,0,0,0,0,0,0
0x0203514e,5597,5597,5597,0,0,0,0,0,0,0,86,86,86,0,0,0,0,0,0,0,1010,1010,1010,0,0,0,0,0,0,0,2381,2381,2381,0,0,0,0,0,0,0,27,27,27,0,0,0,0,0,0,0
0x02035150,5597,5597,0,5597,0,0,0,0,0,0,86,86,0,86,0,0,0,0,0,0,1010,1010,0,1010,0,0,0,0,0,0,2381,2381,0,2381,0,0,0,0,0,0,27,27,0,27,0,0,0,0,0,0
0x0203515a,5597,5597,5597,0,0,0,0,0,0,0,86,86,86,0,0,0,0,0,0,0,1010,1010,1010,0,0,0,0,0,0,0,2381,2381,2381,0,0,0,0,0,0,0,27,27,27,0,0,0,0,0,0,0
0x0203515e,5597,5597,5597,0,0,0,0,0,0,0,86,86,86,0,0,0,0,0,0,0,1010,1010,1010,0,0,0,0,0,0,0,2381,2381,2381,0,0,0,0,0,0,0,27,27,27,0,0,0,0,0,0,0
0x02035162,5597,5597,5597,0,0,0,0,0,0,0,86,86,86,0,0,0,0,0,0,0,1010,1010,1010,0,0,0,0,0,0,0,2381,2381,2381,0,0,0,0,0,0,0,27,27,27,0,0,0,0,0,0,0
0x02035164,5597,5597,-86,86,5597,0,0,0,0,0,86,86,-1,1,86,0,0,0,0,0,1010,1010,-17,17,1010,0,0,0,0,0,2381,2381,-43,43,2381,0,0,0,0,0,27,27,0,0,27,0,0,0,0,0
0x02035166,5598,5600,5600,0,0,0,0,0,0,0,86,86,86,0,0,0,0,0,0,0,1010,1010,1010,0,0,0,0,0,0,0,2381,2381,2381,0,0,0,0,0,0,0,27,27,27,0,0,0,0,0,0,0
0x02035168,5597,5597,0,5597,0,0,0,0,0,0,86,86,0,86,0,0,0,0,0,0,1010,1010,0,1010,0,0,0,0,0,0,2381,2381,0,2381,0,0,0,0,0,0,27,27,0,27,0,0,0,0,0,0
0x0203516e,5597,5597,5597,0,0,0,0,0,0,0,86,86,86,0,0,0,0,0,0,0,1010,1010,1010,0,0,0,0,0,0,0,2381,2381,2381,0,0,0,0,0,0,0,27,27,27,0,0,0,0,0,0,0
0x02035172,5597,5597,5597,0,0,0,0,0,0,0,86,86,86,0,0,0,0,0,0,0,1010,1010,1010,0,0,0,0,0,0,0,2381,2381,2381,0,0,0,0,0,0,0,27,27,27,0,0,0,0,0,0,0
0x0203517a,5597,5597,5597,0,0,0,0,0,0,0,86,86,86,0,0,0,0,0,0,0,1010,1010,1010,0,0,0,0,0,0,0,2381,2381,2381,0,0,0,0,0,0,0,27,27,27,0,0,0,0,0,0,0
0x0203517e,5597,5597,5597,0,0,0,0,0,0,0,86,86,86,0,0,0,0,0,0,0,1010,1010,1010,0,0,0,0,0,0,0,2381,2381,2381,0,0,0,0,0,0,0,27,27,27,0,0,0,0,0,0,0
0x02035182,5597,5597,5597,0,0,0,0,0,0,0,86,86,86,0,0,0,0,0,0,0,1010,1010,1010,0,0,0,0,0,0,0,2381,2381,2381,0,0,0,0,0,0,0,27,27,27,0,0,0,0,0,0,0
0x02035190,5597,5599,-52,54,5597,0,0,0,0,0,86,86,0,0,86,0,0,0,0,0,1010,1010,-7,7,1010,0,0,0,0,0,2381,2383,-29,31,2381,0,0,0,0,0,27,27,0,0,27,0,0,0,0,0
0x02035198,5597,5597,0,5597,0,0,0,0,0,0,86,86,0,86,0,0,0,0,0,0,1010,1010,0,1010,0,0,0,0,0,0,2381,2381,0,2381,0,0,0,0,0,0,27,27,0,27,0,0,0,0,0,0
0x0203519e,5597,5597,5597,0,0,0,0,0,0,0,86,86,86,0,0,0,0,0,0,0,1010,1010,1010,0,0,0,0,0,0,0,2381,2381,2381,0,0,0,0,0,0,0,27,27,27,0,0,0,0,0,0,0
0x020351aa,5597,5597,5597,0,0,0,0,0,0,0,86,86,86,0,0,0,0,0,0,0,1010,1010,1010,0,0,0,0,0,0,0,2381,2381,2381,0,0,0,0,0,0,0,27,27,27,0,0,0,0,0,0,0
0x020351ae,5597,5597,5597,0,0,0,0,0,0,0,86,86,86,0,0,0,0,0,0,0,1010,1010,1010,0,0,0,0,0,0,0,2381,2381,2381,0,0,0,0,0,0,0,27,27,27,0,0,0,0,0,0,0
0x020351b2,4072,4072,4072,0,0,0,0,0,0,0,67,67,67,0,0,0,0,0,0,0,730,730,730,0,0,0,0,0,0,0,1518,1518,1518,0,0,0,0,0,0,0,21,21,21,0,0,0,0,0,0,0
0x020351b6,5598,5600,5600,0,0,0,0,0,0,0,86,86,86,0,0,0,0,0,0,0,1010,1010,1010,0,0,0,0,0,0,0,2382,2384,2384,0,0,0,0,0,0,0,27,27,27,0,0,0,0,0,0,0
0x020351ba,5597,5597,5597,0,0,0,0,0,0,0,86,86,86,0,0,0,0,0,0,0,1010,1010,1010,0,0,0,0,0,0,0,2381,2381,2381,0,0,0,0,0,0,0,27,27,27,0,0,0,0,0,0,0
0x020351be,5597,5597,5597,0,0,0,0,0,0,0,86,86,86,0,0,0,0,0,0,0,1010,1010,1010,0,0,0,0,0,0,0,2381,2381,2381,0,0,0,0,0,0,0,27,27,27,0,0,0,0,0,0,0
0x020351d4,5597,5597,0,5597,0,0,0,0,0,0,86,86,0,86,0,0,0,0,0,0,1010,1010,0,1010,0,0,0,0,0,0,2381,2381,0,2381,0,0,0,0,0,0,27,27,0,27,0,0,0,0,0,0
0x020351d8,5597,5597,0,5597,0,0,0,0,0,0,86,86,0,86,0,0,0,0,0,0,1010,1010,0,1010,0,0,0,0,0,0,2381,2381,0,2381,0,0,0,0,0,0,27,27,0,27,0,0,0,0,0,0
0x020351da,5597,5597,5597,0,0,0,0,0,0,0,86,86,86,0,0,0,0,0,0,0,1010,1010,1010,0,0,0,0,0,0,0,2381,2381,2381,0,0,0,0,0,0,0,27,27,27,0,0,0,0,0,0,0
0x020351de,5597,5597,5597,0,0,0,0,0,0,0,86,86,86,0,0,0,0,0,0,0,1010,1010,1010,0,0,0,0,0,0,0,2381,2381,2381,0,0,0,0,0,0,0,27,27,27,0,0,0,0,0,0,0
0x020351ea,5597,5597,5597,0,0,0,0,0,0,0,86,86,86,0,0,0,0,0,0,0,1010,1010,1010,0,0,0,0,0,0,0,2381,2381,2381,0,0,0,0,0,0,0,27,27,27,0,0,0,0,0,0,0
0x020351ec,5597,5601,0,5601,0,0,0,0,0,0,86,86,0,86,0,0,0,0,0,0,1010,1010,0,1010,0,0,0,0,0,0,2381,2383,0,2383,0,0,0,0,0,0,27,27,0,27,0,0,0,0,0,0
0x020351ee,5597,5597,5597,0,0,0,0,0,0,0,86,86,86,0,0,0,0,0,0,0,1010,1010,1010,0,0,0,0,0,0,0,2381,2381,2381,0,0,0,0,0,0,0,27,27,27,0,0,0,0,0,0,0
0x020351f0,5597,5601,0,5601,0,0,0,0,0,0,86,86,0,86,0,0,0,0,0,0,1010,1010,0,1010,0,0,0,0,0,0,2381,2383,0,2383,0,0,0,0,0,0,27,27,0,27,0,0,0,0,0,0
0x020351f2,5597,5597,5597,0,0,0,0,0,0,0,86,86,86,0,0,0,0,0,0,0,1010,1010,1010,0,0,0,0,0,0,0,2381,2381,2381,0,0,0,0,0,0,0,27,27,27,0,0,0,0,0,0,0
0x02035202,5597,5597,5597,0,0,0,0,0,0,0,86,86,86,0,0,0,0,0,0,0,1010,1010,1010,0,0,0,0,0,0,0,2381,2381,2381,0,0,0,0,0,0,0,27,27,27,0,0,0,0,0,0,0
0x02035206,5597,5597,5597,0,0,0,0,0,0,0,86,86,86,0,0,0,0,0,0,0,1010,1010,1010,0,0,0,0,0,0,0,2381,2381,2381,0,0,0,0,0,0,0,27,27,27,0,0,0,0,0,0,0
