site_pc,caller,callee,kind
0x020a2af2,wpProcessUpdateHitPositions,__aeabi_fadd,call
0x020a2b22,wpProcessUpdateHitPositions,__aeabi_fcmpeq,call
0x020a2b30,wpProcessUpdateHitPositions,__aeabi_fcmpeq,call
0x020a2b3c,wpProcessUpdateHitPositions,__mulsf3,call
0x020a2b46,wpProcessUpdateHitPositions,__mulsf3,call
0x020a2b52,wpProcessUpdateHitPositions,syVectorRotate3D,call
0x020a2b5a,wpProcessUpdateHitPositions,__aeabi_fadd,call
0x020a2b64,wpProcessUpdateHitPositions,__aeabi_fadd,call
0x020a2b6e,wpProcessUpdateHitPositions,__aeabi_fadd,call
0x020a2ba2,wpProcessUpdateHitPositions,__aeabi_fcmpeq,call
0x020a2bb4,wpProcessUpdateHitPositions,__mulsf3,call
0x020a2bbe,wpProcessUpdateHitPositions,__mulsf3,call
0x020a2bca,wpProcessUpdateHitPositions,syVectorRotate3D,call
0x020a2bd2,wpProcessUpdateHitPositions,__aeabi_fadd,call
0x020a2bdc,wpProcessUpdateHitPositions,__aeabi_fadd,call
0x020a2be6,wpProcessUpdateHitPositions,__aeabi_fadd,call
0x020a2c30,wpManagerMakeWeapon,gcMakeGObjSPAfter,call
0x020a2c40,wpManagerMakeWeapon,ndsRelocGetFileData,call
0x020a2c6c,wpManagerMakeWeapon,ftGetStruct,call
0x020a2ca8,wpManagerMakeWeapon,ftParamGetStale,call
0x020a2d24,wpManagerMakeWeapon,__aeabi_i2f,call
0x020a2d32,wpManagerMakeWeapon,__aeabi_i2f,call
0x020a2d40,wpManagerMakeWeapon,__aeabi_i2f,call
0x020a2d4e,wpManagerMakeWeapon,__aeabi_i2f,call
0x020a2d5c,wpManagerMakeWeapon,__aeabi_i2f,call
0x020a2d6a,wpManagerMakeWeapon,__aeabi_i2f,call
0x020a2d76,wpManagerMakeWeapon,__aeabi_i2f,call
0x020a2d7e,wpManagerMakeWeapon,__mulsf3,call
0x020a2ed0,wpManagerMakeWeapon,gcSetupCustomDObjs,call
0x020a2eec,wpManagerMakeWeapon,gcAddGObjDisplay,call
0x020a2ef8,wpManagerMakeWeapon,gcAddMObjAll,call
0x020a2f0a,wpManagerMakeWeapon,gcAddAnimAll,call
0x020a2f1e,wpManagerMakeWeapon,__aeabi_i2f,call
0x020a2f28,wpManagerMakeWeapon,__aeabi_i2f,call
0x020a2f32,wpManagerMakeWeapon,__aeabi_i2f,call
0x020a2f3c,wpManagerMakeWeapon,__aeabi_i2f,call
0x020a2f82,wpManagerMakeWeapon,gcAddGObjProcess,call
0x020a2f8e,wpManagerMakeWeapon,gcAddGObjProcess,call
0x020a2f9a,wpManagerMakeWeapon,gcAddGObjProcess,call
0x020a3030,wpManagerMakeWeapon,wpProcessUpdateHitPositions,call
0x020a3078,wpManagerMakeWeapon,ftParamGetMotionCount,call
0x020a3090,wpManagerMakeWeapon,ftParamGetStatUpdateCount,call
0x020a30fa,wpManagerMakeWeapon,gcAddDObjForGObj,call
0x020a3104,wpManagerMakeWeapon,lbCommonInitDObj3Transforms,call
0x020a312e,wpManagerMakeWeapon,ftGetStruct,call
0x020a3136,wpManagerMakeWeapon,ftGetStruct,call
0x020a3142,wpManagerMakeWeapon,mpCommonRunWeaponCollisionDefault,call
0x020a31c6,wpManagerMakeWeapon,mpCommonRunWeaponCollisionDefault,call
0x020a31da,wpManagerMakeWeapon,mpCommonRunWeaponCollisionDefault,call
0x020a328c,wpProcessProcWeaponMain,gcPlayAnimAll,call
0x020a32b6,wpProcessProcWeaponMain,__aeabi_fadd,call
0x020a32c2,wpProcessProcWeaponMain,__aeabi_fadd,call
0x020a32ce,wpProcessProcWeaponMain,__aeabi_fadd,call
0x020a32da,wpProcessProcWeaponMain,__aeabi_fsub,call
0x020a32e4,wpProcessProcWeaponMain,__aeabi_fsub,call
0x020a32ee,wpProcessProcWeaponMain,__aeabi_fsub,call
0x020a3310,wpProcessProcWeaponMain,__aeabi_i2f,call
0x020a3316,wpProcessProcWeaponMain,__aeabi_fcmpgt,call
0x020a335a,wpProcessProcWeaponMain,wpProcessUpdateHitPositions,call
0x020a3360,wpProcessProcWeaponMain,wpProcessUpdateAttackRecords,call
0x020a336e,wpProcessProcWeaponMain,__aeabi_i2f,call
0x020a337a,wpProcessProcWeaponMain,__aeabi_fcmpgt,call
0x020a3386,wpProcessProcWeaponMain,__aeabi_i2f,call
0x020a338e,wpProcessProcWeaponMain,__aeabi_fcmplt,call
0x020a339a,wpProcessProcWeaponMain,__aeabi_i2f,call
0x020a33a0,wpProcessProcWeaponMain,__aeabi_fcmplt,call
0x020a33ae,wpProcessProcWeaponMain,__aeabi_fcmplt,call
0x020a33ba,wpProcessProcWeaponMain,__aeabi_fcmpgt,call
0x020a33cc,wpProcessProcWeaponMain,mpCollisionCheckExistLineID,call
0x020a33dc,wpProcessProcWeaponMain,mpCollisionGetSpeedLineID,call
0x020a33e4,wpProcessProcWeaponMain,__aeabi_fadd,call
0x020a33ee,wpProcessProcWeaponMain,__aeabi_fadd,call
0x020a33fa,wpProcessProcWeaponMain,__aeabi_fadd,call
0x020a3404,wpProcessProcWeaponMain,wpMainDestroyWeapon,call
0x020a35aa,wpProcessUpdateHitInteractStats,wpProcessSetHitInteractStats,call
0x020a35c4,wpProcessUpdateHitInteractStats,wpProcessSetHitInteractStats,call
0x020a3608,wpProcessUpdateAttackStatWeapon,gmCollisionGetWeaponAttacksPosition,call
0x020a3616,wpProcessUpdateAttackStatWeapon,__aeabi_i2f,call
0x020a361c,wpProcessUpdateAttackStatWeapon,__mulsf3,call
0x020a3622,wpProcessUpdateAttackStatWeapon,__aeabi_fadd,call
0x020a3626,wpProcessUpdateAttackStatWeapon,__fixsfsi,call
0x020a3638,wpProcessUpdateAttackStatWeapon,wpProcessUpdateHitInteractStats,call
0x020a364a,wpProcessUpdateAttackStatWeapon,efManagerSetOffMakeEffect,call
0x020a365e,wpProcessUpdateAttackStatWeapon,__aeabi_i2f,call
0x020a3664,wpProcessUpdateAttackStatWeapon,__mulsf3,call
0x020a366a,wpProcessUpdateAttackStatWeapon,__aeabi_fadd,call
0x020a366e,wpProcessUpdateAttackStatWeapon,__fixsfsi,call
0x020a3680,wpProcessUpdateAttackStatWeapon,wpProcessUpdateHitInteractStats,call
0x020a3696,wpProcessUpdateAttackStatWeapon,efManagerSetOffMakeEffect,call
0x020a37d4,wpProcessProcSearchHitWeapon,gmCollisionCheckWeaponAttacksCollide,call
0x020a37f6,wpProcessProcSearchHitWeapon,wpProcessUpdateAttackStatWeapon,call
0x020a390e,wpDisplayHitCollisions,syMatrixTra,call
0x020a3940,wpDisplayHitCollisions,__divsf3,call
0x020a394c,wpDisplayHitCollisions,syMatrixSca,call
0x020a3a0e,wpDisplayHitCollisions,syMatrixTra,call
0x020a3a40,wpDisplayHitCollisions,__divsf3,call
0x020a3a4c,wpDisplayHitCollisions,syMatrixSca,call
0x020a3ad6,wpDisplayMapCollisions,__aeabi_fadd,call
0x020a3ae2,wpDisplayMapCollisions,syMatrixTra,call
0x020a3b0e,wpDisplayMapCollisions,__aeabi_fsub,call
0x020a3b14,wpDisplayMapCollisions,__divsf3,call
0x020a3b1e,wpDisplayMapCollisions,__divsf3,call
0x020a3b2c,wpDisplayMapCollisions,syMatrixSca,call
0x020a3b76,wpDisplayMapCollisions,__aeabi_fadd,call
0x020a3b82,wpDisplayMapCollisions,syMatrixTra,call
0x020a3bae,wpDisplayMapCollisions,__aeabi_fsub,call
0x020a3bb4,wpDisplayMapCollisions,__divsf3,call
0x020a3bbe,wpDisplayMapCollisions,__divsf3,call
0x020a3bcc,wpDisplayMapCollisions,syMatrixSca,call
0x020a3d0e,wpDisplayMain,wpDisplayDrawNormal,call
0x020a3d16,wpDisplayMain,wpDisplayDrawZBuffer,call
0x020a3d1c,wpDisplayMain,wpDisplayDrawNormal,call
0x020a3d24,wpDisplayMain,wpDisplayDrawZBuffer,call
0x020a3d2a,wpDisplayMain,wpDisplayMapCollisions,call
0x020a3d30,wpDisplayMain,wpDisplayHitCollisions,call
0x020a3d3c,wpDisplayDLHead1,wpDisplayMain,call
0x020a3d4c,wpDisplayDObjDLLinks,wpDisplayMain,call
0x020a3d5c,func_ovl3_80167618,wpDisplayMain,call
0x020a3d6c,wpDisplayDObjTreeDLLinks,wpDisplayMain,call
0x020a3d80,wpManagerAllocWeapons,syTaskmanMalloc,call
0x020a3dd4,ftKirbySpecialNSetStatusSelect,ftGetStruct,call
0x020a3df4,ftKirbySpecialAirNSetStatusSelect,ftGetStruct,call
0x020a3f14,ftCommonSpecialNCheckInterruptCommon,ftGetStruct,call
0x020a3f6c,ftCommonSpecialNCheckInterruptCommon,ftParamSetStickLR,call
0x020a3f80,ftCommonSpecialAirCheckInterruptCommon,ftGetStruct,call
0x020a3fa0,ftCommonSpecialAirCheckInterruptCommon,ftHammerCheckHoldHammer,call
0x020a3ffc,ftCommonSpecialAirCheckInterruptCommon,ftParamSetStickLR,call
0x020a4018,ndsBaseFTCommonSpecialHiCheckInterruptCommon,ftGetStruct,call
0x020a406a,wpMarioFireballProcHit,func_800269C0_275C0,call
0x020a4072,wpMarioFireballProcHit,efManagerSparkleWhiteMakeEffect,call
0x020a4082,ndsMarioFireballProcHitProbe,func_800269C0_275C0,call
0x020a408a,ndsMarioFireballProcHitProbe,efManagerSparkleWhiteMakeEffect,call
0x020a40b0,wpMarioFireballProcHop,__aeabi_fadd,call
0x020a40c0,wpMarioFireballProcHop,syVectorRotateAbout3D,call
0x020a40c6,wpMarioFireballProcHop,wpMainVelSetModelPitch,call
0x020a40da,wpMarioFireballProcReflector,ftGetStruct,call
0x020a40f8,wpMarioFireballProcReflector,wpMainReflectorSetLR,call
0x020a40fe,wpMarioFireballProcReflector,wpMainVelSetModelPitch,call
0x020a4112,ftMarioSpecialAirNSwitchStatusGround,ftGetStruct,call
0x020a4118,ftMarioSpecialAirNSwitchStatusGround,mpCommonSetFighterGround,call
0x020a412a,ftMarioSpecialAirNSwitchStatusGround,ftMainSetStatus,call
0x020a4146,ftMarioSpecialNSwitchStatusAir,ftGetStruct,call
0x020a414c,ftMarioSpecialNSwitchStatusAir,mpCommonSetFighterAir,call
0x020a415e,ftMarioSpecialNSwitchStatusAir,ftMainSetStatus,call
0x020a4164,ftMarioSpecialNSwitchStatusAir,ftPhysicsClampAirVelXMax,call
0x020a4188,wpMarioFireballProcUpdate,wpMainDecLifeCheckExpire,call
0x020a41a8,wpMarioFireballProcUpdate,wpMainApplyGravityClampTVel,call
0x020a41be,wpMarioFireballProcUpdate,__aeabi_fadd,call
0x020a41d2,wpMarioFireballProcUpdate,efManagerDustExpandSmallMakeEffect,call
0x020a41e2,ndsMarioFireballProcUpdateProbe,wpMarioFireballProcUpdate,call
0x020a4208,ndsMarioFireballWallLimitSample.isra.0,__aeabi_i2f,call
0x020a4210,ndsMarioFireballWallLimitSample.isra.0,__aeabi_i2f,call
0x020a4216,ndsMarioFireballWallLimitSample.isra.0,__aeabi_fsub,call
0x020a421e,ndsMarioFireballWallLimitSample.isra.0,__aeabi_i2f,call
0x020a4226,ndsMarioFireballWallLimitSample.isra.0,__aeabi_i2f,call
0x020a4232,ndsMarioFireballWallLimitSample.isra.0,__aeabi_fcmpeq,call
0x020a4240,ndsMarioFireballWallLimitSample.isra.0,__aeabi_fsub,call
0x020a4246,ndsMarioFireballWallLimitSample.isra.0,__divsf3,call
0x020a4250,ndsMarioFireballWallLimitSample.isra.0,__aeabi_fsub,call
0x020a4258,ndsMarioFireballWallLimitSample.isra.0,__mulsf3,call
0x020a425e,ndsMarioFireballWallLimitSample.isra.0,__aeabi_fadd,call
0x020a4268,ndsMarioFireballWallLimitSample.isra.0,__aeabi_fsub,call
0x020a4272,ndsMarioFireballWallLimitSample.isra.0,__aeabi_fcmplt,call
0x020a4282,ndsMarioFireballWallLimitSample.isra.0,__aeabi_fcmpgt,call
0x020a4292,ndsMarioFireballWallLimitSample.isra.0,__aeabi_fcmple,call
0x020a429e,ndsMarioFireballWallLimitSample.isra.0,__aeabi_fsub,call
0x020a42a6,ndsMarioFireballWallLimitSample.isra.0,__aeabi_fcmple,call
0x020a42b2,ndsMarioFireballWallLimitSample.isra.0,__aeabi_fsub,call
0x020a42b8,ndsMarioFireballWallLimitSample.isra.0,__divsf3,call
0x020a42be,ndsMarioFireballWallLimitSample.isra.0,__mulsf3,call
0x020a42ce,ndsMarioFireballWallLimitSample.isra.0,__aeabi_fadd,call
0x020a42f4,ndsMarioFireballWallLimitSample.isra.0,__aeabi_fsub,call
0x020a42fc,ndsMarioFireballWallLimitSample.isra.0,__aeabi_fcmple,call
0x020a4314,ndsMarioFireballWallLimitSample.isra.0,__aeabi_fsub,call
0x020a4322,ndsMarioFireballWallLimitSample.isra.0,__aeabi_fcmplt,call
0x020a4330,ndsMarioFireballWallLimitSample.isra.0,__aeabi_fcmpgt,call
0x020a433e,ndsMarioFireballWallLimitSample.isra.0,__aeabi_fadd,call
0x020a4346,ndsMarioFireballWallLimitSample.isra.0,__mulsf3,call
0x020a4352,ndsMarioFireballWallLimitSample.isra.0,__aeabi_fsub,call
0x020a4358,ndsMarioFireballWallLimitSample.isra.0,__divsf3,call
0x020a435e,ndsMarioFireballWallLimitSample.isra.0,__mulsf3,call
0x020a438a,ndsMarioFireballWallLimit,__aeabi_fadd,call
0x020a4396,ndsMarioFireballWallLimit,__aeabi_fadd,call
0x020a43a2,ndsMarioFireballWallLimit,__aeabi_fadd,call
0x020a43ca,ndsMarioFireballWallLimit,__aeabi_i2f,call
0x020a43dc,ndsMarioFireballWallLimit,__aeabi_i2f,call
0x020a43ea,ndsMarioFireballWallLimit,__aeabi_fcmplt,call
0x020a43fc,ndsMarioFireballWallLimit,__aeabi_fcmpgt,call
0x020a440a,ndsMarioFireballWallLimit,__aeabi_fcmplt,call
0x020a4440,ndsMarioFireballWallLimit,ndsMarioFireballWallLimitSample.isra.0,call
0x020a4448,ndsMarioFireballWallLimit,__aeabi_fcmpeq,call
0x020a44a0,ndsMarioFireballWallLimit,ndsMarioFireballWallLimitSample.isra.0,call
0x020a44ac,ndsMarioFireballWallLimit,__aeabi_fcmplt,call
0x020a44b8,ndsMarioFireballWallLimit,__aeabi_fcmpgt,call
0x020a44e8,ndsMarioFireballWallLimit,ndsMarioFireballWallLimitSample.isra.0,call
0x020a4500,ndsMarioFireballProcReflectorProbe,__mulsf3,call
0x020a4504,ndsMarioFireballProcReflectorProbe,__fixsfsi,call
0x020a450e,ndsMarioFireballProcReflectorProbe,ftGetStruct,call
0x020a452c,ndsMarioFireballProcReflectorProbe,wpMainReflectorSetLR,call
0x020a4532,ndsMarioFireballProcReflectorProbe,wpMainVelSetModelPitch,call
0x020a4538,ndsMarioFireballProcReflectorProbe,ftGetStruct,call
0x020a454a,ndsMarioFireballProcReflectorProbe,__mulsf3,call
0x020a454e,ndsMarioFireballProcReflectorProbe,__fixsfsi,call
0x020a45dc,wpMarioFireballProcMap,__aeabi_fadd,call
0x020a45e8,wpMarioFireballProcMap,__aeabi_fadd,call
0x020a45fc,wpMarioFireballProcMap,__aeabi_fadd,call
0x020a4606,wpMarioFireballProcMap,__aeabi_fadd,call
0x020a4610,wpMarioFireballProcMap,__aeabi_fcmplt,call
0x020a461e,wpMarioFireballProcMap,__aeabi_fcmple,call
0x020a4630,wpMarioFireballProcMap,__aeabi_fcmpgt,call
0x020a463e,wpMarioFireballProcMap,__aeabi_fcmpge,call
0x020a4662,wpMarioFireballProcMap,ndsMarioFireballWallLimit,call
0x020a467e,wpMarioFireballProcMap,ndsMarioFireballWallLimit,call
0x020a468e,wpMarioFireballProcMap,__aeabi_fsub,call
0x020a4696,wpMarioFireballProcMap,__aeabi_fcmplt,call
0x020a46a8,wpMarioFireballProcMap,__aeabi_fsub,call
0x020a46b0,wpMarioFireballProcMap,__aeabi_fcmpge,call
0x020a46be,wpMarioFireballProcMap,__aeabi_fsub,call
0x020a46c6,wpMarioFireballProcMap,__divsf3,call
0x020a46d0,wpMarioFireballProcMap,__aeabi_fcmplt,call
0x020a46e0,wpMarioFireballProcMap,__aeabi_fcmpgt,call
0x020a4728,wpMarioFireballProcMap,ndsMarioFireballWallLimit,call
0x020a4742,wpMarioFireballProcMap,ndsMarioFireballWallLimit,call
0x020a4750,wpMarioFireballProcMap,__aeabi_fsub,call
0x020a4758,wpMarioFireballProcMap,__aeabi_fcmplt,call
0x020a476a,wpMarioFireballProcMap,__aeabi_fsub,call
0x020a4772,wpMarioFireballProcMap,__aeabi_fcmpge,call
0x020a4780,wpMarioFireballProcMap,__aeabi_fsub,call
0x020a4788,wpMarioFireballProcMap,__divsf3,call
0x020a4792,wpMarioFireballProcMap,__aeabi_fcmplt,call
0x020a47a2,wpMarioFireballProcMap,__aeabi_fcmpgt,call
0x020a47d4,wpMarioFireballProcMap,__aeabi_fsub,call
0x020a47da,wpMarioFireballProcMap,__aeabi_fcmpgt,call
0x020a47e8,wpMarioFireballProcMap,__aeabi_fcmpgt,call
0x020a47f6,wpMarioFireballProcMap,__aeabi_fcmplt,call
0x020a480e,wpMarioFireballProcMap,wpMapTestAll,call
0x020a482e,wpMarioFireballProcMap,wpMapCheckAllRebound,call
0x020a484a,wpMarioFireballProcMap,lbCommonMag2D,call
0x020a485a,wpMarioFireballProcMap,__aeabi_fcmplt,call
0x020a4866,wpMarioFireballProcMap,wpMainVelSetModelPitch,call
0x020a486e,wpMarioFireballProcMap,efManagerFireGrindMakeEffect,call
0x020a48b8,wpMarioFireballProcMap,__aeabi_fcmpgt,call
0x020a48c6,wpMarioFireballProcMap,__aeabi_fcmplt,call
0x020a48fa,wpMarioFireballProcMap,__aeabi_i2f,call
0x020a4908,wpMarioFireballProcMap,__aeabi_fcmpge,call
0x020a4914,wpMarioFireballProcMap,__aeabi_fcmplt,call
0x020a4920,wpMarioFireballProcMap,__aeabi_fsub,call
0x020a4928,wpMarioFireballProcMap,__aeabi_fcmpeq,call
0x020a4934,wpMarioFireballProcMap,__aeabi_fsub,call
0x020a493a,wpMarioFireballProcMap,__divsf3,call
0x020a4942,wpMarioFireballProcMap,__aeabi_fcmplt,call
0x020a4950,wpMarioFireballProcMap,__aeabi_fcmpgt,call
0x020a4960,wpMarioFireballProcMap,__aeabi_fsub,call
0x020a4966,wpMarioFireballProcMap,__mulsf3,call
0x020a496c,wpMarioFireballProcMap,__aeabi_fadd,call
0x020a4976,wpMarioFireballProcMap,__aeabi_i2f,call
0x020a497e,wpMarioFireballProcMap,__aeabi_fcmplt,call
0x020a498a,wpMarioFireballProcMap,__aeabi_i2f,call
0x020a4992,wpMarioFireballProcMap,__aeabi_fcmpgt,call
0x020a49a8,wpMarioFireballProcMap,__aeabi_fsub,call
0x020a49b8,wpMarioFireballProcMap,__aeabi_fsub,call
0x020a49c0,wpMarioFireballProcMap,__aeabi_fcmplt,call
0x020a4a9a,wpMarioFireballProcMap,efManagerDustExpandSmallMakeEffect,call
0x020a4aa4,wpMarioFireballProcMap,__aeabi_fcmple,call
0x020a4ab0,wpMarioFireballProcMap,__aeabi_fcmpge,call
0x020a4abe,wpMarioFireballProcMap,__aeabi_fcmple,call
0x020a4aca,wpMarioFireballProcMap,__aeabi_fcmpgt,call
0x020a4af4,wpMarioFireballProcMap,__aeabi_fsub,call
0x020a4afe,wpMarioFireballProcMap,__aeabi_fsub,call
0x020a4b06,wpMarioFireballProcMap,__divsf3,call
0x020a4b10,wpMarioFireballProcMap,__aeabi_fcmpgt,call
0x020a4b20,wpMarioFireballProcMap,__aeabi_fsub,call
0x020a4b26,wpMarioFireballProcMap,__mulsf3,call
0x020a4b2c,wpMarioFireballProcMap,__aeabi_fadd,call
0x020a4b34,wpMarioFireballProcMap,__aeabi_fcmplt,call
0x020a4b40,wpMarioFireballProcMap,__aeabi_fcmpgt,call
0x020a4b56,wpMarioFireballProcMap,__aeabi_fsub,call
0x020a4b5c,wpMarioFireballProcMap,__aeabi_fcmpgt,call
0x020a4b68,wpMarioFireballProcMap,__aeabi_fsub,call
0x020a4b70,wpMarioFireballProcMap,__aeabi_fcmplt,call
0x020a4b82,wpMarioFireballProcMap,__aeabi_fcmple,call
0x020a4b9a,wpMarioFireballProcMap,__aeabi_fcmpgt,call
0x020a4ba8,wpMarioFireballProcMap,__aeabi_fcmplt,call
0x020a4bd2,wpMarioFireballProcMap,__aeabi_fsub,call
0x020a4c94,wpMarioFireballProcMap,__aeabi_fcmpgt,call
0x020a4ca0,wpMarioFireballProcMap,__aeabi_fcmplt,call
0x020a4cce,wpMarioFireballProcMap,__aeabi_fcmple,call
0x020a4cdc,wpMarioFireballProcMap,__aeabi_fcmpgt,call
0x020a4d12,wpMarioFireballProcMap,__aeabi_fcmpgt,call
0x020a4d1e,wpMarioFireballProcMap,__aeabi_fcmplt,call
0x020a4d62,wpMarioFireballProcMap,__aeabi_fcmple,call
0x020a4d6e,wpMarioFireballProcMap,__aeabi_fcmpgt,call
0x020a4dce,wpMarioFireballProcMap,__aeabi_fcmple,call
0x020a4dda,wpMarioFireballProcMap,__aeabi_fcmpgt,call
0x020a4dfc,wpMarioFireballProcMap,__aeabi_fcmple,call
0x020a4e0a,wpMarioFireballProcMap,__aeabi_fcmpgt,call
0x020a4e2a,ndsMarioFireballProcMapProbe,wpMarioFireballProcMap,call
0x020a4e54,battleship_wpMarioFireballMakeWeapon,ftGetStruct,call
0x020a4e82,battleship_wpMarioFireballMakeWeapon,wpManagerMakeWeapon,call
0x020a4ebe,battleship_wpMarioFireballMakeWeapon,__cosf,call
0x020a4ec8,battleship_wpMarioFireballMakeWeapon,__aeabi_i2f,call
0x020a4ed2,battleship_wpMarioFireballMakeWeapon,__mulsf3,call
0x020a4eda,battleship_wpMarioFireballMakeWeapon,__mulsf3,call
0x020a4ee4,battleship_wpMarioFireballMakeWeapon,__sinf,call
0x020a4eec,battleship_wpMarioFireballMakeWeapon,__mulsf3,call
0x020a4f00,battleship_wpMarioFireballMakeWeapon,wpMainVelSetModelPitch,call
0x020a4f46,wpMarioFireballMakeWeapon,battleship_wpMarioFireballMakeWeapon,call
0x020a4fd6,wpMarioFireballMakeWeapon,__mulsf3,call
0x020a4fda,wpMarioFireballMakeWeapon,__fixunssfsi,call
0x020a4ff8,wpMarioFireballMakeWeapon,__mulsf3,call
0x020a5004,wpMarioFireballMakeWeapon,__mulsf3,call
0x020a5010,wpMarioFireballMakeWeapon,__mulsf3,call
0x020a501c,wpMarioFireballMakeWeapon,__mulsf3,call
0x020a510a,ftMarioSpecialNProcAccessory,ftGetStruct,call
0x020a5130,ftMarioSpecialNProcAccessory,gmCollisionGetFighterPartsWorldPosition,call
0x020a514c,ftMarioSpecialNProcAccessory,wpMarioFireballMakeWeapon,call
0x020a5168,ftMarioSpecialNProcUpdate,ftAnimEndCheckSetStatus,call
0x020a5178,ftMarioSpecialNProcMap,mpCommonProcFighterOnEdge,call
0x020a5188,ftMarioSpecialAirNProcMap,mpCommonProcFighterLanding,call
0x020a51a6,ftMarioSpecialNSetStatus,ftMainSetStatus,call
0x020a51ac,ftMarioSpecialNSetStatus,ftMainPlayAnimEventsAll,call
0x020a51b2,ftMarioSpecialNSetStatus,ftGetStruct,call
0x020a51e2,ftMarioSpecialAirNSetStatus,ftMainSetStatus,call
0x020a51e8,ftMarioSpecialAirNSetStatus,ftMainPlayAnimEventsAll,call
0x020a51ee,ftMarioSpecialAirNSetStatus,ftGetStruct,call
0x020a5218,wpFoxBlasterProcUpdate,__aeabi_fcmplt,call
0x020a5224,wpFoxBlasterProcUpdate,__aeabi_fadd,call
0x020a522c,wpFoxBlasterProcUpdate,__aeabi_fcmpgt,call
0x020a5252,wpFoxBlasterProcReflector,ftGetStruct,call
0x020a525a,wpFoxBlasterProcReflector,wpMainReflectorSetLR,call
0x020a5264,wpFoxBlasterProcReflector,syUtilsArcTan2,call
0x020a527c,ndsFoxBlasterProcReflectorBore,wpFoxBlasterProcReflector,call
0x020a52a8,ndsFoxBlasterProcDisplay,wpDisplayMain,call
0x020a52b8,wpFoxBlasterProcMap,wpMapTestAllCheckCollEnd,call
0x020a52c6,wpFoxBlasterProcMap,efManagerFoxBlasterGlowMakeEffect,call
0x020a52d6,wpFoxBlasterProcHit,efManagerFoxBlasterGlowMakeEffect,call
0x020a52f0,wpFoxBlasterProcHop,__aeabi_fadd,call
0x020a5300,wpFoxBlasterProcHop,syVectorRotateAbout3D,call
0x020a530a,wpFoxBlasterProcHop,syUtilsArcTan2,call
0x020a531a,wpFoxBlasterProcHop,efManagerFoxBlasterGlowMakeEffect,call
0x020a5330,battleship_wpFoxBlasterMakeWeapon,wpManagerMakeWeapon,call
0x020a533e,battleship_wpFoxBlasterMakeWeapon,__aeabi_i2f,call
0x020a5344,battleship_wpFoxBlasterMakeWeapon,__mulsf3,call
0x020a5350,battleship_wpFoxBlasterMakeWeapon,syUtilsArcTan2,call
0x020a5358,battleship_wpFoxBlasterMakeWeapon,efManagerFoxBlasterGlowMakeEffect,call
0x020a5372,wpFoxBlasterMakeWeapon,battleship_wpFoxBlasterMakeWeapon,call
0x020a53c6,ftFoxSpecialNProcUpdate,ftGetStruct,call
0x020a53d8,ftFoxSpecialNProcUpdate,__aeabi_fcmple,call
0x020a53f8,ftFoxSpecialNProcUpdate,gmCollisionGetFighterPartsWorldPosition,call
0x020a5400,ftFoxSpecialNProcUpdate,wpFoxBlasterMakeWeapon,call
0x020a5408,ftFoxSpecialNProcUpdate,__aeabi_fcmple,call
0x020a5412,ftFoxSpecialNProcUpdate,mpCommonSetFighterWaitOrFall,call
0x020a5428,ftFoxSpecialNProcInterrupt,ftGetStruct,call
0x020a545e,ftFoxSpecialNProcInterrupt,ftMainSetStatus,call
0x020a5464,ftFoxSpecialNProcInterrupt,ftMainPlayAnimEventsAll,call
0x020a546a,ftFoxSpecialNProcInterrupt,ftGetStruct,call
0x020a547a,ftFoxSpecialNProcInterrupt,ftParamSetMotionID,call
0x020a5484,ftFoxSpecialNProcInterrupt,ftParamSetStatUpdate,call
0x020a548c,ftFoxSpecialNProcInterrupt,ftParamUpdate1PGameAttackStats,call
0x020a54a2,ftFoxSpecialNProcInterrupt,ftMainSetStatus,call
0x020a54a8,ftFoxSpecialNProcInterrupt,ftMainPlayAnimEventsAll,call
0x020a54ae,ftFoxSpecialNProcInterrupt,ftGetStruct,call
0x020a54d6,ftFoxSpecialNSetStatus,ftMainSetStatus,call
0x020a54dc,ftFoxSpecialNSetStatus,ftMainPlayAnimEventsAll,call
0x020a54e2,ftFoxSpecialNSetStatus,ftGetStruct,call
0x020a5506,ftFoxSpecialAirNSetStatus,ftMainSetStatus,call
0x020a550c,ftFoxSpecialAirNSetStatus,ftMainPlayAnimEventsAll,call
0x020a5512,ftFoxSpecialAirNSetStatus,ftGetStruct,call
0x020a5658,efManagerDefaultProcUpdate,__aeabi_fadd,call
0x020a5662,efManagerDefaultProcUpdate,__aeabi_fadd,call
0x020a567a,efManagerDustLightProcUpdate,__aeabi_fadd,call
0x020a5686,efManagerDustLightProcUpdate,__aeabi_fadd,call
0x020a569a,efManagerDustLightProcUpdate,__aeabi_fadd,call
0x020a56a4,efManagerDustLightProcUpdate,__aeabi_fadd,call
0x020a58dc,efDisplayZPerspXLUProcDisplay,lbParticleDrawTextures,call
0x020a59a8,efDisplayZPerspCLDProcDisplay,lbParticleDrawTextures,call
0x020a5a74,efDisplayZPerspAAXLUProcDisplay,lbParticleDrawTextures,call
0x020a5bb0,efManagerShieldProcDisplay,gcDrawDObjTreeDLLinksForGObj,call
0x020a5bc8,efManagerNoStructProcUpdate,gcPlayAnimAll,call
0x020a5bd0,efManagerNoStructProcUpdate,__aeabi_fcmple,call
0x020a5bdc,efManagerNoStructProcUpdate,gcEjectGObj,call
