site_pc,caller,callee,kind
0x02001030,__ds9_bootstub_trampoline,__libc_init_array,call
0x020010b0,crt0ProcessLoadList,crt0CopyMem32,call
0x020010cc,crt0ProcessLoadList,crt0FillMem32,call
0x020010ec,crt0Startup,crt0SetupMPU,call
0x020010fc,crt0Startup,crt0CopyMem32,call
0x0200114c,crt0Startup,crt0ProcessLoadList,call
0x02001150,crt0Startup,armDCacheFlushAll,call
0x02001154,crt0Startup,armICacheInvalidateAll,call
0x020011a0,crt0Startup,_threadInit,call
0x020011a4,crt0Startup,_pxiInit,call
0x020011a8,crt0Startup,systemStartup,call
0x020011e8,crt0Startup,crt0ProcessLoadList,call
0x020011f0,crt0Startup,crt0ProcessLoadList,call
0x020011f4,crt0Startup,armDCacheFlushAll,call
0x020011f8,crt0Startup,armICacheInvalidateAll,call
0x01ff8800,ndsRendererRecordTextureState,ndsRendererSyncTextureTile,tail
0x01ff8910,ndsRendererRecordSetTile,ndsRendererSyncTextureTile,tail
0x01ff892c,ndsRendererRecordSetTile,ndsRendererSyncTextureTile,tail
0x01ff8948,ndsRendererRecordSetTile,ndsRendererSyncTextureTile,tail
0x01ff89fc,ndsRendererRecordSetTileSize,ndsRendererSyncTextureTile,tail
0x01ff8cb0,ndsRendererRecordLoadBlock,ndsRendererCaptureTextureLoad.part.0,tail
0x01ff8df0,ndsRendererTask36ReplayRun,ndsRendererNativeStageBeginRun.part.0,call
0x01ff8f54,ndsRendererTask36ReplayRun,ndsEffectPacketRecord,call
0x01ff8f6c,ndsRendererTask36ReplayRun,ndsRendererTask36ReplayRecord,call
0x01ff9198,ndsRendererHardwareSubmitVertex,ndsEffectPacketRecord,call
0x01ff92bc,ndsRendererHardwareSubmitVertex,ndsEffectPacketRecord,call
0x01ff92dc,ndsRendererHardwareSubmitVertex,ndsRendererHardwareClipVertex,tail
0x01ff9338,ndsRendererHardwareSubmitVertex,ndsRendererTask36ReplayRecord,call
0x01ff935c,ndsRendererHardwareSubmitVertex,ndsEffectPacketRecord,call
0x01ff93a8,ndsRendererHardwareSubmitVertex,ndsRendererHardwarePackedVertexColor,call
0x01ff93d4,ndsRendererHardwareSubmitVertex,ndsRendererTask36ReplayRecord,call
0x01ff949c,ndsRendererHardwareSubmitVertex,ndsRendererTask36ReplayRecord,call
0x01ff9528,ndsRendererHardwareSubmitVertex,ndsRendererHardwareClipVertexNdcDepth,tail
0x01ff9a1c,ndsRendererMtxLoadN64ToDS20p12,memset,call
0x01ff9b44,ndsRendererNativeApplyStateDelta,ndsRendererApplyMatrixMoveWordCommand.part.0,tail
0x01ff9b5c,ndsRendererNativeApplyStateDelta,ndsRendererRecordOtherMode,tail
0x01ff9ba4,ndsRendererNativeApplyStateDelta,ndsRendererRecordTextureState,tail
0x01ff9c40,ndsRendererNativeApplyStateDelta,ndsRendererRecordSetTile,tail
0x01ff9c98,ndsRendererNativeApplyStateDelta,ndsRendererRecordLoadBlock,tail
0x01ff9cac,ndsRendererNativeApplyStateDelta,ndsRendererRecordSetTileSize,tail
0x01ff9d84,ndsRendererNativeApplyStateSpan,ndsRendererNativeApplyStateDelta,call
0x01ff9d94,ndsRendererNativeApplyStateSpan,ndsRendererHardwareEndBatch.part.0,call
0x01ffa068,ndsRendererSubmitHardwareTriangle,ndsRendererEnsureTransformedVertex.part.0,call
0x01ffa084,ndsRendererSubmitHardwareTriangle,ndsRendererEnsureTransformedVertex.part.0,call
0x01ffa0a0,ndsRendererSubmitHardwareTriangle,ndsRendererEnsureTransformedVertex.part.0,call
0x01ffa18c,ndsRendererSubmitHardwareTriangle,ndsRendererHardwareColorSource,call
0x01ffa198,ndsRendererSubmitHardwareTriangle,ndsRendererHardwareUseMaterialColor,call
0x01ffa1a4,ndsRendererSubmitHardwareTriangle,ndsRendererHardwareUseVertexColor,call
0x01ffa1bc,ndsRendererSubmitHardwareTriangle,ndsRendererHardwareAlpha,call
0x01ffa1c8,ndsRendererSubmitHardwareTriangle,ndsRendererHardwareAlphaUsesVertex,call
0x01ffa1f0,ndsRendererSubmitHardwareTriangle,ndsRendererHardwarePolyFmt,call
0x01ffa4a8,ndsRendererSubmitHardwareTriangle,ndsRendererHardwareAlpha,call
0x01ffa51c,ndsRendererSubmitHardwareTriangle,ndsRendererLoadHardwareRawComposedMatrix,call
0x01ffa568,ndsRendererSubmitHardwareTriangle,ndsRendererHardwareBeginTriangleBatch,call
0x01ffa5b8,ndsRendererSubmitHardwareTriangle,ndsRendererHardwareSubmitVertex,call
0x01ffa5cc,ndsRendererSubmitHardwareTriangle,ndsRendererHardwareSubmitVertex,call
0x01ffa5e0,ndsRendererSubmitHardwareTriangle,ndsRendererHardwareSubmitVertex,call
0x01ffa6c4,ndsRendererSubmitHardwareTriangle,ndsRendererHardwarePolyFmt,call
0x01ffa6f0,ndsRendererSubmitHardwareTriangle,ndsRendererHardwareUseTexture,call
0x01ffa978,ndsRendererSubmitHardwareTriangle,ndsRendererHardwareTextureImplicitStateOn,call
0x01ffa9a0,ndsRendererSubmitHardwareTriangle,ndsRendererHardwareResolveOrBindTexture,call
0x01ffaa70,ndsRendererSubmitHardwareTriangle,ndsRendererLoadHardwareMatrices,call
0x01ffaab8,ndsRendererSubmitHardwareTriangle,ndsRendererLoadHardwareMatrices,call
0x01ffaac0,ndsRendererSubmitHardwareTriangle,cpuGetTiming,call
0x01ffaadc,ndsRendererSubmitHardwareTriangle,ndsRendererHardwareResolveOrBindTexture,call
0x01ffaae4,ndsRendererSubmitHardwareTriangle,cpuGetTiming,call
0x01ffab48,ndsRendererSubmitHardwareTriangle,ndsRendererHardwareSubmitNearClippedTriangle,call
0x01ffade8,ndsRendererScanList,ndsRendererResolveDataPointer,call
0x01ffadf8,ndsRendererScanList,ndsRendererMtxLoadN64ToDS20p12,call
0x01ffae68,ndsRendererScanList,ndsRendererComposeMatrix,call
0x01ffb004,ndsRendererScanList,ndsRendererTask36ReplayRecord,call
0x01ffb020,ndsRendererScanList,ndsEffectPacketRecord,call
0x01ffb100,ndsRendererScanList,ndsRendererRecordOtherMode,call
0x01ffb154,ndsRendererScanList,ndsRendererSubmitHardwareTriangle,call
0x01ffb178,ndsRendererScanList,ndsRendererSubmitHardwareTriangle,call
0x01ffb1c8,ndsRendererScanList,ndsRendererExecuteFastRawCurrentRun.constprop.0,call
0x01ffb248,ndsRendererScanList,ndsRendererRecordSetTile,call
0x01ffb328,ndsRendererScanList,ndsRendererCaptureTextureLoad.part.0,call
0x01ffb3cc,ndsRendererScanList,ndsRendererApplyMatrixMoveWordCommand.part.0,call
0x01ffb5ac,ndsRendererScanList,ndsRendererCaptureTextureLoad.part.0,call
0x01ffb61c,ndsRendererScanList,ndsRendererRecordSetTileSize,call
0x01ffb854,ndsRendererScanList,ndsRendererHardwarePrepareLitDirection,call
0x01ffb8a0,ndsRendererScanList,ndsRendererDecodeInputVertex.part.0,call
0x01ffbcb0,ndsRendererScanList,ndsRendererSyncTextureTile,call
0x01ffbf84,ndsRendererScanList,ndsRendererScanList,call
0x01ffbfdc,ndsRendererScanList,cpuGetTiming,call
0x01ffc054,ndsRendererScanList,ndsRendererSubmitHardwareTriangle,call
0x01ffc078,ndsRendererScanList,ndsRendererSubmitHardwareTriangle,call
0x01ffc124,ndsRendererScanList,ndsRendererRecordTransformedTriangle,call
0x01ffc134,ndsRendererScanList,ndsRendererRecordTransformedTriangle,call
0x01ffc13c,ndsRendererScanList,cpuGetTiming,call
0x01ffc168,ndsRendererScanList,cpuGetTiming,call
0x01ffc19c,ndsRendererScanList,cpuGetTiming,call
0x01ffc1a8,ndsRendererScanList,cpuGetTiming,call
0x01ffc1e0,ndsRendererScanList,ndsRendererSubmitHardwareTriangle,call
0x01ffc1f0,ndsRendererScanList,cpuGetTiming,call
0x01ffc228,ndsRendererScanList,cpuGetTiming,call
0x01ffc240,ndsRendererScanList,ndsRendererRecordTransformedTriangle,call
0x01ffc248,ndsRendererScanList,cpuGetTiming,call
0x01ffc274,ndsRendererScanList,cpuGetTiming,call
0x01ffc294,ndsRendererScanList,cpuGetTiming,call
0x01ffc2c8,ndsRendererScanList,cpuGetTiming,call
0x01ffc2d4,ndsRendererScanList,cpuGetTiming,call
0x01ffc2ec,ndsRendererScanList,ndsRendererRecordTransformedTriangle,call
0x01ffc2fc,ndsRendererScanList,ndsRendererRecordTransformedTriangle,call
0x01ffc380,ndsRendererScanList,ndsRendererHardwareGetLightShadeLut,call
0x01ffc3bc,ndsRendererScanList,ndsRendererDecodeInputVertex.part.0,call
0x01ffc530,ndsRendererScanList,ndsRendererResolveDataPointer,call
0x01ffc5e8,ndsRendererScanList,ndsRendererInitMatrixWordRaw,call
0x01ffc604,ndsRendererScanList,ndsRendererAcquireCurrentMatrixSnapshot,call
0x01ffc624,ndsRendererScanList,ndsRendererMtxMul20p12,call
0x01ffc62c,ndsRendererScanList,cpuGetTiming,call
0x01ffc644,ndsRendererScanList,ndsRendererRecordTransformedTriangle,call
0x01ffc660,ndsRendererScanList,ndsRendererTransformCachedVertex,call
0x01ffc6a8,ndsRendererScanList,ndsRendererDecodeInputVertex.part.0,call
0x01ffc7c8,ndsRendererScanList,ndsRendererTransformCachedVertex,call
0x01ffc990,ndsRendererScanList,ndsRendererScanList,call
0x01ffcc44,ndsRendererNativeEmitProductionCrossRun.constprop.0,ndsRendererTask36ReplayRecord,call
0x01ffccdc,ndsRendererNativeEmitProductionCrossRun.constprop.0,ndsEffectPacketRecord,call
0x01ffccf4,ndsRendererNativeEmitProductionCrossRun.constprop.0,ndsRendererTask36ReplayRecord,call
0x01ffcd9c,ndsRendererNativeEmitProductionCrossRun.constprop.0,ndsEffectPacketRecord,call
0x01ffcdf0,ndsRendererNativeEmitProductionCrossRun.constprop.0,ndsEffectPacketRecord,call
0x01ffce08,ndsRendererNativeEmitProductionCrossRun.constprop.0,ndsRendererTask36ReplayRecord,call
0x01ffcf9c,ndsRendererNativeEmitProductionPrimitiveGroups,ndsRendererTask36ReplayRecord,call
0x01ffcfc4,ndsRendererNativeEmitProductionPrimitiveGroups,ndsEffectPacketRecord,call
0x01ffd008,ndsRendererNativeEmitProductionPrimitiveGroups,ndsEffectPacketRecord,call
0x01ffd020,ndsRendererNativeEmitProductionPrimitiveGroups,ndsRendererTask36ReplayRecord,call
0x01ffd174,ndsRendererNativeShadeProductionActions.constprop.0.isra.0,ndsRendererR2MaterialColor15,call
0x01ffd18c,ndsRendererNativeShadeProductionActions.constprop.0.isra.0,ndsRendererR2MaterialColor15,call
0x01ffd228,ndsRendererNativeShadeProductionActions.constprop.0.isra.0,ndsEffectPacketRecord,call
0x01ffd240,ndsRendererNativeShadeProductionActions.constprop.0.isra.0,ndsRendererTask36ReplayRecord,call
0x01ffd250,ndsRendererNativeShadeProductionActions.constprop.0.isra.0,ndsRendererR2WriteLightVector,call
0x01ffd4ac,ndsRendererNativePrepareProductionRun,ndsRendererHardwareResolveOrBindTexture,call
0x01ffd6d4,ndsRendererNativePrepareProductionRun,ndsRendererHardwareResolveOrBindTexture,call
0x01ffd9c4,ndsRendererNativePrepareProductionRun,ndsRendererHardwareResolveOrBindTexture,call
0x01ffd9dc,ndsRendererNativePrepareProductionRun,cpuGetTiming,call
0x01ffd9fc,ndsRendererNativePrepareProductionRun,ndsRendererHardwareResolveOrBindTexture,call
0x01ffda04,ndsRendererNativePrepareProductionRun,cpuGetTiming,call
0x01ffdc10,ndsRendererNativePrepareProductionRun,cpuGetTiming,call
0x01ffdc2c,ndsRendererNativePrepareProductionRun,ndsRendererHardwareResolveOrBindTexture,call
0x01ffdc34,ndsRendererNativePrepareProductionRun,cpuGetTiming,call
0x01ffdc9c,ndsRendererNativePrepareProductionRun,ndsRendererR2RunTextureMemoApply.constprop.0,call
0x01ffdd10,ndsRendererNativePrepareProductionRun,ndsRendererHardwareEndBatch.part.0,call
0x01ffdd28,ndsRendererNativePrepareProductionRun,ndsRendererR2RunTextureMemoFill,call
0x01ffdde4,ndsRendererNativePrepareProductionRun,ndsRendererTask36ReplayRecord,call
0x01ffddfc,ndsRendererNativePrepareProductionRun,ndsEffectPacketRecord,call
0x01ffde20,ndsRendererNativePrepareProductionRun,ndsEffectPacketRecord,call
0x01ffde34,ndsRendererNativePrepareProductionRun,ndsEffectPacketRecord,call
0x01ffde88,ndsRendererNativePrepareProductionRun,cpuGetTiming,call
0x01ffdea8,ndsRendererNativePrepareProductionRun,ndsRendererHardwareResolveOrBindTexture,call
0x01ffdeb0,ndsRendererNativePrepareProductionRun,cpuGetTiming,call
0x01ffdf00,ndsRendererNativePrepareProductionRun,ndsEffectPacketRecord,call
0x01ffdf14,ndsRendererNativePrepareProductionRun,ndsRendererTask36ReplayRecord,call
0x01ffdf30,ndsRendererNativePrepareProductionRun,ndsRendererTask36ReplayRecord,call
0x01ffdf60,ndsRendererNativePrepareProductionRun,ndsRendererTask36ReplayRecord,call
0x01ffdf68,ndsRendererNativePrepareProductionRun,ndsRendererHardwareBindNoTexture.constprop.0,call
0x01ffdf8c,ndsRendererNativePrepareProductionRun,ndsEffectPacketRecord,call
0x01ffdfac,ndsRendererNativePrepareProductionRun,ndsRendererTask36ReplayRecord,call
0x01ffdfc8,ndsRendererNativePrepareProductionRun,ndsEffectPacketRecord,call
0x01ffdfe0,ndsRendererNativePrepareProductionRun,ndsRendererTask36ReplayRecord,call
0x01ffe308,ndsRendererExecuteNativeFighterOwnerProduction,ndsRendererR2BuildDenseNormals,call
0x01ffe36c,ndsRendererExecuteNativeFighterOwnerProduction,ndsRendererNativeApplyProductionPreamble,call
0x01ffe41c,ndsRendererExecuteNativeFighterOwnerProduction,ndsRendererLoadHardwareSplitMatrices,call
0x01ffe458,ndsRendererExecuteNativeFighterOwnerProduction,ndsRendererNativeApplyRootLightPreamble.isra.0,call
0x01ffe528,ndsRendererExecuteNativeFighterOwnerProduction,ndsRendererNativeApplyStateDelta,call
0x01ffe574,ndsRendererExecuteNativeFighterOwnerProduction,ndsRendererNativeApplyMaterial.part.0,call
0x01ffe618,ndsRendererExecuteNativeFighterOwnerProduction,ndsRendererNativeApplyStateDelta,call
0x01ffe644,ndsRendererExecuteNativeFighterOwnerProduction,ndsRendererNativeShadeProductionActions.constprop.0.isra.0,call
0x01ffe6a0,ndsRendererExecuteNativeFighterOwnerProduction,ndsRendererNativePrepareProductionRun,call
0x01ffe6c4,ndsRendererExecuteNativeFighterOwnerProduction,ndsRendererNativeEmitProductionPrimitiveGroups,call
0x01ffe7e4,ndsRendererExecuteNativeFighterOwnerProduction,ndsRendererNativeEmitProductionCrossRun.constprop.0,call
0x01ffe8dc,ndsRendererExecuteNativeFighterOwnerProduction,ndsRendererNativeApplyStateDelta,call
0x01ffe9d0,ndsRendererExecuteNativeFighterOwnerProduction,ndsRendererNativePrepareProductionRun,call
0x01ffe9f4,ndsRendererExecuteNativeFighterOwnerProduction,ndsRendererNativeEmitProductionPrimitiveGroups,call
0x01ffea80,ndsRendererExecuteNativeFighterOwnerProduction,ndsEffectPacketRecord,call
0x01ffea90,ndsRendererExecuteNativeFighterOwnerProduction,ndsRendererHardwareEndBatch.part.0,call
0x01ffeaa8,ndsRendererExecuteNativeFighterOwnerProduction,ndsRendererHardwareEndBatch.part.0,call
0x01ffebfc,ndsRendererExecuteNativeFighterOwnerProduction,ndsRendererTask36ReplayRecord,call
0x01ffec10,ndsRendererExecuteNativeFighterOwnerProduction,ndsEffectPacketRecord,call
0x01ffec24,ndsRendererExecuteNativeFighterOwnerProduction,ndsRendererTask36ReplayRecord,call
0x01ffedf4,ndsRendererExecuteNativeFighterOwnerProduction,ndsRendererHardwareEndBatch.part.0,call
0x01ffee08,ndsRendererExecuteNativeFighterOwnerProduction,ndsEffectPacketRecord,call
0x01ffee1c,ndsRendererExecuteNativeFighterOwnerProduction,ndsRendererTask36ReplayRecord,call
0x01ffeeca,ndsFTParamsInvalidateFighterParts,ndsFTParamsInvalidateFighterParts,call
0x01fff812,__ieee754_sqrtf,__aeabi_fsub,call
0x01fff81c,__ieee754_sqrtf,__aeabi_fcmple,call
0x01fff828,__ieee754_sqrtf,__aeabi_fadd,call
0x01fff832,__ieee754_sqrtf,__aeabi_fcmplt,call
0x01fff856,__ieee754_sqrtf,__mulsf3,call
0x01fff85c,__ieee754_sqrtf,__aeabi_fadd,call
0x01fff868,__ieee754_sqrtf,__aeabi_fsub,call
0x01fff86e,__ieee754_sqrtf,__divsf3,call
0x01fff8e0,threadSwitchTo,armContextSave,call
0x01fff8f8,threadSwitchTo,armContextLoad,call
0x01fff9bc,threadBlock,threadSwitchTo,call
0x01fffaa0,threadUnblockOneByValue,threadSwitchTo,tail
0x01fffbd8,threadUnblockAllByValue,threadSwitchTo,tail
0x01fffcc8,threadUnblockAllByMask,threadSwitchTo,tail
0x01fffda0,armDCacheFlushAll,armDrainWriteBuffer,tail
0x01fffdbc,armDCacheFlush,armDrainWriteBuffer,tail
0x01fffdf8,__arm_excpt_und,__excpt_entry,tail
0x01fffec4,__arm_excpt_irq,threadUnblockAllByMask,call
0x02001422,gcPlayDObjAnimJoint,__aeabi_fadd,call
0x020014aa,gcPlayDObjAnimJoint,ndsR2AnimValueQ,call
0x020014d6,gcPlayDObjAnimJoint,__aeabi_fcmple,call
0x02001506,gcPlayDObjAnimJoint,ndsR2CubicValueFixed,call
0x02001512,gcPlayDObjAnimJoint,__mulsf3,call
0x02001518,gcPlayDObjAnimJoint,__aeabi_fadd,call
0x02001586,gcPlayDObjAnimJoint,syInterpCubic,call
0x02001670,gcRunGObjProcess,osStartThread,call
0x0200167a,gcRunGObjProcess,osRecvMesg,call
0x02001696,gcRunGObjProcess,gcEjectGObj,call
0x020016a0,gcRunGObjProcess,gcEndGObjProcess,call
0x020016c2,gcRunAll,cpuGetTiming,call
0x020016c8,gcRunAll,ndsBaseGcRunAll,call
0x020016cc,gcRunAll,cpuGetTiming,call
0x02001722,ndsBaseFTComputerProcessAll,ftGetStruct,call
0x02001750,ndsBaseFTComputerProcessAll,ftComputerUpdateInputs.part.0,call
0x02001758,ndsBaseFTComputerProcessAll,ftComputerProcessTrait,call
0x0200175e,ndsBaseFTComputerProcessAll,ftComputerProcessBehavior,call
0x02001764,ndsBaseFTComputerProcessAll,ftComputerProcessObjective,call
0x02001774,battleship_ftMainProcSearchHitAll,ftGetStruct,call
0x02001792,battleship_ftMainProcSearchHitAll,battleship_ftMainSearchHitFighter,call
0x02001798,battleship_ftMainProcSearchHitAll,battleship_ftMainSearchHitItem,call
0x0200179e,battleship_ftMainProcSearchHitAll,battleship_ftMainSearchHitWeapon,call
0x020017a4,battleship_ftMainProcSearchHitAll,battleship_ftMainSearchGroundHit,call
0x020017b0,battleship_ftMainProcSearchHitAll,battleship_ftMainProcessHitCollisionStatsMain,call
0x020017c0,battleship_ftMainProcSearchCatch,ftGetStruct,call
0x020017c8,battleship_ftMainProcSearchCatch,battleship_ftMainSearchHitHazard,call
0x020017de,battleship_ftMainProcSearchCatch,battleship_ftMainSearchFighterCatch,call
0x02001808,battleship_ftMainProcPhysicsMapDefault,ftGetStruct,call
0x02001840,battleship_ftMainProcPhysicsMapDefault,ftMainProcPhysicsMap,call
0x02001850,battleship_ftMainProcPhysicsMapCapture,ftGetStruct,call
0x02001868,battleship_ftMainProcPhysicsMapCapture,ftMainProcPhysicsMap,call
0x020018a4,battleship_ftMainProcUpdateInterrupt,ftGetStruct,call
0x020018e4,battleship_ftMainProcUpdateInterrupt,ftKeyProcessKeyEvents,call
0x02001a3e,battleship_ftMainProcUpdateInterrupt,ftMainPlayAnim,call
0x02001a44,battleship_ftMainProcUpdateInterrupt,ftMainUpdateMotionEventsAll,call
0x02001a4a,battleship_ftMainProcUpdateInterrupt,ftGetStruct,call
0x02001a64,battleship_ftMainProcUpdateInterrupt,ftParamResetStatUpdateColAnim,call
0x02001a78,battleship_ftMainProcUpdateInterrupt,ftMainUpdateColAnim,call
0x02001c2a,battleship_ftMainProcUpdateInterrupt,ftGetStruct,call
0x02001c62,battleship_ftMainProcUpdateInterrupt,__aeabi_i2f,call
0x02001c6c,battleship_ftMainProcUpdateInterrupt,__mulsf3,call
0x02001c74,battleship_ftMainProcUpdateInterrupt,__aeabi_fadd,call
0x02001c7c,battleship_ftMainProcUpdateInterrupt,__aeabi_i2f,call
0x02001c86,battleship_ftMainProcUpdateInterrupt,__mulsf3,call
0x02001c8e,battleship_ftMainProcUpdateInterrupt,__aeabi_fadd,call
0x02001c96,battleship_ftMainProcUpdateInterrupt,__aeabi_fsub,call
0x02001ca6,battleship_ftMainProcUpdateInterrupt,__aeabi_fadd,call
0x02001cb0,battleship_ftMainProcUpdateInterrupt,__aeabi_fcmplt,call
0x02001cbe,battleship_ftMainProcUpdateInterrupt,__aeabi_fcmplt,call
0x02001cce,battleship_ftMainProcUpdateInterrupt,__aeabi_fcmpeq,call
0x02001cdc,battleship_ftMainProcUpdateInterrupt,__aeabi_fadd,call
0x02001cea,battleship_ftMainProcUpdateInterrupt,__aeabi_fsub,call
0x02001cf2,battleship_ftMainProcUpdateInterrupt,__aeabi_fcmpeq,call
0x02001d00,battleship_ftMainProcUpdateInterrupt,__aeabi_fadd,call
0x02001d1a,battleship_ftMainProcUpdateInterrupt,ftParamResetStatUpdateColAnim,call
0x02001dbc,battleship_ftMainProcUpdateInterrupt,ftParamResetStatUpdateColAnim,call
0x02001dc8,battleship_ftMainProcUpdateInterrupt,ftParamTryUpdateItemMusic,call
0x02001dd6,battleship_ftMainProcUpdateInterrupt,func_800269C0_275C0,call
0x02001e2e,battleship_ftMainProcUpdateInterrupt,ftComputerProcessAll,call
0x02001e36,battleship_ftMainProcUpdateInterrupt,ftHammerUpdateStats,call
0x02001e48,battleship_ftMainProcUpdateInterrupt,ftParamResetStatUpdateColAnim,call
0x02001e50,battleship_ftMainProcUpdateInterrupt,ftParamResetStatUpdateColAnim,call
0x02001f26,battleship_ftMainProcUpdateInterrupt,__aeabi_fcmpeq,call
0x02001f34,battleship_ftMainProcUpdateInterrupt,__aeabi_fcmplt,call
0x02001f84,battleship_ftMainProcUpdateInterrupt,__aeabi_i2f,call
0x02001f8c,battleship_ftMainProcUpdateInterrupt,__mulsf3,call
0x02001f90,battleship_ftMainProcUpdateInterrupt,__fixsfsi,call
0x02001f9e,battleship_ftMainProcUpdateInterrupt,__aeabi_i2f,call
0x02001fa6,battleship_ftMainProcUpdateInterrupt,__mulsf3,call
0x02001faa,battleship_ftMainProcUpdateInterrupt,__fixsfsi,call
0x02001ff0,battleship_ftMainProcUpdateInterrupt,__aeabi_fcmplt,call
0x02001ffe,battleship_ftMainProcUpdateInterrupt,__aeabi_fsub,call
0x0200200c,battleship_ftMainProcUpdateInterrupt,__aeabi_fsub,call
0x02002014,battleship_ftMainProcUpdateInterrupt,__aeabi_fcmpeq,call
0x02002030,battleship_ftMainProcUpdateInterrupt,__aeabi_fsub,call
0x02002046,battleship_ftMainProcUpdateInterrupt,__aeabi_fsub,call
0x02002050,battleship_ftMainProcUpdateInterrupt,__aeabi_fcmpeq,call
0x02002066,battleship_ftMainProcUpdateInterrupt,__aeabi_fcmplt,call
0x02002072,battleship_ftMainProcUpdateInterrupt,__aeabi_fadd,call
0x0200207e,battleship_ftMainProcUpdateInterrupt,__aeabi_fadd,call
0x02002088,battleship_ftMainProcUpdateInterrupt,__aeabi_fcmpeq,call
0x02002118,ftComputerProcessAll,ftGetStruct,call
0x0200211e,ftComputerProcessAll,cpuGetTiming,call
0x02002134,ftComputerProcessAll,ndsBaseFTComputerProcessAll,call
0x02002138,ftComputerProcessAll,cpuGetTiming,call
0x0200217e,ftMainProcPhysicsMap,ftGetStruct,call
0x020021c6,ftMainProcPhysicsMap,__aeabi_fcmpeq,call
0x020021e4,ftMainProcPhysicsMap,__aeabi_fcmpeq,call
0x02002206,ftMainProcPhysicsMap,__mulsf3,call
0x0200220e,ftMainProcPhysicsMap,__mulsf3,call
0x02002218,ftMainProcPhysicsMap,__aeabi_fcmplt,call
0x02002224,ftMainProcPhysicsMap,__aeabi_fsub,call
0x0200222c,ftMainProcPhysicsMap,__aeabi_fcmplt,call
0x0200223c,ftMainProcPhysicsMap,__aeabi_fadd,call
0x02002244,ftMainProcPhysicsMap,__aeabi_fcmpgt,call
0x0200225a,ftMainProcPhysicsMap,__mulsf3,call
0x0200226c,ftMainProcPhysicsMap,__mulsf3,call
0x02002278,ftMainProcPhysicsMap,syVectorAdd3D,call
0x02002282,ftMainProcPhysicsMap,__aeabi_fadd,call
0x0200228e,ftMainProcPhysicsMap,__aeabi_fadd,call
0x020022ac,ftMainProcPhysicsMap,syVectorDiff3D,call
0x020022d4,ftMainProcPhysicsMap,ftCommonDeadCheckInterruptCommon,call
0x020022e0,ftMainProcPhysicsMap,__aeabi_i2f,call
0x020022ec,ftMainProcPhysicsMap,__aeabi_fcmpge,call
0x020022fa,ftMainProcPhysicsMap,__aeabi_fcmpgt,call
0x0200230c,ftMainProcPhysicsMap,__aeabi_fcmpeq,call
0x02002324,ftMainProcPhysicsMap,__aeabi_fadd,call
0x02002330,ftMainProcPhysicsMap,__aeabi_fcmpgt,call
0x02002372,ftMainProcPhysicsMap,ftParamsUpdateFighterPartsTransformAll,call
0x020023ca,ftMainProcPhysicsMap,gmCollisionGetFighterPartsWorldPosition,call
0x0200242c,ftMainProcPhysicsMap,__divsf3,call
0x02002436,ftMainProcPhysicsMap,__mulsf3,call
0x02002440,ftMainProcPhysicsMap,__mulsf3,call
0x0200244a,ftMainProcPhysicsMap,__mulsf3,call
0x02002454,ftMainProcPhysicsMap,gmCollisionGetFighterPartsWorldPosition,call
0x0200245c,ftMainProcPhysicsMap,ftMainUpdateMotionEventsForwardEffect,call
0x02002482,ftMainProcPhysicsMap,__divsf3,call
0x0200248c,ftMainProcPhysicsMap,__mulsf3,call
0x02002496,ftMainProcPhysicsMap,__mulsf3,call
0x020024a0,ftMainProcPhysicsMap,__mulsf3,call
0x020024ae,ftMainProcPhysicsMap,__aeabi_fsub,call
0x020024b6,ftMainProcPhysicsMap,__aeabi_fcmplt,call
0x020024ce,ftMainProcPhysicsMap,func_800269C0_275C0,call
0x02002504,ftMainProcPhysicsMap,__aeabi_fcmpeq,call
0x02002510,ftMainProcPhysicsMap,mpCollisionCheckExistLineID,call
0x02002522,ftMainProcPhysicsMap,mpCollisionGetSpeedLineID,call
0x0200252a,ftMainProcPhysicsMap,syVectorAdd3D,call
0x02002532,ftMainProcPhysicsMap,ftParamKirbyTryMakeMapStarEffect,call
0x0200253c,ftMainProcPhysicsMap,syUtilsArcTan2,call
0x0200254a,ftMainProcPhysicsMap,__cosf,call
0x02002550,ftMainProcPhysicsMap,__mulsf3,call
0x02002558,ftMainProcPhysicsMap,__aeabi_fsub,call
0x02002560,ftMainProcPhysicsMap,__sinf,call
0x02002566,ftMainProcPhysicsMap,__mulsf3,call
0x0200256e,ftMainProcPhysicsMap,__aeabi_fsub,call
0x0200257a,ftMainProcPhysicsMap,__mulsf3,call
0x02002580,ftMainProcPhysicsMap,__aeabi_fcmplt,call
0x0200258c,ftMainProcPhysicsMap,__mulsf3,call
0x02002592,ftMainProcPhysicsMap,__aeabi_fcmplt,call
0x020025cc,ndsRendererAdapterFindDObjWorldMatrix,memset,call
0x020025d0,ndsRendererAdapterFindDObjWorldMatrix,ndsRendererAdapterEnsureDObjWorldCache,call
0x02002662,ndsRendererAdapterBuildDObjWorldMatrix,ndsRendererAdapterFindDObjWorldMatrix,call
0x020026a0,ndsRendererAdapterBuildDObjWorldMatrix,ndsRendererAdapterFindDObjWorldMatrix,call
0x02002740,ndsRendererAdapterBuildDObjWorldMatrix,ndsRendererAdapterBuildDObjLocalMatrix,call
0x0200274e,ndsRendererAdapterBuildDObjWorldMatrix,ndsRendererMtxMulAffine20p12,call
