pc,whole_instructions,m80prof_instructions,m80gate_instructions
0x02088ad0,20,4,2
0x02088ad6,20,4,2
0x02088af2,4,0,0
0x02088afc,16,4,2
0x02088b02,16,4,2
0x02088b14,20,4,2
0x02088b24,4,0,0
0x02088b2a,4,0,0
0x02088b44,4,0,3
0x02088b4e,4,0,3
0x02088b54,4,0,3
0x02088b62,4,0,3
0x02088b74,2,0,0
0x02088b7e,2,0,0
0x02088b84,2,0,0
0x02088b94,2,0,0
0x02088ba4,1,0,1
0x02088baa,1,0,1
0x02088bb0,1,0,1
0x02088bc4,1,0,1
0x020895f4,1,0,0
0x020895fa,1,0,0
0x02089ae4,834,34,21
0x02089ae8,834,34,21
0x02089b1c,15,0,0
0x02089b22,15,0,0
0x02089b2c,15,0,0
0x02089b34,15,0,0
0x02089b3a,15,0,0
0x02089b42,15,0,0
0x02089b6c,845,35,21
0x02089b6e,845,35,21
0x02089b90,52,11,19
0x02089ba4,1,1,1
0x02089bb0,52,11,19
0x02089bbe,29,3,5
0x02089bda,21,2,3
0x02089be8,16,1,2
0x02089c06,51,10,18
0x02089c28,632,25,14
0x02089c2e,632,25,14
0x02089c58,28,0,1
0x02089c5e,28,0,1
0x02089c94,73,6,0
0x02089c98,73,6,0
0x02089ca0,73,6,0
0x02089cb8,69,6,0
0x02089cd0,4,0,0
0x02089ce2,2,0,0
0x02089cf0,632,25,14
0x02089cf4,632,25,14
0x02089cfc,632,25,14
0x02089d02,632,25,14
0x02089d1a,625,25,14
0x02089d32,7,0,0
0x02089d44,6,0,0
0x02089d54,71,6,0
0x02089d58,71,6,0
0x02089d7e,2,0,0
0x02089d8e,13,0,0
0x02089da0,2,0,0
0x02089da8,13,0,0
0x02089db4,626,25,14
0x02089db8,626,25,14
0x02089dd4,19,2,0
0x02089e90,694,30,14
0x02089e94,694,30,14
0x02089eae,655,29,14
0x02089ed6,29,1,0
0x02089eea,10,0,0
0x02089f00,736,26,17
0x02089f04,736,26,17
0x02089f0c,736,26,17
0x02089f18,1,0,0
0x02089f2a,1,0,0
0x02089f34,1,0,0
0x02089f3e,1,0,0
0x02089f48,24,11,18
0x02089f5a,24,11,18
0x02089f6e,24,11,18
0x02089f7a,13,7,12
0x02089f8a,10,2,5
0x02089f94,10,2,5
0x02089fa6,24,11,18
0x02089fb4,13,7,12
0x02089fd4,24,11,18
0x02089fe8,3,3,3
0x0208a006,21,8,15
0x0208a00c,24,11,18
0x0208a01c,3,3,3
0x0208a050,21,8,15
0x0208a05c,2,2,2
0x0208a11c,24,11,18
0x0208a132,24,11,18
0x0208a146,20,8,14
0x0208a14c,20,8,14
0x0208a152,20,8,14
0x0208a15c,24,11,18
0x0208a162,24,11,18
0x0208a16a,24,11,18
0x0208a170,24,11,18
0x0208a178,24,11,18
0x0208a17e,24,11,18
0x0208a190,24,11,18
0x0208a19e,23,10,17
0x0208a1c6,24,11,18
0x0208a1cc,24,11,18
0x0208a226,24,11,18
0x0208a236,24,11,18
0x0208a25e,4,3,4
0x0208a264,4,3,4
0x0208a26c,4,3,4
0x0208a2b0,24,11,18
0x0208a2c4,24,11,18
0x0208a2de,2,2,2
0x0208a30a,24,11,18
0x0208a312,10,2,5
0x0208a3ac,20,8,14
0x0208a3ba,18,7,13
0x0208a3e6,21,8,15
0x0208a452,6,4,6
0x0208a45a,6,4,6
0x0208a47e,1,1,1
0x0208a484,1,1,1
0x0208a492,1,1,1
0x0208a4a4,1,1,1
0x0208a528,20,8,14
0x0208a536,4,3,4
0x0208a54e,1,1,1
0x0208a598,20,8,14
0x0208a5ac,20,8,14
0x0208a5b2,20,8,14
0x0208a5ba,20,8,14
0x0208a5ec,20,8,14
0x0208a60a,24,11,18
0x0208a66a,5,3,5
0x0208a744,24,11,18
0x0208a74a,24,11,18
0x0208a7a6,24,11,18
0x0208a898,24,11,18
0x0208a8a0,24,11,18
0x0208a8f0,24,11,18
0x0208a90e,24,11,18
0x0208a914,24,11,18
0x0208aaf8,306,12,2
0x0208aafc,306,12,2
0x0208ab08,305,12,2
0x0208ab12,302,11,2
0x0208ab1c,301,11,2
0x0208ab24,283,10,2
0x0208ab28,283,10,2
0x0208ab30,283,10,2
0x0208ab4c,2,0,1
0x0208ab56,2,0,1
0x0208ab60,2,0,1
0x0208ab68,6,0,0
0x0208ab7c,6,0,0
0x0208ab82,6,0,0
0x0208ab88,6,0,0
0x0208ab92,6,0,0
0x0208abe0,3,0,1
0x0208abe6,3,0,1
0x0208ac30,3,0,1
0x0208ac36,3,0,1
0x0208ad30,58,8,5
0x0208ad34,58,8,5
0x0208ad66,58,8,5
0x0208ad72,2,2,2
0x0208ad7c,2,2,2
0x0208ad90,3,0,1
0x0208ad96,3,0,1
0x0208adae,3,0,1
0x0208adba,3,0,1
0x0208adc4,3,0,1
0x0208add0,3,0,1
0x0208add6,3,0,1
0x0208ade8,3,0,1
0x0208adf4,3,0,1
0x0208adfa,3,0,1
0x0208adfe,3,0,1
0x0208ae06,3,0,1
0x0208ae10,3,0,1
0x0208ae1c,3,0,1
0x0208ae2a,2,0,1
0x0208ae42,3,0,1
0x0208ae48,3,0,1
0x0208ae5c,3,0,1
0x0208ae68,3,0,1
0x0208ae84,2,2,2
0x0208ae8a,2,2,2
0x0208af10,2,2,2
0x0208af18,2,2,2
0x0208af36,2,2,2
0x0208af3c,2,2,2
0x0208af60,2,2,2
0x0208af74,2,2,2
0x0208af7a,2,2,2
0x0208b070,53989,3742,5390
0x0208b144,2,1,0
0x0208b2f4,2021,76,55
0x0208b2f8,2020,76,55
0x0208b3c8,2,1,1
0x0208b3ce,2,1,1
0x0208b3f0,2,1,1
0x0208b3f6,2,1,1
0x0208b44c,2020,76,55
0x0208b450,2020,76,55
0x0208b47a,2,1,1
0x0208b480,2,1,1
0x0208b48a,2,1,1
0x0208b49e,2,1,1
0x0208b578,2018,75,54
0x0208b57c,2018,75,54
0x0208b9d0,2119,78,56
0x0208b9da,2119,78,56
0x0208bab4,1,0,0
0x0208bac0,1,0,0
0x0208baf0,1,0,0
0x0208baf6,1,0,0
0x0208bb04,44,2,5
0x0208bb06,44,2,5
0x0208bb34,2023,76,55
0x0208bb36,2023,76,55
0x0208bb64,1,0,0
0x0208bb70,2,0,0
0x0208bb7c,2,0,0
0x0208bbac,2,0,0
0x0208bbb2,2,0,0
0x0208bbc0,125,1,2
0x0208bbc2,125,1,2
0x0208bbfc,1897,75,53
0x0208bbfe,1897,75,53
0x0208bc2c,2,0,0
0x0208bc38,182,8,0
0x0208bc3e,182,8,0
0x0208bc4e,182,8,0
0x0208bc84,6,0,1
0x0208bc8a,6,0,1
0x0208bcb6,6,0,1
0x0208bce6,6,0,1
0x0208bcec,6,0,1
0x0208bcf2,6,0,1
0x0208bcfa,6,0,1
0x0208bd00,6,0,1
0x0208bf54,1190,62,40
0x0208bf58,1190,62,40
0x0208bf60,1190,62,40
0x0208bf9e,1190,62,40
0x0208bfba,6,0,1
0x0208c01c,181,8,0
0x0208c020,181,8,0
0x0208c02c,178,7,0
0x0208c036,176,7,0
0x0208c03c,1577,106,118
0x0208c044,1577,106,118
0x0208c0ec,81822,8115,11488
0x0208c440,27862,2136,2766
0x0208c44c,27862,2136,2766
0x0208c478,57639,5241,7296
0x0208c488,125175,11640,15658
0x0208c570,112662,6770,7252
0x0208c59c,106332,6039,6180
0x0208c5a8,106332,6039,6180
0x0208c666,4133,447,624
0x0208c6d8,10856,1227,1899
0x0208c6f4,12356,1366,1918
0x0208c72e,1029,118,168
0x0208c75c,4066,429,608
0x0208c7c4,3236,501,685
0x0208c7e0,7737,950,1268
0x0208c822,2520,250,373
0x0208c850,36160,3011,3910
0x0208c8d0,9365,1048,1477
0x0208c8e8,51377,4516,6045
0x0208c904,51377,4516,6045
0x0208c93e,23675,1705,2142
0x0208c96c,1182,140,188
0x0208c9dc,726,98,131
0x0208c9fa,2125,263,339
0x0208ca1c,1060,129,150
0x0208ca48,24466,2013,2634
0x0208ca52,1577,106,118
0x0208cbde,203,29,43
0x0208cc08,137,15,22
0x0208ccd2,501,48,61
0x0208cce8,5189,545,749
0x0208cd52,4744,332,383
0x0208cd66,4744,332,383
0x0208cd70,302,35,56
0x0208cd7e,9,3,1
0x0208cd8e,33,14,9
0x0208cdda,1,1,1
0x0208cdea,23,12,10
0x0208ce08,18,0,0
0x0208ce34,31461,2498,3221
0x0208ce5e,2496,227,320
0x0208ce88,762,89,115
0x0208d138,245,23,30
0x0208d142,245,23,30
0x0208d154,644,40,52
0x0208d15c,644,40,52
0x0208d166,21,2,3
0x0208d16c,1168,87,101
0x0208d174,1168,87,101
0x0208d17e,11,0,0
0x0208d48c,15,7,7
0x0208d4c0,13,1,2
0x0208d6a0,1,0,1
0x0208d6a4,1,0,1
0x0208d6d0,1,0,0
0x0208d6e2,1,0,0
0x0208d730,1,0,0
0x0208d8ce,1,0,0
0x0208d8d6,1,0,0
0x0208d8dc,1,0,0
0x0208d900,1,0,0
0x0208d91c,1,0,0
0x0208e31c,2994,139,147
0x0208e326,2994,139,147
0x0208e334,2994,139,147
0x0208e33e,2994,139,147
0x0208e348,2994,139,147
0x0208e35c,2994,139,147
0x0208e4a4,2994,139,147
0x0208e4ae,2994,139,147
0x0208e4bc,2994,139,147
0x0208e4c6,2994,139,147
0x0208e4d0,2994,139,147
0x0208e4e4,2994,139,147
0x0208e61c,2994,139,147
0x0208e620,2994,139,147
0x0208e62a,2994,139,147
0x0208e64c,2869,173,173
0x0208e65c,2869,173,173
0x0208e676,2869,173,173
0x0208e688,6070,330,337
0x0208e6ac,6070,330,337
0x0208e6b6,6070,330,337
0x0208e6d0,6070,330,337
0x0208e6da,6070,330,337
0x0208e6fa,6070,330,337
0x0208e706,6070,330,337
0x0208e714,4,0,0
0x0208e72e,4,0,0
0x0208e74e,4,0,0
0x0208e758,4,0,0
0x0208e762,4,0,0
0x0208e76c,4,0,0
0x0208e792,6070,330,337
0x0208e79a,6070,330,337
0x0208e7a4,6070,330,337
0x0208e7ac,6070,330,337
0x0208e7b6,6070,330,337
0x0208e7be,6070,330,337
0x0208e7c8,6074,330,337
0x0208e7d2,6074,330,337
0x0208e7dc,6074,330,337
0x0208e830,3010,136,141
0x0208e850,3010,136,141
0x0208e858,3010,136,141
0x0208e87c,3009,136,140
0x0208e888,2960,134,139
0x0208e8ac,49,2,1
0x0208e8b6,49,2,1
0x0208e8c2,47,2,0
0x0208e8c8,47,2,0
0x0208e8f0,49,2,1
0x0208e908,1,0,1
0x0208e920,50,2,2
0x0208e934,2,0,1
0x0208e97e,49,2,1
0x0208e988,3010,136,141
0x0208e99c,3010,136,141
0x0208e9aa,3010,136,141
0x0208ea0c,3010,136,141
0x0208ea18,1182,60,39
0x0208ea34,740,40,26
0x0208ea42,740,40,26
0x0208ea4c,740,40,26
0x0208ea56,740,40,26
0x0208eace,740,40,26
0x0208eaf8,1182,60,39
0x0208eb10,442,20,13
0x0208eb1e,442,20,13
0x0208eb28,442,20,13
0x0208eb32,442,20,13
0x0208eb80,442,20,13
0x0208ebc4,2325,168,179
0x0208ebee,2324,168,179
0x0208ebf8,2324,168,179
0x0208ec02,2324,168,179
0x0208ec0c,2324,168,179
0x0208ec48,2324,168,179
0x0208ec56,2324,168,179
0x0208ec8a,2324,168,179
0x0208ec98,2324,168,179
0x0208ecce,2324,168,179
0x0208ecd8,2324,168,179
0x0208ece2,2324,168,179
0x0208ecf6,2324,168,179
0x0208ed0a,2324,168,179
0x0208ed14,2324,168,179
0x0208ed1e,2324,168,179
0x0208ed32,2324,168,179
0x0208ed40,2324,168,179
0x0208ed4a,2324,168,179
0x0208ed54,2324,168,179
0x0208ed5e,2324,168,179
0x0208ed8a,2324,168,179
0x0208ed94,2324,168,179
0x0208ed9e,2324,168,179
0x0208eda8,2324,168,179
0x0208ee16,2324,168,179
0x0208ee2a,2324,168,179
0x0208ef36,2324,168,179
0x0208ef88,2324,168,179
0x0208efda,2324,168,179
0x0208f64c,2324,168,179
0x0208f676,2324,168,179
0x0208f680,2324,168,179
0x0208f68a,2324,168,179
0x0208f694,2324,168,179
0x0208f6d0,2324,168,179
0x0208f6de,2324,168,179
0x0208f712,2324,168,179
0x0208f720,2324,168,179
0x0208f756,2324,168,179
0x0208f760,2324,168,179
0x0208f76a,2324,168,179
0x0208f77e,2324,168,179
0x0208f792,2324,168,179
0x0208f79c,2324,168,179
0x0208f7a6,2324,168,179
0x0208f7ba,2324,168,179
0x0208f7c8,2324,168,179
0x0208f7d2,2324,168,179
0x0208f7dc,2324,168,179
0x0208f7e6,2324,168,179
0x0208f812,2324,168,179
0x0208f81c,2324,168,179
0x0208f826,2324,168,179
0x0208f830,2324,168,179
0x0208f89e,2324,168,179
0x0208f8b2,2324,168,179
0x0208f9be,2324,168,179
0x0208fa10,2324,168,179
0x0208fa62,2324,168,179
0x020900d4,2324,168,179
0x020900f4,2324,168,179
0x02090102,2324,168,179
0x020901a2,2324,168,179
0x020902a0,3071,194,202
0x020902c6,3071,194,202
0x020902d4,3071,194,202
0x02090348,3071,194,202
0x020903d0,915,42,44
0x020903d6,915,42,44
0x020903dc,34,5,8
0x020903f4,34,5,8
0x02090408,34,5,8
0x02090414,34,5,8
0x02090554,2870,173,173
0x02090556,2869,173,173
0x0209055c,3010,136,141
0x0209055e,3010,136,141
0x02090564,3010,136,141
0x02090566,3010,136,141
0x0209056c,1182,60,39
0x0209056e,1182,60,39
0x02090574,1182,60,39
0x02090576,1182,60,39
0x0209057c,2324,168,179
0x0209057e,2324,168,179
0x0209058c,2324,168,179
0x0209058e,2324,168,179
0x0209059c,34,5,8
0x0209059e,34,5,8
0x020905ac,2324,168,179
0x020905ae,2324,168,179
0x020905c4,2156,152,158
0x020905c6,2156,152,158
0x020905cc,915,42,44
0x020905ce,915,42,44
0x020905d4,2994,139,147
0x020905d6,2994,139,147
0x020905dc,6070,330,337
0x020905de,6070,330,337
0x020905ec,24,4,10
0x020905ee,24,4,10
0x0209060c,181,8,0
0x0209060e,181,8,0
0x02090614,182,8,0
0x02090616,182,8,0
0x0209066c,22,0,0
0x0209066e,22,0,0
0x02090674,6,0,2
0x02090676,6,0,2
0x0209067c,33,2,2
0x0209067e,33,2,2
0x02090684,29,2,0
0x02090686,29,2,0
0x0209068c,72,8,7
0x0209068e,72,8,7
0x02090694,36,1,0
0x02090696,36,1,0
0x0209069c,40,1,0
0x0209069e,40,1,0
0x020906a4,4,0,0
0x020906a6,4,0,0
0x020906ac,89,0,2
0x020906ae,89,0,2
0x020906b4,85,0,2
0x020906b6,85,0,2
0x0209070c,123,7,9
0x02090710,123,7,9
0x02090724,82,4,6
0x0209072c,41,3,3
0x0209073c,116,12,14
0x02090740,116,12,14
0x0209074c,3,1,1
0x02090758,3,1,1
0x02090762,3,1,1
0x02090774,77,6,12
0x0209077a,77,6,12
0x02090790,103,13,16
0x02090796,103,13,16
0x020907c4,97,8,3
0x020907c8,97,8,3
0x020907dc,18,1,1
0x020907e6,79,7,2
0x020909ac,4461,235,199
0x02090ac0,3298,170,133
0x02090ad0,3298,170,133
0x02090ae8,1684,92,72
0x02090af6,969,51,29
0x02090b04,249,9,16
0x02090b0a,249,9,16
0x02090b10,249,9,16
0x02090b30,1684,92,72
0x02090c8a,1614,78,61
0x02090c98,835,39,24
0x02090cdc,658,52,43
0x02090cea,658,52,43
0x02090cf8,622,47,40
0x02090d06,331,27,28
0x02090d14,160,14,15
0x02090d26,32,4,1
0x02090d38,102,8,2
0x02090d46,2905,139,99
0x02090d4a,2905,139,99
0x02090de8,26,1,1
0x02090e6a,715,41,43
0x02090e7a,291,20,12
0x02090e8e,212,16,8
0x02090ea2,59,4,0
0x02090eaa,59,4,0
0x02090ec4,36,5,3
0x02090ed2,36,5,3
0x02090edc,36,5,3
0x02090ef2,25,3,1
0x02090f5c,1452,69,51
0x02090f76,281,22,22
0x02090f7e,281,22,22
0x02090f94,281,22,22
0x02090f9e,281,22,22
0x02090fa4,382,31,34
0x02090fa8,382,31,34
0x02090fb8,382,31,34
0x02090fe0,171,13,13
0x02090fee,101,9,12
0x02090ff8,101,9,12
0x0209100a,101,9,12
0x02091046,1416,64,48
0x02091052,1416,64,48
0x02091084,779,39,37
0x02091090,11,0,0
0x0209109a,11,0,0
0x020910a2,11,0,0
0x020910a6,11,0,0
0x02091104,79,4,4
0x0209111a,68,4,4
0x0209112e,70,4,1
0x02091136,70,4,1
0x02091156,11,2,2
0x0209116e,36,5,3
0x02091196,1224,54,42
0x020911a4,1224,54,42
0x020911fe,637,32,27
0x02091210,596,29,34
0x02091248,161,13,20
0x02091258,71,5,10
0x02091266,71,5,10
0x0209126c,71,5,10
0x02091272,71,5,10
0x0209127a,71,5,10
0x02091282,71,5,10
0x0209128a,71,5,10
0x0209128e,161,13,20
0x020912a4,90,8,10
0x020912b0,90,8,10
0x020912b6,90,8,10
0x020912c2,90,8,10
0x020912ca,90,8,10
0x020912d2,90,8,10
0x020912dc,3,0,0
0x02091324,3,0,0
0x02091338,3,0,0
0x02091344,3,0,0
0x0209134e,3,0,0
0x02091354,3,0,0
0x0209135c,3,0,0
0x02091368,7992,410,344
0x020913a8,7992,410,344
0x020913ca,7334,398,338
0x020913de,7322,398,338
0x020913ec,7322,398,338
0x020913fe,7322,398,338
0x0209140e,7322,398,338
0x02091414,7322,398,338
0x0209142a,6786,394,334
0x02091438,6786,394,334
0x02091442,6786,394,334
0x0209144c,6786,394,334
0x02091454,6786,394,334
0x0209145c,6786,394,334
0x02091490,7992,410,344
0x020914a8,6786,394,334
0x0209151c,4091,214,186
0x02091552,4091,214,186
0x0209156c,4091,214,186
0x02091576,4091,214,186
0x0209157e,4091,214,186
0x0209158a,4091,214,186
0x02091592,4091,214,186
0x0209159c,4091,214,186
0x020915a6,4091,214,186
0x020915ae,4091,214,186
0x020915b2,4091,214,186
0x02091608,4084,214,185
0x0209162c,4084,214,185
0x0209166a,24,2,3
0x02091670,24,2,3
0x02091676,24,2,3
0x0209167a,24,2,3
0x020916c0,818,78,111
0x020917c8,818,78,111
0x020917fa,818,78,111
0x02091806,818,78,111
0x0209180e,818,78,111
0x02091814,818,78,111
0x0209181c,818,78,111
0x0209182a,818,78,111
0x0209183a,818,78,111
0x0209189c,6694,634,909
0x020918ac,6694,634,909
0x020918b8,6694,634,909
0x020918bc,6694,634,909
0x020918c6,6694,634,909
0x020918e6,6579,627,901
0x020918ec,6579,627,901
0x020918f4,6579,627,901
0x020918fc,6579,627,901
0x02091902,6579,627,901
0x02091910,6694,634,909
0x02091916,6694,634,909
0x02091934,3049,363,500
0x02091940,3049,363,500
0x02091944,3049,363,500
0x02091958,1766,188,250
0x0209195e,1766,188,250
0x02091966,1766,188,250
0x0209196e,1766,188,250
0x02091974,1766,188,250
0x02091980,4553,411,619
0x02091a14,417,38,67
0x02091a1a,417,38,67
0x02091a26,417,38,67
0x02091a2c,417,38,67
0x02091a34,417,38,67
0x02091a7c,4527,418,754
0x02091a90,4527,418,754
0x02091a96,4527,418,754
0x02091a9e,4527,418,754
0x02091aaa,4558,420,754
0x02091b16,56,2,6
0x02091b4e,6471,615,875
0x02091b5a,4521,409,577
0x02091b60,4521,409,577
0x02091b70,683,62,92
0x02091b76,683,62,92
0x02091b80,683,62,92
0x02091b86,683,62,92
0x02091b8e,683,62,92
0x02091b96,683,62,92
0x02091b9e,683,62,92
0x02091bac,683,62,92
0x02091bb2,683,62,92
0x02091bc0,529,48,77
0x02091bc6,529,48,77
0x02091bee,56,0,0
0x02091c82,386,36,67
0x02091c90,200,20,45
0x02091c9a,200,20,45
0x02091d20,59,7,8
0x02091d26,59,7,8
0x02091d2e,59,7,8
0x02091d36,59,7,8
0x02091d40,59,7,8
0x02091d46,59,7,8
0x02091d4e,59,7,8
0x02091d54,59,7,8
0x02091dec,315,26,40
0x02091df2,315,26,40
0x02091dfa,315,26,40
0x02091e0c,315,26,40
0x02091e20,115,11,16
0x02091e28,115,11,16
0x02091e42,212,18,29
0x02091e68,115,11,16
0x02091e88,375,35,40
0x02091e8e,375,35,40
0x02091e96,375,35,40
0x02091e9e,375,35,40
0x02091ea8,375,35,40
0x02091eae,375,35,40
0x02091eb6,375,35,40
0x02091ebc,375,35,40
0x02091f46,186,16,22
0x02091f50,186,16,22
0x0209208c,75,7,8
0x02092094,75,7,8
0x02092258,19,2,4
0x020927ec,6,0,0
0x0209283e,6,0,0
0x0209285c,6,0,0
0x0209286a,6,0,0
0x02092870,6,0,0
0x02092882,6,0,0
0x02092888,6,0,0
0x02092894,6,0,0
0x020928da,6,0,0
0x020928e2,6,0,0
0x0209296c,6,0,0
0x020929a8,6,0,0
0x020929b2,6,0,0
0x02092aa8,3294,169,135
0x02092aca,3294,169,135
0x02092ad0,3294,169,135
0x02092ae0,3294,169,135
0x02092ae6,3294,169,135
0x02092d08,3294,169,135
0x02092d54,1616,78,64
0x02092d72,1517,75,55
0x02092d8c,1540,78,48
0x02092d9c,3294,169,135
0x02092e50,12,1,1
0x02092e6e,1678,91,71
0x02092e8a,1258,59,40
0x02092ea2,1235,56,47
0x02092f1c,694,46,42
0x02092f22,694,46,42
0x02092f2a,694,46,42
0x02092fb6,1616,78,64
0x02092fc0,1616,78,64
0x02092fd2,1616,78,64
0x02092fde,845,36,18
0x02092ff8,68,2,3
0x02093006,65,2,3
0x02093018,68,2,3
0x02093022,68,2,3
0x02093036,68,2,3
0x02093048,68,2,3
0x0209304e,68,2,3
0x02093064,21,1,2
0x020930a4,43,2,7
0x020930c8,856,28,27
0x020930ce,856,28,27
0x020930d6,856,28,27
0x020930f2,99,3,9
0x0209318e,1678,91,71
0x020931a8,262,28,24
0x020931ae,262,28,24
0x020931d4,232,23,21
0x020931da,232,23,21
0x020931e0,232,23,21
0x020931ec,232,23,21
0x020933c0,1416,63,47
0x020933d8,3,0,0
0x02093426,730,22,12
0x0209342e,730,22,12
0x02093438,730,22,12
0x02093448,730,22,12
0x02093456,730,22,12
0x02093460,730,22,12
0x02093470,730,22,12
0x02093478,730,22,12
0x020935cc,4091,214,186
0x020935f8,4091,214,186
0x020935fe,4091,214,186
0x020936da,168,16,24
0x020936e4,168,16,24
0x020936ea,168,16,24
0x020936f2,168,16,24
0x020936fe,168,16,24
0x02093704,168,16,24
0x02093712,168,16,24
0x0209371e,168,16,24
0x02093726,168,16,24
0x0209372e,168,16,24
0x0209373a,4,0,0
0x02093742,4,0,0
0x02093770,4,0,0
0x0209377a,4,0,0
0x02093780,4,0,0
0x0209378c,4,0,0
0x02093792,4,0,0
0x020938b2,4,0,0
0x020938bc,4,0,0
0x020938c6,4,0,0
0x020938cc,4,0,0
0x020938d4,4,0,0
0x02093960,1,0,0
0x02093a3c,4003,208,174
0x02093fe4,286,19,13
0x020940a4,507,51,64
0x02094104,4101,214,186
0x02094112,4101,214,186
0x020941ce,1949,97,88
0x020941e8,1949,97,88
0x020941f2,1949,97,88
0x020941fc,1949,97,88
0x02094204,1949,97,88
0x0209420a,1949,97,88
0x02094282,4097,214,186
0x020942e8,10,0,1
0x020943d6,4,0,0
0x02094596,269,10,2
0x0209459e,269,10,2
0x020945a4,269,10,2
0x020945c8,2,0,0
0x020945e0,2,0,0
0x020945e6,2,0,0
0x020945ec,2,0,0
0x02094760,4101,214,186
0x02094764,4101,214,186
0x0209476c,4101,214,186
0x02094778,4091,214,186
0x0209479a,4084,214,185
0x020947a2,4084,214,185
0x020947ac,4003,208,174
0x02094812,4091,214,186
0x0209482e,3,0,0
0x02094838,3,0,1
0x02094c60,6,0,0
0x02094c64,6,0,0
0x02094c70,6,0,0
0x02094c7c,6,0,0
0x02094cc8,1,0,0
0x02094ccc,1,0,0
0x02094ebc,4084,214,185
0x02094eda,3908,196,159
0x02094f0e,1847,114,108
0x02094f24,277,19,13
0x02094f32,4084,214,185
0x02094f56,176,18,26
0x02094f62,176,18,26
0x02094f6c,176,18,26
0x02094f76,176,18,26
0x02094f7e,176,18,26
0x02094f82,176,18,26
0x02094fae,612,8,5
0x02094fbc,612,8,5
0x02094fc2,612,8,5
0x02094fca,612,8,5
0x02094fce,612,8,5
0x02094fe2,612,8,5
0x02094fec,612,8,5
0x02094ff6,612,8,5
0x02094ffe,612,8,5
0x02095002,612,8,5
0x02095014,501,51,64
0x02095064,2296,108,86
0x020950d0,9,0,0
0x0209512c,6,0,0
0x02095138,1621,74,52
0x0209514e,1621,74,52
0x02095158,1621,74,52
0x02095164,775,37,31
0x02095182,1621,74,52
0x020951a0,846,37,21
0x020951a8,45,3,3
0x020951ac,45,3,3
0x020951b4,45,3,3
0x020951bc,45,3,3
0x020951c4,45,3,3
0x020951ce,45,3,3
0x020951da,45,3,3
0x020951de,45,3,3
0x020951ea,45,3,3
0x020951f2,45,3,3
0x020951fe,45,3,3
0x02095216,45,3,3
0x02095274,1202,54,23
0x02095294,1202,54,23
0x0209529e,1202,54,23
0x020952aa,223,14,6
0x020952c2,979,40,17
0x020952d6,114,9,4
0x020952e0,114,9,4
0x020952e6,114,9,4
0x020952ee,114,9,4
0x0209535e,3,0,0
0x02095372,2,0,0
0x0209538c,3,0,0
0x020953a6,3,0,0
0x020953ba,3,0,0
0x020953c2,17,2,0
0x020953ce,17,2,0
0x020953d4,17,2,0
0x020953da,17,2,0
0x020953de,17,2,0
0x020953f4,1,0,0
0x02095416,99,8,3
0x0209546c,821,78,111
0x020954d2,821,78,111
0x020954e2,245,22,33
0x020954e8,245,22,33
0x020954f2,245,22,33
0x0209550e,16,2,4
0x02095516,16,2,4
0x0209551e,16,2,4
0x02095524,16,2,4
0x02095534,242,22,33
0x02095598,3,0,0
0x020955a2,3,0,0
0x020955b2,3,0,0
0x020955be,1,0,0
0x020955c6,1,0,0
0x020955d4,1,0,0
0x02095616,2,0,0
0x02095620,2,0,0
0x02095628,2,0,0
0x0209565c,914,53,67
0x02095666,914,53,67
0x0209566a,914,53,67
0x0209566e,914,53,67
0x02095684,914,53,67
0x02095698,914,53,67
0x0209569e,914,53,67
0x020956a6,914,53,67
0x020956b0,387,38,58
0x020956ca,392,21,25
0x020956e8,527,15,9
0x02095716,527,15,9
0x02095720,527,15,9
0x0209572c,39,0,0
0x0209573e,601,22,20
0x02095756,384,38,58
0x02095764,322,34,48
0x02095778,322,34,48
0x02095782,322,34,48
0x0209578e,232,23,36
0x0209579c,224,25,37
0x020957a2,224,25,37
0x020957ac,235,26,35
0x020957b2,13,1,2
0x020957b8,13,1,2
0x020957be,13,1,2
0x020957c2,13,1,2
0x020957ca,13,1,2
0x020957d6,488,15,9
0x02095800,90,11,12
0x0209580a,51,5,6
0x02095814,51,5,6
0x0209581a,51,5,6
0x02095822,51,5,6
0x02095850,24,2,0
0x02095856,24,2,0
0x02095898,1109,79,67
0x020958a2,1109,79,67
0x020958a6,1109,79,67
0x020958aa,1109,79,67
0x020958c0,1109,79,67
0x020958d4,1109,79,67
0x020958da,1109,79,67
0x020958e2,1109,79,67
0x020958ec,434,40,53
0x02095906,495,36,39
0x02095922,675,39,14
0x02095950,573,31,11
0x0209595c,434,40,53
0x0209596a,381,33,47
0x02095972,10,2,6
0x0209597c,10,2,6
0x02095982,10,2,6
0x0209598a,10,2,6
0x020959ba,381,33,47
0x02095e24,4101,214,186
0x02095e5e,2096,89,105
0x02095e6c,914,53,67
0x02095eb4,1988,125,80
0x02095ec2,1109,79,67
0x02095eca,1,0,0
0x02095ef8,6,0,0
0x02095f00,2061,82,51
0x02095f10,4101,214,186
0x02095fcc,4101,214,186
0x02095ffa,5,0,0
0x02096000,5,0,0
0x02096006,5,0,0
0x0209600a,5,0,0
0x02096010,5,0,0
0x020964e8,3117,160,160
0x020964f8,89980,4500,4520
0x0209653c,19201,960,960
0x02096568,83507,4176,4192
0x0209657c,83504,4176,4192
0x0209659c,77029,3852,3864
