region,instructions,total_cycles,average_cycles,min_cycles,max_cycles,issue,icache_fill,dcache_fill,write_buffer,bus_contention,dma_hold,cart_spin,interlock,halt_wait,gx_paid,gx_blamed
1558,2820227,6723784,2.384,0,521373,1813656,1821819,1191822,835163,299637,16470,0,223850,521367,0,0
1474,1005901,4482728,4.456,0,568415,645095,1141116,923061,185512,82791,17926,0,124698,1362529,0,0
798,1008484,4482648,4.445,0,1060733,694067,1037534,802939,161667,83076,16470,0,118039,1568856,0,0
1207,951631,4482306,4.710,0,1106271,526436,1135176,816631,159898,78775,16470,0,131927,1616993,0,0
446,962081,4481764,4.658,0,1109211,578370,1166147,880177,177285,85555,17260,0,139432,1437538,0,0
1441,1266366,4481588,3.539,0,978269,602844,1384229,880682,174577,82733,17594,0,177241,1161688,0,0
1193,1258271,4481456,3.562,0,716181,590519,1409174,956517,165259,77351,16470,0,176728,1089438,0,0
1103,1179170,4481378,3.800,0,871167,610954,1305981,897488,172237,80138,16470,0,155160,1242950,0,0
911,1635513,4481154,2.740,0,142115,461615,1847708,969354,176283,67289,38680,0,214136,706089,0,0
1190,705969,3362988,4.764,0,1079005,418884,829001,665453,125373,74709,16470,0,106318,1126780,0,0
1418,758272,3362476,4.434,0,974941,498391,839258,637991,125305,77775,17494,0,99052,1067210,0,0
658,839350,3362356,4.006,0,771679,513934,986476,687537,139121,83811,16470,0,114357,820650,0,0
1202,1125634,3362238,2.987,0,274043,501709,1246400,844526,145329,75931,16534,0,164498,367311,0,0
458,794869,3362236,4.230,0,839093,499208,887926,670344,156849,88591,16470,0,112238,930610,0,0
152,922678,3362224,3.644,0,1049721,719358,749328,554452,105936,81764,16502,0,85169,1049715,0,0
718,931006,3362160,3.611,0,838585,696914,886502,627108,111819,84248,16502,0,100488,838579,0,0
147,718799,3362112,4.677,0,809696,520335,784271,637270,120469,78409,16470,0,88352,1116536,0,0
418,753055,3362110,4.465,0,1026581,506136,859085,640220,133053,78939,17790,0,100312,1026575,0,0
1070,708590,3362106,4.745,0,1037695,447636,829500,651951,125426,75444,16470,0,107719,1107960,0,0
714,716615,3362100,4.692,0,1035687,465944,829155,625480,123725,79179,16470,0,95122,1127025,0,0
1258,729742,3362070,4.607,0,873993,484023,882210,655885,128025,77494,16470,0,103023,1014940,0,0
521,863851,3362014,3.892,0,249531,600995,956310,775770,153740,81066,16470,0,108595,669068,0,0
195,759210,3362008,4.428,0,811045,505948,881271,691735,133550,76643,16470,0,106133,950258,0,0
374,992167,3361994,3.389,0,760583,740204,903947,640774,113861,81876,17806,0,102949,760577,0,0
1145,788215,3361990,4.265,0,862607,494674,941431,704934,141159,83289,16470,0,117432,862601,0,0
223,920138,3361988,3.654,0,800797,659831,913364,658177,124968,81079,16470,0,105296,802803,0,0
645,1192512,3361976,2.819,0,119237,876261,1029850,754606,131535,83871,16470,0,117259,352124,0,0
229,797831,3361968,4.214,0,843069,473942,934274,682642,131310,78070,16470,0,108813,936447,0,0
249,779368,3361916,4.314,0,988237,518923,884270,642457,128114,78360,16470,0,103077,990245,0,0
1413,967361,3361908,3.475,0,96789,586820,1125957,811355,144125,79394,17370,0,127785,469102,0,0
106,765847,3361892,4.390,0,1040737,509478,862669,628759,123060,78376,16470,0,100441,1042639,0,0
905,662038,3361824,5.078,0,834953,455381,750618,639865,122645,75707,16470,0,91035,1210103,0,0
417,739512,3361768,4.546,0,954287,476430,837420,663259,143871,78048,17706,0,99290,1045744,0,0
605,822376,3361766,4.088,0,64169,502433,970383,842814,164734,77868,16470,0,117557,669507,0,0
1153,672121,3361766,5.002,0,1043869,431662,793332,640495,122159,76626,16470,0,97272,1183750,0,0
1443,978997,3361762,3.434,0,400417,614880,1104761,763597,150739,85412,17774,0,127083,497516,0,0
1269,737761,3361758,4.557,0,846839,496008,828011,648830,121973,77270,16470,0,94370,1078826,0,0
